Gene_name	Species_name	Max_cov
GRK4	Shinisaurus_crocodilurus	38
GRK4	Anilios_bituberculatus	16
GRK4	Tretioscincus_oriximinensis	37
GRK4	Calyptommatus_sinebrachiatus	34
GRK4	Arizona_elegans	44
GRK4	Diadophis_punctatus_similis	44
GRK4	Aspidoscelis_tigris_stejnegeri	44
GRK4	Sceloporus_occidentalis	51
GRK4	Charina_bottae	43
GRK4	Varanus_salvator_macromaculatus	44
GRK4	Bungarus_multicinctus	45
GRK4	Phrynocephalus_versicolor	39
GRK4	Vipera_latastei	48
GRK4	Daboia_siamensis	36
GRK4	Crotalus_helleri	39
GRK4	Psammodynastes_pulverulentus	46
GRK4	Phrynosoma_blainvillii	44
GRK4	Plestiodon_gilberti_rubricaudatus	40
GRK4	Simalia_boeleni	36
GRK4	Tropidonophis_doriae	18
GRK4	Morelia_viridis	39
GRK4	Imantodes_cenchoa	40
GRK4	Boaedon_fuliginosus	39
GRK4	Lerista_edwardsae	34
GRK4	Anniella_stebbinsi	51
GRK4	Lepidodactylus_listeri	40
GRK4	Phrynocephalus_forsythii	42
GRK4	Gekko_gecko	34
GRK4	Natrix_natrix_natrix	42
GRK4	Pantherophis_alleghaniensis	44
GRK4	Cyclura_pinguis	38
GRK4	Furcifer_pardalis	35
GRK4	Anolis_apletophallus	40
GRK4	Masticophis_lateralis	44
GRK4	Gambelia_wislizenii	44
GRK4	Liasis_olivaceus	39
GRK4	Simalia_tracyae	39
GRK4	Pseudoxenodon_macrops	28
GRK4	Trimeresurus_albolabris	30
GRK4	Mimophis_mahfalensis	37
GRK4	Aparallactus_werneri	33
GRK4	Acrochordus_granulatus	39
GRK4	Pareas_carinatus	39
GRK4	Grayia_smithii	37
GRK4	Calamaria_suluensis	32
GRK4	Oxyrhabdium_leporinum	37
GRK4	Toxicocalamus_goodenoughensis	47
GRK4	Cerberus_rynchops	33
GRK4	Stegonotus_admiraltiensis	37
GRK4	Pseudoxyrhopus_heterurus	40
GRK4	Hydrophis_major	45
GRK4	Hydrophis_elegans	42
GRK4	Urosaurus_nigricauda	44
GRK4	Bradypodion_ventrale	28
GRK4	Sibynophis_collaris	37
GRK4	Intellagama_lesueurii	40
GRK4	Hydrophis_curtus	45
GRK4	Hydrophis_ornatus	45
GRK4	Pantherophis_vulpinus	44
GRK4	Phrynocephalus_guinanensis	42
GRK4	Coluber_constrictor_foxii	44
GRK4	Rhabdophis_nuchalis	48
GRK4	Crotalus_adamanteus	39
GRK4	Correlophus_ciliatus	36
GRK4	Aipysurus_laevis	44
GRK4	Laudakia_wui	42
GRK4	Leptophis_mexicanus	46
GRK4	Xenodon_rabdocephalus	9
GRK4	Laemanctus_serratus	25
GRK4	Spondylurus_nitidus	37
GRK4	Acritoscincus_duperreyi	45
GRK4	Gonatodes_alexandermendesi	38
GRK4	Crotalus_ruber	35
GRK4	Asaccus_caudivolvulus	29
GRK4	Gallotia_galloti	37
GRK4	Bitis_arietans	32
GRK4	Naja_nigricollis	30
GRK4	Causus_rhombeatus	20
GRK4	Hemidactylus_brookii	27
GRK4	Micrurus_diastema	33
GRK4	Trioceros_balebicornutus	22
GRK4	Anolis_rodriguezii	40
GRK4	Acanthocercus_minutus	36
GRK4	Chamaeleo_dilepis	28
GRK4	Naja_haje	25
GRK4	Leptodeira_frenata	22
GRK4	Anolis_tropidonotus	40
GRK4	Bothrops_asper	26
GRK4	Xenagama_zonura	36
GRK4	Aspidoscelis_angusticeps	32
GRK4	Panaspis_annettesabinae	27
GRK4	Sceloporus_chrysostictus	40
GRK4	Trachylepis_brevicollis	38
GRK4	Acanthocercus_cyanogaster	40
GRK4	Psammophis_punctulatus	38
GRK4	Crotaphopeltis_hotamboeia	22
GRK4	Atractaspis_microlepidota	34
GRK4	Telescopus_dhara	30
GRK4	Trioceros_harennae	22
GRK4	Agama_finchi	17
GRK4	Trioceros_affinis	23
GRK4	Phrynonax_poecilonotus	30
GRK4	Chamaeleo_calyptratus	33
GRK4	Varanus_albigularis	42
GRK4	Trachylepis_striata	39
GRK4	Philothamnus_battersbyi	26
GRK4	Mochlus_sundevallii	24
GRK4	Naja_melanoleuca	36
GRK4	Thecadactylus_rapicauda	29
GRK4	Chamaeleo_laevigatus	26
GRK4	Crotalus_simus	26
GRK4	Agama_doriae	30
GRK4	Psammophis_sibilans	28
GRK4	Coniophanes_imperialis	28
GRK4	Imantodes_gemmistratus	37
GRK4	Trachylepis_maculilabris	41
GRK4	Drymobius_margaritiferus	26
GRK4	Varanus_niloticus	42
GRK4	Anilius_scytale	30
GRK4	Chamaeleo_gracilis	23
GRK4	Natriciteres_olivacea	26
GRK4	Sphaerodactylus_glaucus	35
GRK4	Bachia_flavescens	23
GRK4	Tropidodipsas_fasciata	22
GRK4	Hemidactylus_macropholis	30
GRK4	Nerodia_floridana	22
GRK4	Pseudelaphe_flavirufa	37
GRK4	Marisora_unimarginata	38
GRK4	Imantodes_tenuissimus	42
GRK4	Latastia_doriai	45
GRK4	Atractaspis_fallax	34
GRK4	Acanthocercus_guentherpetersi	36
GRK4	Ninia_diademata	20
GRK4	Cordylus_rivae	21
GRK4	Dasypeltis_abyssina	22
GRK4	Hydrophis_schistosus	30
GRK4	Hypnale_hypnale	31
GRK4	Anolis_lemurinus	36
GRK4	Micrurus_fulvius	40
GRK4	Daboia_russelii	25
GRK4	Aparallactus_lunulatus	26
GRK4	Thamnophis_saurita	20
GRK4	Bofa_erlangeri	37
GRK4	Ninia_sebae	18
GRK4	Amphiesma_stolatum	27
GRK4	Basiliscus_vittatus	41
GRK4	Ophisaurus_attenuatus	23
GRK4	Bungarus_caeruleus	40
GRK4	Mesoscincus_schwartzei	38
GRK4	Bungarus_ceylonicus	40
GRK4	Tarentola_annularis	33
GRK4	Boiga_trigonata	37
GRK4	Oligodon_sublineatus	32
GRK4	Lycodon_aulicus	26
GRK4	Ahaetulla_pulverulenta	30
GRK4	Ahaetulla_nasuta	26
GRK4	Siphlophis_compressus	13
GRK4	Fowlea_piscator	37
GRK4	Fowlea_asperrima	26
GRK4	Boa_constrictor	39
GRK4	Dendrelaphis_bifrenalis	22
GRK4	Kentropyx_calcarata	35
GRK4	Oligodon_taeniolatus	30
GRK4	Anolis_sericeus	40
GRK4	Bothrops_atrox	26
GRK4	Holcosus_undulatus	32
GRK4	Anolis_planiceps	40
GRK4	Ameiva_ameiva	25
GRK4	Acanthocercus_annectans	37
GRK4	Corallus_caninus	36
GRK4	Acanthocercus_atricollis	36
GRK4	Dendrelaphis_caudolineolatus	30
GRK4	Geophis_sartorii	22
GRK4	Hemidactylus_flaviviridis	26
GRK4	Cerastes_gasperettii	37
GRK4	Boiga_barnesii	22
GRK4	Rhinophis_saffragamus	30
GRK4	Morelia_carinata	39
GRK4	Sibynophis_subpunctatus	37
GRK4	Aspidura_guentheri	42
GRK4	Agkistrodon_piscivorus	26
GRK4	Corytophanes_hernandesii	22
GRK4	Cachryx_defensor	38
GRK4	Crotalus_mitchellii	36
GRK4	Coniophanes_schmidti	27
GRK4	Vipera_ammodytes	37
GRK4	Dendrelaphis_tristis	17
GRK4	Varanus_macraei	2
GRK4	Tiliqua_occipitalis	8
GRK4	Crotalus_aquilus	36
GRK4	Lycodon_carinatus	22
GRK4	Boiga_beddomei	27
GRK4	Trimeresurus_trigonocephalus	25
GRK4	Tupinambis_teguixin	10
GRK4	Crotalus_enyo	26
GRK4	Boiga_ceylonensis	37
GRK4	Vipera_ursinii	37
GRK4	Podarcis_lilfordi	47
GRK4	Podarcis_cretensis	47
GRK4	Podarcis_pityusensis	47
GRK4	Podarcis_gaigeae	47
GRK4	Podarcis_siculus	49
GRK4	Podarcis_bocagei	47
GRK4	Vipera_berus	37
GRK4	Podarcis_melisellensis	41
GRK4	Podarcis_erhardii	47
GRK4	Malpolon_monspessulanus	47
GRK4	Podarcis_filfolensis	47
GRK4	Natrix_helvetica	45
GRK4	Hemorrhois_hippocrepis	40
GRK4	Podarcis_liolepis	47
GRK4	Podarcis_vaucheri	47
GRK4	Podarcis_tiliguerta	47
GRK4	Python_bivittatus	38
GRK4	Thamnophis_sirtalis	32
GRK4	Gekko_japonicus	28
GRK4	Protobothrops_mucrosquamatus	35
GRK4	Podarcis_muralis	47
GRK4	Varanus_komodoensis	43
GRK4	Thamnophis_elegans	42
GRK4	Lacerta_agilis	47
GRK4	Sceloporus_undulatus	44
GRK4	Sphaerodactylus_townsendi	28
GRK4	Elgaria_multicarinata_webbii	36
GRK4	Podarcis_raffonei	47
GRK4	Hemicordylus_capensis	32
GRK4	Eublepharis_macularius	42
GRK4	Ahaetulla_prasina	44
GRK4	Pituophis_catenifer_annectens	44
GRK4	Pantherophis_guttatus	44
GRK4	Euleptes_europaea	32
GRK4	Rhineura_floridana	36
GRK4	Erythrolamprus_reginae	37
GRK4	Heteronotia_binoei	40
GRK4	Tiliqua_scincoides	46
GRK4	Candoia_aspera	43
GRK4	Anolis_carolinensis	43
GRK4	Anolis_sagrei	40
GRK4	Pogona_vitticeps	38
GRK4	Notechis_scutatus	45
GRK4	Pseudonaja_textilis	47
GRK4	Zootoca_vivipara	47
HHLA2	Ophiophagus_hannah	3
HHLA2	Crotalus_pyrrhus	
HHLA2	Crotalus_horridus	2
HHLA2	Paroedura_picta	
HHLA2	Crotalus_viridis_viridis	
HHLA2	Protobothrops_flavoviridis	3
HHLA2	Thermophis_baileyi	3
HHLA2	Salvator_merianae	2
HHLA2	Emydocephalus_ijimae	
HHLA2	Hydrophis_melanocephalus	
HHLA2	Laticauda_laticaudata	
HHLA2	Naja_naja	
HHLA2	Ptyas_mucosa	3
HHLA2	Pantherophis_obsoletus	3
HHLA2	Aspidoscelis_marmoratus	
HHLA2	Laticauda_colubrina	
HHLA2	Sceloporus_tristichus	3
HHLA2	Myanophis_thanlyinensis	
HHLA2	Bothrops_jararaca	3
HHLA2	Chrysopelea_ornata	
HHLA2	Hydrophis_cyanocinctus	
HHLA2	Phrynosoma_platyrhinos	
HHLA2	Calotes_versicolor	
HHLA2	Shinisaurus_crocodilurus	4
HHLA2	Anilios_bituberculatus	
HHLA2	Tretioscincus_oriximinensis	
HHLA2	Calyptommatus_sinebrachiatus	
HHLA2	Arizona_elegans	3
HHLA2	Diadophis_punctatus_similis	
HHLA2	Aspidoscelis_tigris_stejnegeri	
HHLA2	Sceloporus_occidentalis	3
HHLA2	Charina_bottae	
HHLA2	Varanus_salvator_macromaculatus	4
HHLA2	Bungarus_multicinctus	
HHLA2	Phrynocephalus_versicolor	
HHLA2	Vipera_latastei	
HHLA2	Daboia_siamensis	
HHLA2	Crotalus_helleri	
HHLA2	Psammodynastes_pulverulentus	
HHLA2	Phrynosoma_blainvillii	
HHLA2	Plestiodon_gilberti_rubricaudatus	
HHLA2	Simalia_boeleni	
HHLA2	Tropidonophis_doriae	
HHLA2	Morelia_viridis	
HHLA2	Imantodes_cenchoa	
HHLA2	Boaedon_fuliginosus	
HHLA2	Lerista_edwardsae	
HHLA2	Anniella_stebbinsi	4
HHLA2	Lepidodactylus_listeri	2
HHLA2	Phrynocephalus_forsythii	3
HHLA2	Gekko_gecko	2
HHLA2	Natrix_natrix_natrix	
HHLA2	Pantherophis_alleghaniensis	3
HHLA2	Cyclura_pinguis	
HHLA2	Furcifer_pardalis	
HHLA2	Anolis_apletophallus	6
HHLA2	Masticophis_lateralis	
HHLA2	Gambelia_wislizenii	3
HHLA2	Liasis_olivaceus	
HHLA2	Simalia_tracyae	
HHLA2	Pseudoxenodon_macrops	4
HHLA2	Trimeresurus_albolabris	
HHLA2	Mimophis_mahfalensis	
HHLA2	Aparallactus_werneri	3
HHLA2	Acrochordus_granulatus	4
HHLA2	Pareas_carinatus	
HHLA2	Grayia_smithii	
HHLA2	Calamaria_suluensis	
HHLA2	Oxyrhabdium_leporinum	
HHLA2	Toxicocalamus_goodenoughensis	
HHLA2	Cerberus_rynchops	
HHLA2	Stegonotus_admiraltiensis	2
HHLA2	Pseudoxyrhopus_heterurus	
HHLA2	Hydrophis_major	
HHLA2	Hydrophis_elegans	
HHLA2	Urosaurus_nigricauda	4
HHLA2	Bradypodion_ventrale	
HHLA2	Sibynophis_collaris	
HHLA2	Intellagama_lesueurii	
HHLA2	Hydrophis_curtus	
HHLA2	Hydrophis_ornatus	
HHLA2	Pantherophis_vulpinus	3
HHLA2	Phrynocephalus_guinanensis	
HHLA2	Coluber_constrictor_foxii	
HHLA2	Rhabdophis_nuchalis	
HHLA2	Crotalus_adamanteus	
HHLA2	Correlophus_ciliatus	
HHLA2	Aipysurus_laevis	
HHLA2	Laudakia_wui	3
HHLA2	Leptophis_mexicanus	
HHLA2	Xenodon_rabdocephalus	
HHLA2	Laemanctus_serratus	
HHLA2	Spondylurus_nitidus	
HHLA2	Acritoscincus_duperreyi	
HHLA2	Gonatodes_alexandermendesi	
HHLA2	Crotalus_ruber	
HHLA2	Asaccus_caudivolvulus	
HHLA2	Gallotia_galloti	
HHLA2	Bitis_arietans	
HHLA2	Naja_nigricollis	
HHLA2	Causus_rhombeatus	
HHLA2	Hemidactylus_brookii	2
HHLA2	Micrurus_diastema	
HHLA2	Trioceros_balebicornutus	
HHLA2	Anolis_rodriguezii	6
HHLA2	Acanthocercus_minutus	3
HHLA2	Chamaeleo_dilepis	4
HHLA2	Naja_haje	
HHLA2	Leptodeira_frenata	
HHLA2	Anolis_tropidonotus	
HHLA2	Bothrops_asper	2
HHLA2	Xenagama_zonura	3
HHLA2	Aspidoscelis_angusticeps	
HHLA2	Panaspis_annettesabinae	3
HHLA2	Sceloporus_chrysostictus	
HHLA2	Trachylepis_brevicollis	
HHLA2	Acanthocercus_cyanogaster	
HHLA2	Psammophis_punctulatus	
HHLA2	Crotaphopeltis_hotamboeia	3
HHLA2	Atractaspis_microlepidota	2
HHLA2	Telescopus_dhara	
HHLA2	Trioceros_harennae	
HHLA2	Agama_finchi	3
HHLA2	Trioceros_affinis	
HHLA2	Phrynonax_poecilonotus	3
HHLA2	Chamaeleo_calyptratus	
HHLA2	Varanus_albigularis	
HHLA2	Trachylepis_striata	
HHLA2	Philothamnus_battersbyi	
HHLA2	Mochlus_sundevallii	
HHLA2	Naja_melanoleuca	
HHLA2	Thecadactylus_rapicauda	2
HHLA2	Chamaeleo_laevigatus	
HHLA2	Crotalus_simus	
HHLA2	Agama_doriae	
HHLA2	Psammophis_sibilans	
HHLA2	Coniophanes_imperialis	
HHLA2	Imantodes_gemmistratus	
HHLA2	Trachylepis_maculilabris	
HHLA2	Drymobius_margaritiferus	
HHLA2	Varanus_niloticus	
HHLA2	Anilius_scytale	4
HHLA2	Chamaeleo_gracilis	2
HHLA2	Natriciteres_olivacea	
HHLA2	Sphaerodactylus_glaucus	
HHLA2	Bachia_flavescens	
HHLA2	Tropidodipsas_fasciata	
HHLA2	Hemidactylus_macropholis	4
HHLA2	Nerodia_floridana	
HHLA2	Pseudelaphe_flavirufa	
HHLA2	Marisora_unimarginata	
HHLA2	Imantodes_tenuissimus	
HHLA2	Latastia_doriai	
HHLA2	Atractaspis_fallax	2
HHLA2	Acanthocercus_guentherpetersi	
HHLA2	Ninia_diademata	
HHLA2	Cordylus_rivae	
HHLA2	Dasypeltis_abyssina	
HHLA2	Hydrophis_schistosus	
HHLA2	Hypnale_hypnale	
HHLA2	Anolis_lemurinus	3
HHLA2	Micrurus_fulvius	
HHLA2	Daboia_russelii	
HHLA2	Aparallactus_lunulatus	
HHLA2	Thamnophis_saurita	
HHLA2	Bofa_erlangeri	
HHLA2	Ninia_sebae	
HHLA2	Amphiesma_stolatum	
HHLA2	Basiliscus_vittatus	
HHLA2	Ophisaurus_attenuatus	3
HHLA2	Bungarus_caeruleus	
HHLA2	Mesoscincus_schwartzei	4
HHLA2	Bungarus_ceylonicus	
HHLA2	Tarentola_annularis	
HHLA2	Boiga_trigonata	
HHLA2	Oligodon_sublineatus	3
HHLA2	Lycodon_aulicus	
HHLA2	Ahaetulla_pulverulenta	2
HHLA2	Ahaetulla_nasuta	2
HHLA2	Siphlophis_compressus	
HHLA2	Fowlea_piscator	
HHLA2	Fowlea_asperrima	
HHLA2	Boa_constrictor	
HHLA2	Dendrelaphis_bifrenalis	
HHLA2	Kentropyx_calcarata	
HHLA2	Oligodon_taeniolatus	3
HHLA2	Anolis_sericeus	
HHLA2	Bothrops_atrox	
HHLA2	Holcosus_undulatus	
HHLA2	Anolis_planiceps	
HHLA2	Ameiva_ameiva	
HHLA2	Acanthocercus_annectans	
HHLA2	Corallus_caninus	3
HHLA2	Acanthocercus_atricollis	3
HHLA2	Dendrelaphis_caudolineolatus	
HHLA2	Geophis_sartorii	
HHLA2	Hemidactylus_flaviviridis	
HHLA2	Cerastes_gasperettii	
HHLA2	Boiga_barnesii	3
HHLA2	Rhinophis_saffragamus	
HHLA2	Morelia_carinata	
HHLA2	Sibynophis_subpunctatus	3
HHLA2	Aspidura_guentheri	
HHLA2	Agkistrodon_piscivorus	2
HHLA2	Corytophanes_hernandesii	
HHLA2	Cachryx_defensor	
HHLA2	Crotalus_mitchellii	
HHLA2	Coniophanes_schmidti	
HHLA2	Vipera_ammodytes	
HHLA2	Dendrelaphis_tristis	
HHLA2	Varanus_macraei	
HHLA2	Tiliqua_occipitalis	
HHLA2	Crotalus_aquilus	
HHLA2	Lycodon_carinatus	3
HHLA2	Boiga_beddomei	
HHLA2	Trimeresurus_trigonocephalus	3
HHLA2	Tupinambis_teguixin	5
HHLA2	Crotalus_enyo	
HHLA2	Boiga_ceylonensis	
HHLA2	Vipera_ursinii	
HHLA2	Podarcis_lilfordi	
HHLA2	Podarcis_cretensis	
HHLA2	Podarcis_pityusensis	
HHLA2	Podarcis_gaigeae	
HHLA2	Podarcis_siculus	
HHLA2	Podarcis_bocagei	
HHLA2	Vipera_berus	
HHLA2	Podarcis_melisellensis	
HHLA2	Podarcis_erhardii	
HHLA2	Malpolon_monspessulanus	
HHLA2	Podarcis_filfolensis	
HHLA2	Natrix_helvetica	
HHLA2	Hemorrhois_hippocrepis	3
HHLA2	Podarcis_liolepis	
HHLA2	Podarcis_vaucheri	
HHLA2	Podarcis_tiliguerta	
HHLA2	Python_bivittatus	
HHLA2	Thamnophis_sirtalis	
HHLA2	Gekko_japonicus	
HHLA2	Protobothrops_mucrosquamatus	2
HHLA2	Podarcis_muralis	
HHLA2	Varanus_komodoensis	4
HHLA2	Thamnophis_elegans	
HHLA2	Lacerta_agilis	
HHLA2	Sceloporus_undulatus	
HHLA2	Sphaerodactylus_townsendi	
HHLA2	Elgaria_multicarinata_webbii	
HHLA2	Podarcis_raffonei	
HHLA2	Hemicordylus_capensis	6
HHLA2	Eublepharis_macularius	
HHLA2	Ahaetulla_prasina	
HHLA2	Pituophis_catenifer_annectens	3
HHLA2	Pantherophis_guttatus	3
HHLA2	Euleptes_europaea	
HHLA2	Rhineura_floridana	
HHLA2	Erythrolamprus_reginae	
HHLA2	Heteronotia_binoei	
HHLA2	Tiliqua_scincoides	
HHLA2	Candoia_aspera	
HHLA2	Anolis_carolinensis	
HHLA2	Anolis_sagrei	
HHLA2	Pogona_vitticeps	3
HHLA2	Notechis_scutatus	
HHLA2	Pseudonaja_textilis	
HHLA2	Zootoca_vivipara	
HPGDS	Ophiophagus_hannah	6
HPGDS	Crotalus_pyrrhus	6
HPGDS	Crotalus_horridus	6
HPGDS	Paroedura_picta	8
HPGDS	Crotalus_viridis_viridis	6
HPGDS	Protobothrops_flavoviridis	12
HPGDS	Thermophis_baileyi	
HPGDS	Salvator_merianae	
HPGDS	Emydocephalus_ijimae	
HPGDS	Hydrophis_melanocephalus	
HPGDS	Laticauda_laticaudata	
HPGDS	Naja_naja	
HPGDS	Ptyas_mucosa	
HPGDS	Pantherophis_obsoletus	
HPGDS	Aspidoscelis_marmoratus	
HPGDS	Laticauda_colubrina	
HPGDS	Sceloporus_tristichus	
HPGDS	Myanophis_thanlyinensis	
HPGDS	Bothrops_jararaca	6
HPGDS	Chrysopelea_ornata	
HPGDS	Hydrophis_cyanocinctus	
HPGDS	Phrynosoma_platyrhinos	8
HPGDS	Calotes_versicolor	
HPGDS	Shinisaurus_crocodilurus	
HPGDS	Anilios_bituberculatus	
HPGDS	Tretioscincus_oriximinensis	6
HPGDS	Calyptommatus_sinebrachiatus	7
HPGDS	Arizona_elegans	
HPGDS	Diadophis_punctatus_similis	8
HPGDS	Aspidoscelis_tigris_stejnegeri	
HPGDS	Sceloporus_occidentalis	11
HPGDS	Charina_bottae	5
HPGDS	Varanus_salvator_macromaculatus	
HPGDS	Bungarus_multicinctus	
HPGDS	Phrynocephalus_versicolor	7
HPGDS	Vipera_latastei	
HPGDS	Daboia_siamensis	6
HPGDS	Crotalus_helleri	6
HPGDS	Psammodynastes_pulverulentus	
HPGDS	Phrynosoma_blainvillii	
HPGDS	Plestiodon_gilberti_rubricaudatus	
HPGDS	Simalia_boeleni	
HPGDS	Tropidonophis_doriae	
HPGDS	Morelia_viridis	
HPGDS	Imantodes_cenchoa	
HPGDS	Boaedon_fuliginosus	
HPGDS	Lerista_edwardsae	7
HPGDS	Anniella_stebbinsi	
HPGDS	Lepidodactylus_listeri	
HPGDS	Phrynocephalus_forsythii	
HPGDS	Gekko_gecko	
HPGDS	Natrix_natrix_natrix	
HPGDS	Pantherophis_alleghaniensis	
HPGDS	Cyclura_pinguis	8
HPGDS	Furcifer_pardalis	
HPGDS	Anolis_apletophallus	
HPGDS	Masticophis_lateralis	
HPGDS	Gambelia_wislizenii	
HPGDS	Liasis_olivaceus	
HPGDS	Simalia_tracyae	
HPGDS	Pseudoxenodon_macrops	
HPGDS	Trimeresurus_albolabris	6
HPGDS	Mimophis_mahfalensis	
HPGDS	Aparallactus_werneri	
HPGDS	Acrochordus_granulatus	6
HPGDS	Pareas_carinatus	
HPGDS	Grayia_smithii	7
HPGDS	Calamaria_suluensis	5
HPGDS	Oxyrhabdium_leporinum	
HPGDS	Toxicocalamus_goodenoughensis	6
HPGDS	Cerberus_rynchops	
HPGDS	Stegonotus_admiraltiensis	
HPGDS	Pseudoxyrhopus_heterurus	
HPGDS	Hydrophis_major	
HPGDS	Hydrophis_elegans	
HPGDS	Urosaurus_nigricauda	6
HPGDS	Bradypodion_ventrale	5
HPGDS	Sibynophis_collaris	
HPGDS	Intellagama_lesueurii	
HPGDS	Hydrophis_curtus	
HPGDS	Hydrophis_ornatus	
HPGDS	Pantherophis_vulpinus	
HPGDS	Phrynocephalus_guinanensis	7
HPGDS	Coluber_constrictor_foxii	
HPGDS	Rhabdophis_nuchalis	7
HPGDS	Crotalus_adamanteus	6
HPGDS	Correlophus_ciliatus	
HPGDS	Aipysurus_laevis	
HPGDS	Laudakia_wui	14
HPGDS	Leptophis_mexicanus	
HPGDS	Xenodon_rabdocephalus	13
HPGDS	Laemanctus_serratus	7
HPGDS	Spondylurus_nitidus	6
HPGDS	Acritoscincus_duperreyi	8
HPGDS	Gonatodes_alexandermendesi	
HPGDS	Crotalus_ruber	6
HPGDS	Asaccus_caudivolvulus	6
HPGDS	Gallotia_galloti	
HPGDS	Bitis_arietans	
HPGDS	Naja_nigricollis	
HPGDS	Causus_rhombeatus	5
HPGDS	Hemidactylus_brookii	6
HPGDS	Micrurus_diastema	5
HPGDS	Trioceros_balebicornutus	13
HPGDS	Anolis_rodriguezii	
HPGDS	Acanthocercus_minutus	7
HPGDS	Chamaeleo_dilepis	
HPGDS	Naja_haje	
HPGDS	Leptodeira_frenata	
HPGDS	Anolis_tropidonotus	
HPGDS	Bothrops_asper	6
HPGDS	Xenagama_zonura	7
HPGDS	Aspidoscelis_angusticeps	
HPGDS	Panaspis_annettesabinae	6
HPGDS	Sceloporus_chrysostictus	5
HPGDS	Trachylepis_brevicollis	7
HPGDS	Acanthocercus_cyanogaster	7
HPGDS	Psammophis_punctulatus	
HPGDS	Crotaphopeltis_hotamboeia	
HPGDS	Atractaspis_microlepidota	
HPGDS	Telescopus_dhara	4
HPGDS	Trioceros_harennae	8
HPGDS	Agama_finchi	7
HPGDS	Trioceros_affinis	14
HPGDS	Phrynonax_poecilonotus	
HPGDS	Chamaeleo_calyptratus	
HPGDS	Varanus_albigularis	
HPGDS	Trachylepis_striata	
HPGDS	Philothamnus_battersbyi	
HPGDS	Mochlus_sundevallii	
HPGDS	Naja_melanoleuca	
HPGDS	Thecadactylus_rapicauda	
HPGDS	Chamaeleo_laevigatus	
HPGDS	Crotalus_simus	6
HPGDS	Agama_doriae	7
HPGDS	Psammophis_sibilans	7
HPGDS	Coniophanes_imperialis	
HPGDS	Imantodes_gemmistratus	
HPGDS	Trachylepis_maculilabris	
HPGDS	Drymobius_margaritiferus	
HPGDS	Varanus_niloticus	
HPGDS	Anilius_scytale	6
HPGDS	Chamaeleo_gracilis	
HPGDS	Natriciteres_olivacea	
HPGDS	Sphaerodactylus_glaucus	6
HPGDS	Bachia_flavescens	
HPGDS	Tropidodipsas_fasciata	
HPGDS	Hemidactylus_macropholis	
HPGDS	Nerodia_floridana	
HPGDS	Pseudelaphe_flavirufa	
HPGDS	Marisora_unimarginata	
HPGDS	Imantodes_tenuissimus	
HPGDS	Latastia_doriai	7
HPGDS	Atractaspis_fallax	
HPGDS	Acanthocercus_guentherpetersi	7
HPGDS	Ninia_diademata	6
HPGDS	Cordylus_rivae	
HPGDS	Dasypeltis_abyssina	
HPGDS	Hydrophis_schistosus	
HPGDS	Hypnale_hypnale	6
HPGDS	Anolis_lemurinus	
HPGDS	Micrurus_fulvius	6
HPGDS	Daboia_russelii	6
HPGDS	Aparallactus_lunulatus	
HPGDS	Thamnophis_saurita	
HPGDS	Bofa_erlangeri	6
HPGDS	Ninia_sebae	
HPGDS	Amphiesma_stolatum	6
HPGDS	Basiliscus_vittatus	7
HPGDS	Ophisaurus_attenuatus	
HPGDS	Bungarus_caeruleus	
HPGDS	Mesoscincus_schwartzei	
HPGDS	Bungarus_ceylonicus	
HPGDS	Tarentola_annularis	
HPGDS	Boiga_trigonata	
HPGDS	Oligodon_sublineatus	
HPGDS	Lycodon_aulicus	
HPGDS	Ahaetulla_pulverulenta	
HPGDS	Ahaetulla_nasuta	
HPGDS	Siphlophis_compressus	
HPGDS	Fowlea_piscator	
HPGDS	Fowlea_asperrima	
HPGDS	Boa_constrictor	5
HPGDS	Dendrelaphis_bifrenalis	
HPGDS	Kentropyx_calcarata	
HPGDS	Oligodon_taeniolatus	
HPGDS	Anolis_sericeus	7
HPGDS	Bothrops_atrox	6
HPGDS	Holcosus_undulatus	
HPGDS	Anolis_planiceps	
HPGDS	Ameiva_ameiva	
HPGDS	Acanthocercus_annectans	7
HPGDS	Corallus_caninus	5
HPGDS	Acanthocercus_atricollis	7
HPGDS	Dendrelaphis_caudolineolatus	
HPGDS	Geophis_sartorii	
HPGDS	Hemidactylus_flaviviridis	
HPGDS	Cerastes_gasperettii	7
HPGDS	Boiga_barnesii	
HPGDS	Rhinophis_saffragamus	
HPGDS	Morelia_carinata	
HPGDS	Sibynophis_subpunctatus	
HPGDS	Aspidura_guentheri	
HPGDS	Agkistrodon_piscivorus	6
HPGDS	Corytophanes_hernandesii	
HPGDS	Cachryx_defensor	5
HPGDS	Crotalus_mitchellii	6
HPGDS	Coniophanes_schmidti	
HPGDS	Vipera_ammodytes	
HPGDS	Dendrelaphis_tristis	
HPGDS	Varanus_macraei	
HPGDS	Tiliqua_occipitalis	
HPGDS	Crotalus_aquilus	6
HPGDS	Lycodon_carinatus	
HPGDS	Boiga_beddomei	
HPGDS	Trimeresurus_trigonocephalus	6
HPGDS	Tupinambis_teguixin	
HPGDS	Crotalus_enyo	6
HPGDS	Boiga_ceylonensis	
HPGDS	Vipera_ursinii	6
HPGDS	Podarcis_lilfordi	
HPGDS	Podarcis_cretensis	
HPGDS	Podarcis_pityusensis	
