Group	Codon freq	Foreground Species	Background Species	ω value M0	lnL M0	np M0	ω value branch neutral foreground	ω value branch neutral background	lnL bneutral	np bneutral	ω value branchfree foreground	ω value branchfree background	lnL bfree	np bfree	pvalm0_bfree	pavalbne_bfree	adjusted_pvalm0_bfree	adjusted_pavalbne_bfree	Inference
CSF1R	F1x4	Mus_musculus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24707	-42839.248	64	0.25339	0.24719	-42780.44932	65	0.8429423601	2.12E-27	0.9301432939	1.94E-26	non-significant
CSF1R	F3x4	Mus_musculus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21794	-43044.1586	64	0.20173	0.21821	-42969.22136	65	0.5421073345	1.85E-34	0.6375581088	2.95E-33	non-significant
CSF1R	F1x4	Orcinus_orca	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24707	-42804.98369	64	0.24716	0.24741	-42780.46893	65	0.9960911949	2.52E-12	0.9960911949	4.75E-12	non-significant
CSF1R	F3x4	Orcinus_orca	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21754	-43002.57141	64	0.19353	0.21801	-42969.22664	65	0.5479014998	3.18E-16	0.6375581088	9.25E-16	non-significant
CSF1R	F1x4	Ornithorhynchus_anatinus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24194	-42802.37639	64	0.26351	0.24694	-42780.3968	65	0.7040450608	3.35E-11	0.8046229266	5.50E-11	non-significant
CSF1R	F3x4	Ornithorhynchus_anatinus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21255	-43009.55052	64	0.14077	0.22057	-42966.10972	65	0.01022693473	1.15E-20	0.05034798637	6.70E-20	non-significant
CSF1R	F1x4	Oryzias_melastigma	Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.2444	-42840.6827	64	0.05126	0.2569	-42738.26888	65	4.04E-20	1.85E-46	1.29E-18	5.91E-45	Fg-Intensification of purifying selection
CSF1R	F3x4	Oryzias_melastigma	Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21444	-43028.42398	64	0.04216	0.22651	-42925.86349	65	1.04E-20	1.59E-46	6.65E-19	5.91E-45	Fg-Intensification of purifying selection
CSF1R	F1x4	Phascolarctos_cinereus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.2432	-42827.06229	64	0.20067	0.24917	-42779.39458	65	0.1426876896	1.61E-22	0.3044004044	1.14E-21	non-significant
CSF1R	F3x4	Phascolarctos_cinereus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21303	-43010.52063	64	0.16319	0.21952	-42967.80236	65	0.07320540972	2.39E-20	0.2037020096	1.28E-19	non-significant
CSF1R	F1x4	Poecilia_formosa	Oryzias_melastigma,Poecilia_reticulata,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24714	-42784.98161	64	0.09625	0.24789	-42779.36703	65	0.1376690241	0.0008052208122	0.3038212945	0.0009202523568	non-significant
CSF1R	F3x4	Poecilia_formosa	Oryzias_melastigma,Poecilia_reticulata,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21729	-42973.01455	64	0.08698	0.21802	-42968.51063	65	0.1805462406	0.002688239352	0.3458684703	0.002966333078	non-significant
CSF1R	F1x4	Poecilia_reticulata	Oryzias_melastigma,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24724	-42785.79164	64	0.18452	0.24762	-42780.26664	65	0.5247200623	0.0008868777253	0.6375581088	0.0009957925337	non-significant
CSF1R	F3x4	Poecilia_reticulata	Oryzias_melastigma,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21738	-42975.43179	64	0.16398	0.21781	-42969.20803	65	0.5279664442	0.0004185512267	0.6375581088	0.0004870414274	non-significant
CSF1R	F1x4	Pogona_vitticeps	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24487	-42807.62483	64	0.28531	0.24651	-42780.03845	65	0.353459559	1.10E-13	0.4917698213	2.44E-13	non-significant
CSF1R	F3x4	Pogona_vitticeps	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21444	-42994.33775	64	0.28834	0.21596	-42967.73698	65	0.06759751679	3.01E-13	0.1966473216	6.02E-13	non-significant
CSF1R	F1x4	Rana_temporaria	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24253	-42811.59607	64	0.21309	0.2485	-42780.03483	65	0.3514474501	1.94E-15	0.4917698213	5.41E-15	non-significant
CSF1R	F3x4	Rana_temporaria	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21247	-42992.32829	64	0.24081	0.21699	-42969.22404	65	0.5450280253	1.06E-11	0.6375581088	1.94E-11	non-significant
CSF1R	F1x4	Rhineura_floridana	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24349	-42779.07569	64	0.49387	0.24448	-42774.80395	65	0.0007626498344	0.003467616601	0.005423287711	0.003761482414	Fg-Relaxed selection
CSF1R	F3x4	Rhineura_floridana	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21329	-42960.2615	64	0.6087	0.21389	-42958.56136	65	3.20E-06	0.0651855112	2.93E-05	0.06728826963	Fg-Relaxed selection
CSF1R	F1x4	Rhinolophus_ferrumequinum	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24701	-42814.43347	64	0.25937	0.24716	-42780.4249	65	0.7666195142	1.62E-16	0.8607657703	5.16E-16	non-significant
CSF1R	F3x4	Rhinolophus_ferrumequinum	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21749	-43011.63088	64	0.21353	0.2177	-42969.40028	65	0.906430974	3.92E-20	0.9608300579	1.93E-19	non-significant
CSF1R	F1x4	Rissa_tridactyla	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24745	-42799.65996	64	0.17422	0.24815	-42779.61586	65	0.191483569	2.43E-10	0.3501413833	3.70E-10	non-significant
CSF1R	F3x4	Rissa_tridactyla	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21759	-42991.11607	64	0.15448	0.21829	-42968.59323	65	0.2019932001	1.92E-11	0.3590990223	3.24E-11	non-significant
CSF1R	F1x4	Sphenodon_punctatus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24244	-42793.63354	64	0.35907	0.24481	-42777.61018	65	0.01679624727	1.51E-08	0.07166398835	2.19E-08	non-significant
CSF1R	F3x4	Sphenodon_punctatus	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21234	-42983.0967	64	0.33013	0.21493	-42965.98233	65	0.008865516572	4.90E-09	0.05034798637	7.29E-09	non-significant
CSF1R	F1x4	Taeniopygia_guttata	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24581	-42801.61118	64	0.33096	0.24586	-42778.73581	65	0.06263246954	1.34E-11	0.1908799072	2.32E-11	non-significant
CSF1R	F3x4	Taeniopygia_guttata	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.216	-42994.30376	64	0.29842	0.21604	-42967.37704	65	0.04390311512	2.16E-13	0.1541363268	4.46E-13	non-significant
CSF1R	F1x4	Thamnophis_elegans	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.2438	-42818.21507	64	0.33055	0.24448	-42777.30938	65	0.0119441813	1.50E-19	0.05460197164	6.84E-19	non-significant
CSF1R	F3x4	Thamnophis_elegans	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21247	-42995.86329	64	0.35184	0.21319	-42961.00608	65	4.15E-05	6.85E-17	0.0003318782921	2.31E-16	Fg-Relaxed selection
CSF1R	F1x4	Varanus_komodoensis	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.2474	-42780.46895	64	1	0.24108	-42771.7871	64	0.54952	0.24161	-42764.35173	65	1.37E-08	0.0001151352228	1.75E-07	0.0001390312124	Fg-Relaxed selection
CSF1R	F3x4	Varanus_komodoensis	Oryzias_melastigma,Poecilia_reticulata,Poecilia_formosa,Danio_rerio,Bufo_bufo,Hyla_sarda,Rana_temporaria,Xenopus_tropicalis,Phascolarctos_cinereus,Canis_lupus,Equus_caballus,Orcinus_orca,Rhinolophus_ferrumequinum,Mus_musculus,Homo_sapiens,Loxodonta_africana,Ornithorhynchus_anatinus,Thamnophis_elegans,Anolis_carolinensis,Pogona_vitticeps,Rhineura_floridana,Sphenodon_punctatus,Alligator_mississippiensis,Calypte_anna,Rissa_tridactyla,Taeniopygia_guttata,Cygnus_olor,Gallus_gallus,Caretta_caretta,Dermochelys_coriacea,Latimeria_chalumnae	0.21761	-42969.40719	64	1	0.21088	-42955.69706	64	0.54568	0.21142	-42948.36913	65	8.78E-11	0.0001290328511	1.40E-09	0.0001529278236	Fg-Relaxed selection
