Gene_name	Group	Species_name	GC_content	GC_Stretch
TNIP2	Aves	Taeniopygia_guttata	51.71	 4.60606060606061
TNIP2	Aves	Meleagris_gallopavo	43.09	 3.41176470588235
TNIP2	Aves	Anas_platyrhynchos	52.59	 4.21333333333333
TNIP2	Aves	Ficedula_albicollis	52.16	 4.39393939393939
TNIP2	Aves	Melopsittacus_undulatus	52.32	 4.33333333333333
TNIP2	Aves	Falco_peregrinus	50.19	 4.34920634920635
TNIP2	Aves	Geospiza_fortis	45.29	 3.36666666666667
TNIP2	Aves	Falco_cherrug	50.06	 4.37096774193548
TNIP2	Aves	Zonotrichia_albicollis	52.67	 4.44927536231884
TNIP2	Aves	Columba_livia	51.99	 4.35135135135135
TNIP2	Aves	Pseudopodoces_humilis	51.27	 4.36923076923077
TNIP2	Aves	Calypte_anna	50.03	 4.203125
TNIP2	Aves	Corvus_brachyrhynchos	45.06	 3.87096774193548
TNIP2	Aves	Manacus_vitellinus	51.75	 4.45454545454545
TNIP2	Aves	Merops_nubicus	47.11	 3.68292682926829
TNIP2	Aves	Acanthisitta_chloris	43.48	 3.40625
TNIP2	Aves	Serinus_canaria	52.12	 4.62903225806452
TNIP2	Aves	Aptenodytes_forsteri	50.10	 4.41176470588235
TNIP2	Aves	Pygoscelis_adeliae	42.55	 3.68
TNIP2	Aves	Nipponia_nippon	47.51	 3.83636363636364
TNIP2	Aves	Pelecanus_crispus	42.92	 3.48387096774194
TNIP2	Aves	Phalacrocorax_carbo	50.29	 4.42028985507246
TNIP2	Aves	Cuculus_canorus	50.76	 4.72131147540984
TNIP2	Aves	Fulmarus_glacialis	42.90	 3.75862068965517
TNIP2	Aves	Egretta_garzetta	43.22	 3.37931034482759
TNIP2	Aves	Struthio_camelus	49.19	 4.63934426229508
TNIP2	Aves	Cariama_cristata	42.70	 3.40740740740741
TNIP2	Aves	Gavia_stellata	49.75	 4.41791044776119
TNIP2	Aves	Apaloderma_vittatum	44.20	 3.48484848484848
TNIP2	Aves	Charadrius_vociferus	42.75	 3.39285714285714
TNIP2	Aves	Dryobates_pubescens	51.40	 4.37313432835821
TNIP2	Aves	Haliaeetus_albicilla	50.42	 4.23611111111111
TNIP2	Aves	Opisthocomus_hoazin	48.24	 3.64179104477612
TNIP2	Aves	Leptosomus_discolor	43.76	 3.36111111111111
TNIP2	Aves	Tyto_alba	50.49	 4.98333333333333
TNIP2	Aves	Tauraco_erythrolophus	46.30	 3.75
TNIP2	Aves	Chaetura_pelagica	47.13	 3.78260869565217
TNIP2	Aves	Nestor_notabilis	44.13	 3.31428571428571
TNIP2	Aves	Pterocles_gutturalis	42.36	 3.39285714285714
TNIP2	Aves	Chlamydotis_macqueenii	42.66	 3.51724137931034
TNIP2	Aves	Buceros_rhinoceros	47.44	 3.625
TNIP2	Aves	Eurypyga_helias	44.61	 3.46875
TNIP2	Aves	Antrostomus_carolinensis	43.48	 3.36666666666667
TNIP2	Aves	Mesitornis_unicolor	45.11	 3.61363636363636
TNIP2	Aves	Colius_striatus	53.10	 4.48571428571429
TNIP2	Aves	Tinamus_guttatus	47.65	 3.8
TNIP2	Aves	Phaethon_lepturus	43.20	 3.46666666666667
TNIP2	Aves	Balearica_regulorum	42.09	 3.35714285714286
TNIP2	Aves	Corvus_cornix	51.31	 4.66666666666667
TNIP2	Aves	Haliaeetus_leucocephalus	50.67	 4.24285714285714
TNIP2	Aves	Anser_cygnoides	52.67	 4.46575342465753
TNIP2	Aves	Apteryx_mantelli	48.48	 4.39344262295082
TNIP2	Aves	Sturnus_vulgaris	50.89	 4.453125
TNIP2	Aves	Calidris_pugnax	52.03	 4.58333333333333
TNIP2	Aves	Parus_major	51.44	 4.37313432835821
TNIP2	Aves	Coturnix_japonica	55.14	 4.76415094339623
TNIP2	Aves	Lepidothrix_coronata	52.19	 4.46376811594203
TNIP2	Aves	Numida_meleagris	57.68	 5.375
TNIP2	Aves	Lonchura_striata	51.90	 4.66666666666667
TNIP2	Aves	Cyanistes_caeruleus	45.37	 3.75675675675676
TNIP2	Aves	Nothoprocta_perdicaria	57.04	 4.24719101123596
TNIP2	Aves	Apteryx_rowi	48.48	 4.39344262295082
TNIP2	Aves	Dromaius_novaehollandiae	49.64	 4.27272727272727
TNIP2	Aves	Athene_cunicularia	42.65	 3.3448275862069
TNIP2	Aves	Corapipo_altera	51.74	 4.50746268656716
TNIP2	Aves	Neopelma_chrysocephalum	51.48	 4.33802816901408
TNIP2	Aves	Pipra_filicauda	52.14	 4.41666666666667
TNIP2	Aves	Empidonax_traillii	52.79	 4.32894736842105
TNIP2	Aves	Aquila_chrysaetos	50.42	 4.38571428571429
TNIP2	Aves	Strigops_habroptila	52.02	 4.33333333333333
TNIP2	Aves	Camarhynchus_parvulus	51.95	 4.38461538461539
TNIP2	Aves	Phasianus_colchicus	52.76	 4.49315068493151
TNIP2	Aves	Corvus_moneduloides	51.25	 4.69354838709677
TNIP2	Aves	Aythya_fuligula	52.59	 4.28767123287671
TNIP2	Aves	Chiroxiphia_lanceolata	51.74	 4.5
TNIP2	Aves	Catharus_ustulatus	52.17	 4.703125
TNIP2	Aves	Oxyura_jamaicensis	51.67	 4.39130434782609
TNIP2	Aves	Cygnus_atratus	52.26	 4.40845070422535
TNIP2	Aves	Molothrus_ater	52.67	 4.42857142857143
TNIP2	Aves	Falco_rusticolus	50.06	 4.37096774193548
TNIP2	Aves	Motacilla_alba	52.25	 4.66129032258065
TNIP2	Aves	Passer_montanus	52.49	 4.65151515151515
TNIP2	Aves	Hirundo_rustica	53.86	 4.5
TNIP2	Aves	Cygnus_olor	52.06	 4.29166666666667
TNIP2	Aves	Falco_naumanni	50.52	 4.33846153846154
TNIP2	Aves	Onychostruthus_taczanowskii	52.17	 4.63636363636364
TNIP2	Aves	Pyrgilauda_ruficollis	52.23	 4.64615384615385
TNIP2	Aves	Corvus_kubaryi	51.25	 4.7258064516129
TNIP2	Aves	Centrocercus_urophasianus	53.08	 4.32467532467532
TNIP2	Aves	Lagopus_leucura	52.54	 4.35064935064935
TNIP2	Aves	Corvus_hawaiiensis	51.38	 4.75806451612903
TNIP2	Aves	Lagopus_muta	53.24	 4.52054794520548
TNIP2	Aves	Accipiter_gentilis	50.32	 4.14666666666667
TNIP2	Aves	Myiozetetes_cayanensis	52.73	 4.47222222222222
TNIP2	Aves	Gymnogyps_californianus	50.13	 4.47058823529412
TNIP2	Aves	Apus_apus	52.12	 4.83333333333333
TNIP2	Aves	Manacus_candei	52.33	 4.46478873239437
TNIP2	Aves	Tympanuchus_pallidicinctus	52.46	 4.32051282051282
TNIP2	Aves	Harpia_harpyja	50.03	 4.3768115942029
TNIP2	Aves	Vidua_chalybeata	51.97	 4.53030303030303
TNIP2	Aves	Vidua_macroura	52.03	 4.53030303030303
TNIP2	Aves	Rissa_tridactyla	50.97	 4.33802816901408
TNIP2	Aves	Melozone_crissalis	52.41	 4.39130434782609
TNIP2	Aves	Indicator_indicator	50.27	 3.7887323943662
TNIP2	Aves	Agelaius_phoeniceus	52.55	 4.49275362318841
TNIP2	Aves	Grus_americana	50.44	 4.33333333333333
TNIP2	Aves	Falco_biarmicus	50.13	 4.34920634920635
TNIP2	Aves	Oenanthe_melanoleuca	52.04	 4.52238805970149
TNIP2	Aves	Malurus_melanocephalus	51.51	 4.67213114754098
TNIP2	Aves	Pezoporus_wallicus	51.54	 4.33802816901408
TNIP2	Aves	Melospiza_georgiana	52.28	 4.46268656716418
TNIP2	Aves	Ammospiza_caudacuta	52.54	 4.44117647058824
TNIP2	Aves	Poecile_atricapillus	51.64	 4.49253731343284
TNIP2	Aves	Ammospiza_nelsoni	52.48	 4.39705882352941
TNIP2	Aves	Haemorhous_mexicanus	51.85	 4.66129032258065
TNIP2	Aves	Neopsephotus_bourkii	52.19	 4.41558441558442
TNIP2	Aves	Pezoporus_flaviventris	51.54	 4.33333333333333
TNIP2	Aves	Cinclus_cinclus	52.17	 4.43055555555556
TNIP2	Aves	Rhea_pennata	49.77	 4.46969696969697
TNIP2	Aves	Pezoporus_occidentalis	51.67	 4.31081081081081
TNIP2	Aves	Melospiza_melodia	52.54	 4.35714285714286
TNIP2	Aves	Chroicocephalus_ridibundus	51.10	 4.36619718309859
TNIP2	Aves	Prinia_subflava	53.36	 4.49315068493151
TNIP2	Aves	Pogoniulus_pusillus	51.08	 4.08695652173913
TNIP2	Aves	Passer_domesticus	52.49	 4.8125
TNIP2	Aves	Pseudopipra_pipra	52.20	 4.40277777777778
TNIP2	Aves	Zonotrichia_leucophrys	52.67	 4.44927536231884
TNIP2	Aves	Caloenas_nicobarica	50.83	 4.14925373134328
TNIP2	Aves	Lathamus_discolor	52.38	 4.43037974683544
TNIP2	Aves	Cyrtonyx_montezumae	52.17	 4.33333333333333
TNIP2	Aves	Patagioenas_fasciata	52.05	 4.30666666666667
TNIP2	Aves	Chamaea_fasciata	52.10	 4.48484848484848
TNIP2	Aves	Sylvia_atricapilla	51.84	 4.60294117647059
TNIP2	Aves	Molothrus_aeneus	52.48	 4.42028985507246
TNIP2	Aves	Melanerpes_formicivorus	52.05	 4.44117647058824
TNIP2	Aves	Anomalospiza_imberbis	52.03	 4.55882352941176
TNIP2	Aves	Nyctibius_grandis	50.35	 4.56923076923077
TNIP2	Aves	Anas_acuta	52.78	 4.35616438356164
TNIP2	Aves	Aphelocoma_coerulescens	51.44	 4.47692307692308
TNIP2	Aves	Phaenicophaeus_curvirostris	53.00	 5.24242424242424
TNIP2	Aves	Agelaius_tricolor	52.67	 4.44285714285714
TNIP2	Aves	Pithys_albifrons	50.84	 4.30645161290323
TNIP2	Aves	Heliangelus_exortis	50.55	 4.30769230769231
il34	Chondrichthyes	Rhincodon_typus	40.88	 3.53333333333333
il34	Chondrichthyes	Amblyraja_radiata	42.00	 3.46153846153846
il34	Chondrichthyes	Scyliorhinus_canicula	41.62	 3.6
il34	Chondrichthyes	Carcharodon_carcharias	41.99	 3.6875
il34	Chondrichthyes	Callorhinchus_milii	44.26	 3.21428571428571
il34	Chondrichthyes	Chiloscyllium_plagiosum	39.55	 3.5
il34	Chondrichthyes	Stegostoma_tigrinum	41.62	 3.5
il34	Chondrichthyes	Pristis_pectinata	44.26	 4.06666666666667
il34	Chondrichthyes	Leucoraja_erinaceus	41.81	 3.46153846153846
il34	Chondrichthyes	Hypanus_sabinus	43.10	 3.61111111111111
il34	Chondrichthyes	Hemiscyllium_ocellatum	39.88	 3.41176470588235
il34	Chondrichthyes	Mobula_hypostoma	44.07	 3.75
il34	Chondrichthyes	Heptranchias_perlo	42.56	 3.47058823529412
il34	Chondrichthyes	Heterodontus_francisci	43.03	 3.5
il34	Chondrichthyes	Narcine_bancroftii	45.92	 3.68421052631579
laptm5	Chondrichthyes	Amblyraja_radiata	41.36	 3.4
tnip2	Chondrichthyes	Callorhinchus_milii	56.26	 4.18604651162791
tnip2	Chondrichthyes	Rhincodon_typus	56.43	 4.01075268817204
tnip2	Chondrichthyes	Amblyraja_radiata	62.96	 4.30434782608696
tnip2	Chondrichthyes	Scyliorhinus_canicula	58.33	 4.39325842696629
tnip2	Chondrichthyes	Carcharodon_carcharias	57.44	 4.03061224489796
tnip2	Chondrichthyes	Chiloscyllium_plagiosum	56.36	 3.98913043478261
tnip2	Chondrichthyes	Stegostoma_tigrinum	55.28	 3.88421052631579
tnip2	Chondrichthyes	Pristis_pectinata	59.43	 4.18811881188119
tnip2	Chondrichthyes	Leucoraja_erinaceus	63.37	 4.32758620689655
tnip2	Chondrichthyes	Hypanus_sabinus	60.56	 4.52475247524752
tnip2	Chondrichthyes	Hemiscyllium_ocellatum	57.25	 3.92156862745098
tnip2	Chondrichthyes	Mobula_hypostoma	62.66	 4.72222222222222
tnip2	Chondrichthyes	Heptranchias_perlo	62.24	 4.79807692307692
tnip2	Chondrichthyes	Heterodontus_francisci	55.51	 3.91764705882353
tnip2	Chondrichthyes	Narcine_bancroftii	60.40	 4.07339449541284
tnip2	Chondrichthyes	Pristiophorus_japonicus	66.60	 5.21551724137931
TNIP2	Coelacanthiformes	Latimeria_chalumnae	49.83	 4.32758620689655
IL34	Crocodylia	Alligator_sinensis	53.11	 3.59259259259259
IL34	Crocodylia	Alligator_mississippiensis	52.45	 3.81818181818182
IL34	Crocodylia	Crocodylus_porosus	53.13	 3.82051282051282
LAPTM5	Crocodylia	Alligator_sinensis	42.91	 3.3
LAPTM5	Crocodylia	Alligator_mississippiensis	43.89	 3.36842105263158
LAPTM5	Crocodylia	Gavialis_gangeticus	45.82	 3.2
LAPTM5	Crocodylia	Crocodylus_porosus	45.69	 3.35
STAP1	Crocodylia	Alligator_sinensis	41.43	 3.64285714285714
STAP1	Crocodylia	Alligator_mississippiensis	40.58	 3.6
STAP1	Crocodylia	Gavialis_gangeticus	41.01	 3.74074074074074
STAP1	Crocodylia	Crocodylus_porosus	41.54	 3.62962962962963
TNIP2	Crocodylia	Alligator_sinensis	43.74	 3.25
TNIP2	Crocodylia	Alligator_mississippiensis	52.31	 4.96969696969697
TNIP2	Crocodylia	Gavialis_gangeticus	52.02	 4.83870967741935
TNIP2	Crocodylia	Crocodylus_porosus	51.23	 4.70175438596491
IL34	Dipnomorpha	Protopterus_annectens	38.38	 3.15384615384615
LAPTM5	Dipnomorpha	Protopterus_annectens	41.03	 3.38888888888889
TNIP2	Dipnomorpha	Protopterus_annectens	41.22	 3.5
Il34	Mammalia	Mus_musculus	54.10	 3.85106382978723
Il34	Mammalia	Homo_sapiens	61.18	 4.26315789473684
Il34	Mammalia	Pan_troglodytes	60.91	 4.30357142857143
Il34	Mammalia	Rattus_norvegicus	54.52	 3.91304347826087
Il34	Mammalia	Bos_taurus	62.84	 4.26315789473684
Il34	Mammalia	Canis_lupus	62.16	 4.04285714285714
Il34	Mammalia	Macaca_mulatta	60.77	 4.35714285714286
Il34	Mammalia	Monodelphis_domestica	53.95	 4.02222222222222
Il34	Mammalia	Equus_caballus	60.25	 4.15254237288136
Il34	Mammalia	Ornithorhynchus_anatinus	57.33	 4.425
Il34	Mammalia	Oryctolagus_cuniculus	63.02	 4.51111111111111
Il34	Mammalia	Callithrix_jacchus	37.17	 3.42857142857143
Il34	Mammalia	Pongo_abelii	60.91	 4.37735849056604
Il34	Mammalia	Ailuropoda_melanoleuca	61.04	 4.04761904761905
Il34	Mammalia	Nomascus_leucogenys	60.36	 4.17543859649123
Il34	Mammalia	Loxodonta_africana	60.44	 4.21276595744681
Il34	Mammalia	Cavia_porcellus	60.25	 4.02083333333333
Il34	Mammalia	Sus_scrofa	62.57	 4.32758620689655
Il34	Mammalia	Cricetulus_griseus	55.51	 3.68
Il34	Mammalia	Sarcophilus_harrisii	54.03	 4.03846153846154
Il34	Mammalia	Otolemur_garnettii	59.40	 4.11538461538461
Il34	Mammalia	Papio_anubis	60.22	 4.30909090909091
Il34	Mammalia	Saimiri_boliviensis	58.57	 4.25
Il34	Mammalia	Felis_catus	59.92	 4.07142857142857
Il34	Mammalia	Ovis_aries	63.12	 4.27868852459016
Il34	Mammalia	Gorilla_gorilla	60.77	 4.32727272727273
Il34	Mammalia	Orcinus_orca	62.20	 4.52542372881356
Il34	Mammalia	Tursiops_truncatus	62.06	 4.5
Il34	Mammalia	Trichechus_manatus	62.24	 4.49056603773585
Il34	Mammalia	Odobenus_rosmarus	61.18	 4.16666666666667
Il34	Mammalia	Ceratotherium_simum	62.61	 4.24590163934426
Il34	Mammalia	Dasypus_novemcinctus	69.51	 5.33783783783784
Il34	Mammalia	Ochotona_princeps	63.36	 4.41379310344828
Il34	Mammalia	Sorex_araneus	62.06	 4.25490196078431
Il34	Mammalia	Octodon_degus	58.33	 3.91666666666667
Il34	Mammalia	Jaculus_jaculus	55.51	 3.75555555555556
Il34	Mammalia	Condylura_cristata	60.68	 4.09090909090909
Il34	Mammalia	Echinops_telfairi	62.20	 4.54347826086957
Il34	Mammalia	Mustela_putorius	61.74	 3.92307692307692
Il34	Mammalia	Heterocephalus_glaber	57.96	 3.82692307692308
Il34	Mammalia	Mesocricetus_auratus	59.26	 4.12962962962963
Il34	Mammalia	Ictidomys_tridecemlineatus	61.02	 4.1864406779661
Il34	Mammalia	Microtus_ochrogaster	56.92	 3.81132075471698
Il34	Mammalia	Chinchilla_lanigera	59.67	 4.11538461538461
Il34	Mammalia	Macaca_fascicularis	60.77	 4.29824561403509
Il34	Mammalia	Capra_hircus	63.12	 4.24590163934426
Il34	Mammalia	Bos_mutus	62.98	 4.25862068965517
Il34	Mammalia	Bubalus_bubalis	63.40	 4.19672131147541
Il34	Mammalia	Tupaia_chinensis	65.06	 4.5
Il34	Mammalia	Camelus_ferus	59.18	 4.09433962264151
Il34	Mammalia	Vicugna_pacos	58.90	 4.0188679245283
Il34	Mammalia	Leptonychotes_weddellii	61.32	 4.2
Il34	Mammalia	Myotis_davidii	66.67	 4.83333333333333
Il34	Mammalia	Chrysochloris_asiatica	60.53	 4.27450980392157
Il34	Mammalia	Elephantulus_edwardii	62.46	 4.19230769230769
Il34	Mammalia	Pteropus_alecto	61.19	 4.27692307692308
Il34	Mammalia	Peromyscus_maniculatus	56.03	 4
Il34	Mammalia	Panthera_tigris	60.06	 4.10714285714286
Il34	Mammalia	Physeter_macrocephalus	61.72	 4.48148148148148
Il34	Mammalia	Balaenoptera_acutorostrata	62.29	 4.52727272727273
Il34	Mammalia	Lipotes_vexillifer	62.83	 4.359375
Il34	Mammalia	Erinaceus_europaeus	56.16	 3.72
Il34	Mammalia	Orycteropus_afer	63.36	 4.62745098039216
Il34	Mammalia	Chlorocebus_sabaeus	59.49	 4.26785714285714
Il34	Mammalia	Carlito_syrichta	60.44	 4.2037037037037
Il34	Mammalia	Eptesicus_fuscus	64.21	 4.6140350877193
Il34	Mammalia	Equus_przewalskii	60.25	 4.13333333333333
Il34	Mammalia	Galeopterus_variegatus	61.73	 4.42857142857143
Il34	Mammalia	Ursus_maritimus	60.90	 3.98387096774194
Il34	Mammalia	Nannospalax_galili	56.67	 3.88679245283019
Il34	Mammalia	Rhinopithecus_roxellana	60.49	 4.28070175438596
Il34	Mammalia	Fukomys_damarensis	59.75	 4
Il34	Mammalia	Bison_bison	62.98	 4.25862068965517
Il34	Mammalia	Camelus_bactrianus	59.18	 4.09433962264151
Il34	Mammalia	Camelus_dromedarius	59.04	 4
Il34	Mammalia	Pteropus_vampyrus	60.61	 4.09090909090909
Il34	Mammalia	Macaca_nemestrina	60.77	 4.28070175438596
Il34	Mammalia	Colobus_angolensis	60.91	 4.21666666666667
Il34	Mammalia	Mandrillus_leucophaeus	60.36	 4.31481481481481
Il34	Mammalia	Cercocebus_atys	60.49	 4.28571428571429
Il34	Mammalia	Aotus_nancymaae	57.97	 4.025
Il34	Mammalia	Propithecus_coquereli	62.68	 4.16666666666667
Il34	Mammalia	Microcebus_murinus	63.66	 4.47368421052632
Il34	Mammalia	Dipodomys_ordii	59.40	 4.26
Il34	Mammalia	Myotis_lucifugus	67.80	 4.62162162162162
Il34	Mammalia	Equus_asinus	60.25	 4.1
Il34	Mammalia	Acinonyx_jubatus	59.69	 4.07407407407407
Il34	Mammalia	Marmota_marmota	59.33	 4.20454545454545
Il34	Mammalia	Rousettus_aegyptiacus	62.43	 4.06666666666667
Il34	Mammalia	Miniopterus_natalensis	60.66	 4.14583333333333
Il34	Mammalia	Cebus_imitator	59.40	 4.17307692307692
Il34	Mammalia	Manis_javanica	63.20	 4.390625
Il34	Mammalia	Rhinopithecus_bieti	60.63	 4.30357142857143
Il34	Mammalia	Hipposideros_armiger	58.81	 3.83636363636364
Il34	Mammalia	Bos_indicus	62.55	 4.24561403508772
Il34	Mammalia	Castor_canadensis	57.55	 4.15217391304348
Il34	Mammalia	Odocoileus_virginianus	63.69	 4.35
Il34	Mammalia	Phascolarctos_cinereus	52.68	 3.83333333333333
Il34	Mammalia	Mus_caroli	54.80	 3.85714285714286
Il34	Mammalia	Mus_pahari	54.52	 3.78723404255319
Il34	Mammalia	Meriones_unguiculatus	57.34	 3.96078431372549
Il34	Mammalia	Neomonachus_schauinslandi	60.76	 4.11864406779661
Il34	Mammalia	Enhydra_lutris	61.74	 4.04838709677419
Il34	Mammalia	Delphinapterus_leucas	61.58	 4.42105263157895
Il34	Mammalia	Piliocolobus_tephrosceles	60.91	 4.24137931034483
Il34	Mammalia	Desmodus_rotundus	62.24	 4.26
Il34	Mammalia	Neophocaena_asiaeorientalis	60.61	 4.5
Il34	Mammalia	Theropithecus_gelada	60.08	 4.37037037037037
Il34	Mammalia	Callorhinus_ursinus	60.76	 4.11864406779661
Il34	Mammalia	Puma_concolor	57.64	 3.81481481481481
Il34	Mammalia	Vulpes_vulpes	61.18	 4
Il34	Mammalia	Urocitellus_parryii	61.27	 4.17543859649123
Il34	Mammalia	Ursus_arctos	60.90	 3.98387096774194
Il34	Mammalia	Sagmatias_obliquidens	62.06	 4.48333333333333
Il34	Mammalia	Zalophus_californianus	60.20	 4
Il34	Mammalia	Vombatus_ursinus	54.44	 3.73584905660377
Il34	Mammalia	Marmota_flaviventris	61.13	 4.29090909090909
Il34	Mammalia	Eumetopias_jubatus	60.34	 4
Il34	Mammalia	Phyllostomus_discolor	61.77	 4.08510638297872
Il34	Mammalia	Grammomys_surdaster	55.23	 3.91111111111111
Il34	Mammalia	Peromyscus_leucopus	56.24	 3.75862068965517
Il34	Mammalia	Monodon_monoceros	61.58	 4.42105263157895
Il34	Mammalia	Suricata_suricatta	60.90	 4.26785714285714
Il34	Mammalia	Lynx_canadensis	59.92	 4
Il34	Mammalia	Globicephala_melas	61.30	 4.48214285714286
Il34	Mammalia	Mastomys_coucha	54.38	 3.80434782608696
Il34	Mammalia	Hylobates_moloch	61.55	 4.14634146341463
Il34	Mammalia	Sapajus_apella	59.40	 4.19230769230769
Il34	Mammalia	Mustela_erminea	62.31	 4.07692307692308
Il34	Mammalia	Phoca_vitulina	61.46	 4.16666666666667
Il34	Mammalia	Phocoena_sinus	61.16	 4.43636363636364
Il34	Mammalia	Lontra_canadensis	62.06	 4.01492537313433
Il34	Mammalia	Rattus_rattus	54.94	 4.02173913043478
Il34	Mammalia	Rhinolophus_ferrumequinum	60.26	 3.98039215686275
Il34	Mammalia	Trachypithecus_francoisi	60.91	 4.28070175438596
Il34	Mammalia	Arvicanthis_niloticus	54.10	 3.88095238095238
Il34	Mammalia	Mirounga_leonina	61.32	 4.21666666666667
Il34	Mammalia	Onychomys_torridus	56.07	 4.19148936170213
Il34	Mammalia	Molossus_molossus	60.66	 4.16666666666667
Il34	Mammalia	Myotis_myotis	65.69	 4.7
Il34	Mammalia	Pipistrellus_kuhlii	66.52	 4.8135593220339
Il34	Mammalia	Trichosurus_vulpecula	53.09	 3.91836734693878
Il34	Mammalia	Balaenoptera_musculus	62.15	 4.47272727272727
Il34	Mammalia	Manis_pentadactyla	63.20	 4.44444444444444
Il34	Mammalia	Sturnira_hondurensis	62.56	 4.22448979591837
Il34	Mammalia	Artibeus_jamaicensis	63.03	 4.42553191489362
Il34	Mammalia	Talpa_occidentalis	59.37	 3.91228070175439
Il34	Mammalia	Choloepus_didactylus	63.66	 4.375
Il34	Mammalia	Arvicola_amphibius	55.79	 3.89795918367347
Il34	Mammalia	Tachyglossus_aculeatus	57.83	 4.24390243902439
Il34	Mammalia	Hyaena_hyaena	60.48	 4
Il34	Mammalia	Oryx_dammah	62.70	 4.2
Il34	Mammalia	Puma_yagouaroundi	59.63	 4.07272727272727
Il34	Mammalia	Ochotona_curzoniae	63.22	 4.31578947368421
Il34	Mammalia	Microtus_oregoni	56.92	 3.95918367346939
Il34	Mammalia	Vulpes_lagopus	62.15	 4.03333333333333
Il34	Mammalia	Dipodomys_spectabilis	59.26	 4.13725490196078
Il34	Mammalia	Panthera_leo	60.33	 4.10526315789474
Il34	Mammalia	Cervus_canadensis	64.26	 4.38333333333333
Il34	Mammalia	Prionailurus_bengalensis	59.49	 4.13207547169811
Il34	Mammalia	Cervus_elaphus	64.40	 4.47457627118644
Il34	Mammalia	Dromiciops_gliroides	52.82	 4.04166666666667
Il34	Mammalia	Neogale_vison	62.20	 4.01470588235294
Il34	Mammalia	Gracilinanus_agilis	52.22	 4.21212121212121
Il34	Mammalia	Leopardus_geoffroyi	60.20	 4.07142857142857
Il34	Mammalia	Lemur_catta	64.62	 4.36666666666667
Il34	Mammalia	Ursus_americanus	60.62	 3.9672131147541
Il34	Mammalia	Phyllostomus_hastatus	61.61	 4.04255319148936
Il34	Mammalia	Mirounga_angustirostris	60.90	 4.16666666666667
Il34	Mammalia	Meles_meles	62.33	 4.08955223880597
Il34	Mammalia	Marmota_monax	61.00	 4.14035087719298
Il34	Mammalia	Equus_quagga	60.00	 4.12068965517241
Il34	Mammalia	Lynx_rufus	59.77	 3.98214285714286
Il34	Mammalia	Sciurus_carolinensis	61.09	 4.28301886792453
Il34	Mammalia	Lutra_lutra	62.06	 4.01492537313433
Il34	Mammalia	Phacochoerus_africanus	62.57	 4.19672131147541
Il34	Mammalia	Prionailurus_viverrinus	59.77	 4.09090909090909
Il34	Mammalia	Perognathus_longimembris	62.74	 4.41818181818182
Il34	Mammalia	Myodes_glareolus	56.78	 3.88235294117647
Il34	Mammalia	Panthera_uncia	59.92	 4.09090909090909
Il34	Mammalia	Suncus_etruscus	62.17	 4.36363636363636
Il34	Mammalia	Elephas_maximus	60.86	 4.27450980392157
Il34	Mammalia	Alexandromys_fortis	56.64	 3.76923076923077
Il34	Mammalia	Macaca_thibetana	60.77	 4.35714285714286
Il34	Mammalia	Acomys_russatus	55.37	 3.85714285714286
Il34	Mammalia	Phodopus_roborovskii	56.78	 3.92156862745098
Il34	Mammalia	Antechinus_flavipes	54.65	 3.92592592592593
Il34	Mammalia	Apodemus_sylvaticus	55.37	 3.86666666666667
Il34	Mammalia	Budorcas_taxicolor	62.70	 4.25
Il34	Mammalia	Peromyscus_californicus	55.79	 3.85714285714286
Il34	Mammalia	Nycticebus_coucang	60.08	 4.32
Il34	Mammalia	Pongo_pygmaeus	61.04	 4.35185185185185
Il34	Mammalia	Pteronotus_mesoamericanus	60.98	 3.96
Il34	Mammalia	Pan_paniscus	61.04	 4.30357142857143
Il34	Mammalia	Symphalangus_syndactylus	60.77	 4.13793103448276
Il34	Mammalia	Nyctereutes_procyonoides	60.66	 3.96551724137931
Il34	Mammalia	Moschus_berezovskii	63.45	 4.26153846153846
Il34	Mammalia	Bubalus_kerabau	63.55	 4.28333333333333
Il34	Mammalia	Psammomys_obesus	56.92	 4.01960784313725
Il34	Mammalia	Sorex_fumeus	61.60	 4.16981132075472
Il34	Mammalia	Hippopotamus_amphibius	61.59	 4.1864406779661
Il34	Mammalia	Chionomys_nivalis	56.50	 3.9
Il34	Mammalia	Diceros_bicornis	62.61	 4.20967741935484
Il34	Mammalia	Neofelis_nebulosa	58.53	 4.16923076923077
Il34	Mammalia	Kogia_breviceps	61.86	 4.41818181818182
Il34	Mammalia	Mustela_lutreola	61.46	 3.90625
Il34	Mammalia	Peromyscus_eremicus	56.64	 3.94230769230769
Il34	Mammalia	Mustela_nigripes	62.03	 4
Il34	Mammalia	Myotis_daubentonii	65.69	 4.79310344827586
Il34	Mammalia	Balaenoptera_ricei	62.71	 4.52631578947368
Il34	Mammalia	Delphinus_delphis	61.58	 4.45614035087719
Il34	Mammalia	Mesoplodon_densirostris	61.72	 4.27586206896552
Il34	Mammalia	Lagenorhynchus_albirostris	61.44	 4.52727272727273
Il34	Mammalia	Panthera_onca	60.06	 4.07142857142857
Il34	Mammalia	Dama_dama	64.11	 4.43103448275862
Il34	Mammalia	Eubalaena_glacialis	61.72	 4.44444444444444
Il34	Mammalia	Bos_javanicus	63.69	 4.31666666666667
Il34	Mammalia	Lepus_europaeus	62.19	 4.28260869565217
