Gene_name	Group	Species_name	GC_content	GC_Stretch
tnip2	Actinopterygii	Engraulis_encrasicolus	53.59	 4.16666666666667
tnip2	Actinopterygii	Pelmatolapia_mariae	52.95	 3.82432432432432
tnip2	Actinopterygii	Eleginops_maclovinus	51.63	 3.40277777777778
tnip2	Actinopterygii	Anguilla_rostrata	53.81	 4.5
tnip2	Actinopterygii	Paramisgurnus_dabryanus	49.22	 3.98507462686567
tnip2	Actinopterygii	Hoplias_malabaricus	52.23	 3.68115942028985
tnip2	Actinopterygii	Amia_calva	58.63	 4.22988505747126
tnip2	Actinopterygii	Osmerus_mordax	51.89	 3.63636363636364
tnip2	Actinopterygii	Chanodichthys_erythropterus	49.81	 4.05633802816901
tnip2	Actinopterygii	Pseudorasbora_parva	50.60	 4
tnip2	Actinopterygii	Channa_argus	50.34	 3.6140350877193
tnip2	Actinopterygii	Thunnus_thynnus	51.71	 3.703125
tnip2	Actinopterygii	Antennarius_striatus	57.48	 4.17582417582418
tnip2	Actinopterygii	Clinocottus_analis	58.89	 4.2967032967033
tnip2	Actinopterygii	Cebidichthys_violaceus	55.12	 3.87341772151899
tnip2	Actinopterygii	Brachionichthys_hirsutus	63.23	 4.60185185185185
tnip2	Actinopterygii	Embiotoca_jacksoni	55.21	 3.89024390243902
tnip2	Actinopterygii	Semicossyphus_pulcher	51.14	 3.56716417910448
tnip2	Actinopterygii	Brachyistius_frenatus	55.40	 3.86046511627907
tnip2	Actinopterygii	Pempheris_klunzingeri	53.98	 3.83333333333333
tnip2	Actinopterygii	Enoplosus_armatus	53.13	 3.55405405405405
tnip2	Actinopterygii	Chaetodon_trifascialis	55.03	 3.88461538461538
tnip2	Actinopterygii	Salvelinus_alpinus	53.12	 3.6989247311828
tnip2	Actinopterygii	Trachinotus_anak	51.28	 3.45714285714286
tnip2	Actinopterygii	Centroberyx_affinis	56.63	 4.17777777777778
tnip2	Actinopterygii	Centroberyx_gerrardi	57.43	 4.3695652173913
il34	Amphibia	Xenopus_tropicalis	39.22	 3.47058823529412
il34	Amphibia	Rhinatrema_bivittatum	43.44	 3.16666666666667
il34	Amphibia	Microcaecilia_unicolor	41.30	 3.36363636363636
il34	Amphibia	Geotrypetes_seraphini	42.37	 3.22222222222222
il34	Amphibia	Rana_temporaria	48.20	 4
il34	Amphibia	Bufo_bufo	56.05	 4.13888888888889
il34	Amphibia	Bufo_gargarizans	56.72	 4.22857142857143
il34	Amphibia	Spea_bombifrons	47.62	 3.74193548387097
il34	Amphibia	Bombina_bombina	40.40	 3.28571428571429
il34	Amphibia	Hyla_sarda	50.41	 3.8
il34	Amphibia	Pelobates_fuscus	44.27	 3.36363636363636
il34	Amphibia	Pseudophryne_corroboree	49.41	 4.08
il34	Amphibia	Eleutherodactylus_coqui	56.60	 4.02564102564103
il34	Amphibia	Hyperolius_riggenbachi	49.34	 3.89285714285714
il34	Amphibia	Pleurodeles_waltl	48.99	 3.62857142857143
il34	Amphibia	Ambystoma_mexicanum	54.17	 3.81481481481481
il34	Amphibia	Ranitomeya_imitator	54.25	 3.92857142857143
il34	Amphibia	Dendropsophus_ebraccatus	48.22	 3.61904761904762
laptm5	Amphibia	Xenopus_tropicalis	41.73	 3.53571428571429
laptm5	Amphibia	Rhinatrema_bivittatum	50.38	 3.925
laptm5	Amphibia	Microcaecilia_unicolor	47.64	 3.3
laptm5	Amphibia	Geotrypetes_seraphini	48.91	 3.53846153846154
laptm5	Amphibia	Rana_temporaria	39.69	 3.23809523809524
laptm5	Amphibia	Bufo_bufo	39.56	 3.55
laptm5	Amphibia	Bufo_gargarizans	39.43	 3.54545454545455
laptm5	Amphibia	Bombina_bombina	40.08	 3.3125
laptm5	Amphibia	Hyla_sarda	38.61	 3.44444444444444
laptm5	Amphibia	Pelobates_fuscus	41.04	 3.38095238095238
laptm5	Amphibia	Eleutherodactylus_coqui	37.65	 3.18181818181818
laptm5	Amphibia	Hyperolius_riggenbachi	40.26	 3.5
laptm5	Amphibia	Pleurodeles_waltl	48.66	 3.6
laptm5	Amphibia	Ambystoma_mexicanum	51.34	 3.89189189189189
laptm5	Amphibia	Ranitomeya_imitator	39.50	 3.19047619047619
laptm5	Amphibia	Dendropsophus_ebraccatus	43.18	 3.48484848484848
stap1	Amphibia	Xenopus_tropicalis	39.56	 3.33333333333333
stap1	Amphibia	Nanorana_parkeri	41.16	 3.57142857142857
stap1	Amphibia	Rhinatrema_bivittatum	43.20	 3.45945945945946
stap1	Amphibia	Geotrypetes_seraphini	42.82	 3.67647058823529
stap1	Amphibia	Rana_temporaria	41.67	 3.42857142857143
stap1	Amphibia	Bufo_bufo	38.92	 3.35
stap1	Amphibia	Bufo_gargarizans	39.19	 3.36363636363636
stap1	Amphibia	Spea_bombifrons	41.28	 3.5
stap1	Amphibia	Bombina_bombina	40.98	 3.3448275862069
stap1	Amphibia	Pelobates_fuscus	41.69	 3.48148148148148
stap1	Amphibia	Pseudophryne_corroboree	40.65	 3.35483870967742
stap1	Amphibia	Eleutherodactylus_coqui	42.73	 3.5625
stap1	Amphibia	Pleurodeles_waltl	45.91	 3.77551020408163
stap1	Amphibia	Ambystoma_mexicanum	49.10	 4.05769230769231
stap1	Amphibia	Ranitomeya_imitator	40.56	 3.41379310344828
tnip2	Amphibia	Xenopus_tropicalis	52.80	 3.81578947368421
tnip2	Amphibia	Nanorana_parkeri	51.56	 3.81081081081081
tnip2	Amphibia	Rhinatrema_bivittatum	56.91	 4.47126436781609
tnip2	Amphibia	Microcaecilia_unicolor	53.65	 4.16
tnip2	Amphibia	Geotrypetes_seraphini	51.89	 4.33333333333333
tnip2	Amphibia	Rana_temporaria	51.94	 3.63636363636364
tnip2	Amphibia	Bufo_bufo	45.67	 3.52083333333333
tnip2	Amphibia	Bufo_gargarizans	46.29	 3.43137254901961
tnip2	Amphibia	Spea_bombifrons	51.88	 3.90666666666667
tnip2	Amphibia	Bombina_bombina	45.45	 3.58620689655172
tnip2	Amphibia	Hyla_sarda	47.57	 3.56140350877193
tnip2	Amphibia	Pelobates_fuscus	46.41	 3.57407407407407
tnip2	Amphibia	Pseudophryne_corroboree	51.11	 3.46666666666667
tnip2	Amphibia	Eleutherodactylus_coqui	45.83	 3.59183673469388
tnip2	Amphibia	Hyperolius_riggenbachi	52.71	 3.78571428571429
tnip2	Amphibia	Pleurodeles_waltl	57.40	 4.19565217391304
tnip2	Amphibia	Ambystoma_mexicanum	57.87	 4.26595744680851
tnip2	Amphibia	Ranitomeya_imitator	45.49	 3.6046511627907
tnip2	Amphibia	Dendropsophus_ebraccatus	47.71	 3.54716981132075
IL34	Aves	Taeniopygia_guttata	61.33	 4.35897435897436
IL34	Aves	Gallus_gallus	65.74	 4.33333333333333
IL34	Aves	Ficedula_albicollis	61.69	 4.4
IL34	Aves	Melopsittacus_undulatus	59.50	 4
IL34	Aves	Falco_peregrinus	62.62	 4.17073170731707
IL34	Aves	Geospiza_fortis	60.57	 4.1219512195122
IL34	Aves	Falco_cherrug	62.80	 4.19512195121951
IL34	Aves	Zonotrichia_albicollis	60.96	 4.4
IL34	Aves	Columba_livia	60.77	 4.41176470588235
IL34	Aves	Pseudopodoces_humilis	60.77	 4.2
IL34	Aves	Calypte_anna	63.19	 4.23809523809524
IL34	Aves	Corvus_brachyrhynchos	62.06	 4.16666666666667
IL34	Aves	Manacus_vitellinus	62.54	 4.31707317073171
IL34	Aves	Acanthisitta_chloris	59.85	 3.83783783783784
IL34	Aves	Serinus_canaria	61.22	 4.35555555555556
IL34	Aves	Aptenodytes_forsteri	65.82	 4.97368421052632
IL34	Aves	Nipponia_nippon	63.54	 4.29545454545455
IL34	Aves	Cuculus_canorus	68.03	 4.9469696969697
IL34	Aves	Egretta_garzetta	63.90	 4.47619047619048
IL34	Aves	Struthio_camelus	61.51	 3.80487804878049
IL34	Aves	Charadrius_vociferus	64.12	 4.48780487804878
IL34	Aves	Opisthocomus_hoazin	64.37	 4.17391304347826
IL34	Aves	Mesitornis_unicolor	63.45	 4.06818181818182
IL34	Aves	Corvus_cornix	61.88	 4.09523809523809
IL34	Aves	Haliaeetus_leucocephalus	63.35	 4.16666666666667
IL34	Aves	Apteryx_mantelli	64.46	 4.41860465116279
IL34	Aves	Sturnus_vulgaris	61.38	 4.34
IL34	Aves	Calidris_pugnax	64.20	 4.525
IL34	Aves	Parus_major	60.96	 4.21951219512195
IL34	Aves	Coturnix_japonica	61.93	 4.1025641025641
IL34	Aves	Lepidothrix_coronata	62.37	 4.375
IL34	Aves	Numida_meleagris	66.29	 4.52173913043478
IL34	Aves	Lonchura_striata	61.88	 4.475
IL34	Aves	Cyanistes_caeruleus	60.41	 4.23076923076923
IL34	Aves	Nothoprocta_perdicaria	65.01	 4.47826086956522
IL34	Aves	Dromaius_novaehollandiae	65.01	 4.52272727272727
IL34	Aves	Anas_platyrhynchos	70.48	 5.62068965517241
IL34	Aves	Neopelma_chrysocephalum	62.90	 4.28571428571429
IL34	Aves	Pipra_filicauda	62.19	 4.35
IL34	Aves	Empidonax_traillii	63.62	 4.41860465116279
IL34	Aves	Aquila_chrysaetos	62.70	 4.25714285714286
IL34	Aves	Camarhynchus_parvulus	60.39	 4.04878048780488
IL34	Aves	Phasianus_colchicus	62.38	 4.17777777777778
IL34	Aves	Corvus_moneduloides	61.88	 4.09523809523809
IL34	Aves	Aythya_fuligula	72.50	 5.52830188679245
IL34	Aves	Chiroxiphia_lanceolata	62.37	 4.375
IL34	Aves	Tyto_alba	65.84	 4.71764705882353
IL34	Aves	Catharus_ustulatus	61.29	 4.325
IL34	Aves	Cygnus_atratus	71.18	 4.9344262295082
IL34	Aves	Molothrus_ater	61.68	 4.42857142857143
IL34	Aves	Falco_rusticolus	62.43	 4.2
IL34	Aves	Motacilla_alba	62.25	 4.42857142857143
IL34	Aves	Passer_montanus	62.62	 4.47619047619048
IL34	Aves	Hirundo_rustica	61.65	 4.30952380952381
IL34	Aves	Cygnus_olor	72.79	 5.08045977011494
IL34	Aves	Falco_naumanni	62.43	 4.175
IL34	Aves	Onychostruthus_taczanowskii	63.80	 4.48648648648649
IL34	Aves	Pyrgilauda_ruficollis	62.06	 4.35714285714286
IL34	Aves	Centrocercus_urophasianus	62.65	 4.18
IL34	Aves	Lagopus_leucura	62.94	 4.31111111111111
IL34	Aves	Anser_cygnoides	73.14	 5.40983606557377
IL34	Aves	Corvus_hawaiiensis	61.88	 4.09523809523809
IL34	Aves	Lagopus_muta	62.81	 4.3265306122449
IL34	Aves	Accipiter_gentilis	62.98	 4.16666666666667
IL34	Aves	Myiozetetes_cayanensis	62.90	 4.30952380952381
IL34	Aves	Gymnogyps_californianus	63.90	 4.54761904761905
IL34	Aves	Manacus_candei	62.72	 4.34146341463415
IL34	Aves	Tympanuchus_pallidicinctus	63.13	 4.36363636363636
IL34	Aves	Harpia_harpyja	62.55	 4.01351351351351
IL34	Aves	Vidua_chalybeata	60.96	 4.35897435897436
IL34	Aves	Vidua_macroura	60.96	 4.35897435897436
IL34	Aves	Rissa_tridactyla	64.68	 4.55102040816327
IL34	Aves	Melozone_crissalis	61.11	 4.48717948717949
IL34	Aves	Indicator_indicator	64.47	 4.51162790697674
IL34	Aves	Agelaius_phoeniceus	61.68	 4.42857142857143
IL34	Aves	Grus_americana	64.64	 4.46511627906977
IL34	Aves	Falco_biarmicus	62.80	 4.19512195121951
IL34	Aves	Oenanthe_melanoleuca	61.51	 4.5
IL34	Aves	Malurus_melanocephalus	62.43	 4.39024390243902
IL34	Aves	Pezoporus_wallicus	60.04	 3.97435897435897
IL34	Aves	Melospiza_georgiana	61.29	 4.46341463414634
IL34	Aves	Ammospiza_caudacuta	61.47	 4.46341463414634
IL34	Aves	Poecile_atricapillus	60.41	 4.09756097560976
IL34	Aves	Ammospiza_nelsoni	61.29	 4.46341463414634
IL34	Aves	Gavia_stellata	64.46	 4.43181818181818
IL34	Aves	Haemorhous_mexicanus	60.96	 4.38095238095238
IL34	Aves	Neopsephotus_bourkii	59.32	 3.91891891891892
IL34	Aves	Pezoporus_flaviventris	60.04	 3.97435897435897
IL34	Aves	Colius_striatus	63.59	 4.19117647058824
IL34	Aves	Cinclus_cinclus	60.59	 4.55555555555556
IL34	Aves	Rhea_pennata	65.56	 4.43478260869565
IL34	Aves	Pezoporus_occidentalis	59.50	 3.92105263157895
IL34	Aves	Melospiza_melodia	61.29	 4.46341463414634
IL34	Aves	Chroicocephalus_ridibundus	70.41	 5.17391304347826
IL34	Aves	Prinia_subflava	61.65	 4.4390243902439
IL34	Aves	Pogoniulus_pusillus	63.37	 4.57142857142857
IL34	Aves	Passer_domesticus	62.62	 4.47619047619048
IL34	Aves	Phalacrocorax_carbo	60.18	 3.89473684210526
IL34	Aves	Pseudopipra_pipra	62.54	 4.34146341463415
IL34	Aves	Zonotrichia_leucophrys	61.14	 4.425
IL34	Aves	Caloenas_nicobarica	61.88	 4.41025641025641
IL34	Aves	Lathamus_discolor	60.04	 4.15384615384615
IL34	Aves	Cyrtonyx_montezumae	65.18	 4.43478260869565
IL34	Aves	Patagioenas_fasciata	61.33	 4.31578947368421
IL34	Aves	Chamaea_fasciata	61.88	 4.34146341463415
IL34	Aves	Sylvia_atricapilla	61.33	 4.34146341463415
IL34	Aves	Molothrus_aeneus	61.32	 4.30232558139535
IL34	Aves	Melanerpes_formicivorus	70.51	 5.29090909090909
IL34	Aves	Anomalospiza_imberbis	60.96	 4.35897435897436
IL34	Aves	Nyctibius_grandis	67.03	 5
IL34	Aves	Anas_acuta	71.96	 5.48214285714286
IL34	Aves	Aphelocoma_coerulescens	62.25	 4.13636363636364
IL34	Aves	Haliaeetus_albicilla	62.93	 4.01923076923077
IL34	Aves	Phaenicophaeus_curvirostris	64.82	 4.51764705882353
IL34	Aves	Agelaius_tricolor	61.68	 4.42857142857143
IL34	Aves	Pithys_albifrons	61.11	 4.33333333333333
IL34	Aves	Heliangelus_exortis	63.87	 4.53030303030303
LAPTM5	Aves	Gallus_gallus	50.58	 3.58823529411765
LAPTM5	Aves	Taeniopygia_guttata	57.01	 3.89795918367347
LAPTM5	Aves	Meleagris_gallopavo	50.32	 3.48484848484848
LAPTM5	Aves	Anas_platyrhynchos	48.97	 3.38181818181818
LAPTM5	Aves	Ficedula_albicollis	56.79	 3.97826086956522
LAPTM5	Aves	Melopsittacus_undulatus	48.78	 3.25714285714286
LAPTM5	Aves	Falco_peregrinus	48.91	 3.35135135135135
LAPTM5	Aves	Geospiza_fortis	56.03	 4
LAPTM5	Aves	Falco_cherrug	49.16	 3.37837837837838
LAPTM5	Aves	Zonotrichia_albicollis	56.63	 3.8695652173913
LAPTM5	Aves	Columba_livia	51.99	 3.60975609756098
LAPTM5	Aves	Pseudopodoces_humilis	58.04	 3.81481481481481
LAPTM5	Aves	Calypte_anna	48.27	 3.29411764705882
LAPTM5	Aves	Corvus_brachyrhynchos	57.61	 3.71428571428571
LAPTM5	Aves	Manacus_vitellinus	54.18	 3.60869565217391
LAPTM5	Aves	Merops_nubicus	49.55	 3.28947368421053
LAPTM5	Aves	Acanthisitta_chloris	48.66	 3.10344827586207
LAPTM5	Aves	Aptenodytes_forsteri	48.39	 3.4
LAPTM5	Aves	Pygoscelis_adeliae	48.39	 3.35135135135135
LAPTM5	Aves	Nipponia_nippon	48.39	 3.38888888888889
LAPTM5	Aves	Pelecanus_crispus	48.16	 3.4
LAPTM5	Aves	Phalacrocorax_carbo	49.29	 3.55555555555556
LAPTM5	Aves	Cuculus_canorus	48.78	 3.54838709677419
LAPTM5	Aves	Fulmarus_glacialis	48.65	 3.52941176470588
LAPTM5	Aves	Egretta_garzetta	49.42	 3.41666666666667
LAPTM5	Aves	Struthio_camelus	46.85	 3.29411764705882
LAPTM5	Aves	Cariama_cristata	49.42	 3.44736842105263
LAPTM5	Aves	Gavia_stellata	49.16	 3.58333333333333
LAPTM5	Aves	Apaloderma_vittatum	49.05	 3.51428571428571
LAPTM5	Aves	Charadrius_vociferus	48.01	 3.58823529411765
LAPTM5	Aves	Dryobates_pubescens	50.32	 3.34210526315789
LAPTM5	Aves	Haliaeetus_albicilla	47.62	 3.46875
LAPTM5	Aves	Opisthocomus_hoazin	47.75	 3.45161290322581
LAPTM5	Aves	Leptosomus_discolor	49.94	 3.325
LAPTM5	Aves	Tyto_alba	48.52	 3.37142857142857
LAPTM5	Aves	Tauraco_erythrolophus	49.29	 3.48571428571429
LAPTM5	Aves	Chaetura_pelagica	49.94	 3.54545454545455
LAPTM5	Aves	Nestor_notabilis	48.91	 3.45714285714286
LAPTM5	Aves	Pterocles_gutturalis	50.71	 3.5
LAPTM5	Aves	Chlamydotis_macqueenii	49.29	 3.72222222222222
LAPTM5	Aves	Buceros_rhinoceros	50.78	 3.69230769230769
LAPTM5	Aves	Eurypyga_helias	49.55	 3.58333333333333
LAPTM5	Aves	Antrostomus_carolinensis	47.80	 3.38709677419355
LAPTM5	Aves	Mesitornis_unicolor	49.20	 3.55172413793103
LAPTM5	Aves	Colius_striatus	48.91	 3.44117647058824
LAPTM5	Aves	Tinamus_guttatus	46.59	 3.48387096774194
LAPTM5	Aves	Phaethon_lepturus	48.75	 3.21428571428571
LAPTM5	Aves	Balearica_regulorum	48.65	 3.42857142857143
LAPTM5	Aves	Corvus_cornix	58.17	 4.04255319148936
LAPTM5	Aves	Haliaeetus_leucocephalus	47.62	 3.46875
LAPTM5	Aves	Anser_cygnoides	48.39	 3.48648648648649
LAPTM5	Aves	Apteryx_mantelli	48.39	 3.5
LAPTM5	Aves	Sturnus_vulgaris	56.19	 4.07142857142857
LAPTM5	Aves	Calidris_pugnax	49.68	 3.64864864864865
LAPTM5	Aves	Parus_major	58.45	 4.11627906976744
LAPTM5	Aves	Coturnix_japonica	50.19	 3.51351351351351
LAPTM5	Aves	Lepidothrix_coronata	53.80	 3.68888888888889
LAPTM5	Aves	Numida_meleagris	50.06	 3.67647058823529
LAPTM5	Aves	Lonchura_striata	56.76	 3.77551020408163
LAPTM5	Aves	Cyanistes_caeruleus	56.44	 3.62790697674419
LAPTM5	Aves	Nothoprocta_perdicaria	46.92	 3.35714285714286
LAPTM5	Aves	Apteryx_rowi	48.47	 3.41935483870968
LAPTM5	Aves	Dromaius_novaehollandiae	48.39	 3.39393939393939
LAPTM5	Aves	Athene_cunicularia	49.55	 3.5
LAPTM5	Aves	Corapipo_altera	53.67	 3.57777777777778
LAPTM5	Aves	Neopelma_chrysocephalum	52.26	 3.36842105263158
LAPTM5	Aves	Pipra_filicauda	53.80	 3.6304347826087
LAPTM5	Aves	Empidonax_traillii	53.57	 3.5
LAPTM5	Aves	Aquila_chrysaetos	48.01	 3.39393939393939
LAPTM5	Aves	Strigops_habroptila	48.52	 3.47058823529412
LAPTM5	Aves	Camarhynchus_parvulus	56.89	 3.95744680851064
LAPTM5	Aves	Phasianus_colchicus	50.45	 3.5
LAPTM5	Aves	Corvus_moneduloides	58.56	 4.04
LAPTM5	Aves	Aythya_fuligula	48.78	 3.44736842105263
LAPTM5	Aves	Chiroxiphia_lanceolata	54.05	 3.64444444444444
LAPTM5	Aves	Catharus_ustulatus	56.54	 3.8936170212766
LAPTM5	Aves	Oxyura_jamaicensis	49.29	 3.45238095238095
LAPTM5	Aves	Cygnus_atratus	48.52	 3.47368421052632
LAPTM5	Aves	Molothrus_ater	57.01	 3.85106382978723
LAPTM5	Aves	Falco_rusticolus	49.16	 3.37837837837838
LAPTM5	Aves	Motacilla_alba	55.72	 3.72340425531915
LAPTM5	Aves	Passer_montanus	57.01	 3.91836734693878
LAPTM5	Aves	Hirundo_rustica	57.01	 3.95744680851064
LAPTM5	Aves	Cygnus_olor	48.52	 3.51351351351351
LAPTM5	Aves	Falco_naumanni	49.16	 3.37837837837838
LAPTM5	Aves	Onychostruthus_taczanowskii	56.37	 3.8125
LAPTM5	Aves	Pyrgilauda_ruficollis	57.27	 3.87755102040816
LAPTM5	Aves	Corvus_kubaryi	58.56	 4.04
LAPTM5	Aves	Centrocercus_urophasianus	50.45	 3.47368421052632
LAPTM5	Aves	Lagopus_leucura	49.31	 3.6734693877551
LAPTM5	Aves	Corvus_hawaiiensis	58.30	 4.04081632653061
LAPTM5	Aves	Lagopus_muta	50.45	 3.5
LAPTM5	Aves	Accipiter_gentilis	47.36	 3.37931034482759
LAPTM5	Aves	Myiozetetes_cayanensis	54.44	 3.81818181818182
LAPTM5	Aves	Gymnogyps_californianus	49.81	 3.41463414634146
LAPTM5	Aves	Apus_apus	49.42	 3.6969696969697
LAPTM5	Aves	Manacus_candei	54.44	 3.6304347826087
LAPTM5	Aves	Tympanuchus_pallidicinctus	50.45	 3.5
LAPTM5	Aves	Harpia_harpyja	47.62	 3.40625
LAPTM5	Aves	Vidua_chalybeata	57.66	 3.84
LAPTM5	Aves	Vidua_macroura	57.79	 3.88
LAPTM5	Aves	Rissa_tridactyla	50.19	 3.45
LAPTM5	Aves	Melozone_crissalis	56.50	 3.84782608695652
LAPTM5	Aves	Indicator_indicator	49.29	 3.29411764705882
LAPTM5	Aves	Agelaius_phoeniceus	56.76	 3.91304347826087
LAPTM5	Aves	Grus_americana	48.39	 3.4
LAPTM5	Aves	Falco_biarmicus	49.16	 3.37837837837838
LAPTM5	Aves	Oenanthe_melanoleuca	54.50	 3.90909090909091
LAPTM5	Aves	Malurus_melanocephalus	59.97	 4.30612244897959
LAPTM5	Aves	Pezoporus_wallicus	48.65	 3.34285714285714
LAPTM5	Aves	Melospiza_georgiana	56.76	 3.83333333333333
LAPTM5	Aves	Ammospiza_caudacuta	54.41	 3.78
LAPTM5	Aves	Poecile_atricapillus	58.56	 3.98076923076923
LAPTM5	Aves	Ammospiza_nelsoni	54.18	 3.78
LAPTM5	Aves	Haemorhous_mexicanus	56.50	 3.82978723404255
LAPTM5	Aves	Neopsephotus_bourkii	48.13	 3.27272727272727
LAPTM5	Aves	Pezoporus_flaviventris	48.52	 3.29411764705882
LAPTM5	Aves	Cinclus_cinclus	55.98	 4
LAPTM5	Aves	Rhea_pennata	47.23	 3.38709677419355
LAPTM5	Aves	Pezoporus_occidentalis	48.52	 3.29411764705882
LAPTM5	Aves	Melospiza_melodia	56.89	 3.8936170212766
LAPTM5	Aves	Chroicocephalus_ridibundus	50.32	 3.5
LAPTM5	Aves	Prinia_subflava	57.01	 3.81632653061224
LAPTM5	Aves	Pogoniulus_pusillus	49.16	 3.21212121212121
LAPTM5	Aves	Passer_domesticus	56.50	 3.875
LAPTM5	Aves	Pseudopipra_pipra	54.57	 3.69565217391304
LAPTM5	Aves	Zonotrichia_leucophrys	56.76	 3.87234042553191
LAPTM5	Aves	Caloenas_nicobarica	50.84	 3.68421052631579
LAPTM5	Aves	Lathamus_discolor	48.26	 3.22857142857143
LAPTM5	Aves	Cyrtonyx_montezumae	48.64	 3.43333333333333
LAPTM5	Aves	Patagioenas_fasciata	52.64	 3.64102564102564
LAPTM5	Aves	Chamaea_fasciata	53.21	 3.82978723404255
LAPTM5	Aves	Sylvia_atricapilla	54.23	 3.69811320754717
LAPTM5	Aves	Molothrus_aeneus	57.01	 3.85106382978723
LAPTM5	Aves	Melanerpes_formicivorus	50.19	 3.34210526315789
LAPTM5	Aves	Anomalospiza_imberbis	56.50	 3.8125
LAPTM5	Aves	Nyctibius_grandis	49.10	 3.47222222222222
LAPTM5	Aves	Anas_acuta	49.68	 3.45
LAPTM5	Aves	Aphelocoma_coerulescens	58.30	 4.04081632653061
LAPTM5	Aves	Phaenicophaeus_curvirostris	48.91	 3.35135135135135
LAPTM5	Aves	Agelaius_tricolor	57.01	 4
LAPTM5	Aves	Pithys_albifrons	55.08	 3.6875
STAP1	Aves	Gallus_gallus	44.67	 3.41935483870968
STAP1	Aves	Meleagris_gallopavo	44.22	 3.2258064516129
STAP1	Aves	Anas_platyrhynchos	45.53	 3.48717948717949
STAP1	Aves	Falco_peregrinus	46.21	 3.4
STAP1	Aves	Falco_cherrug	46.21	 3.4
STAP1	Aves	Aptenodytes_forsteri	45.19	 3.57575757575758
STAP1	Aves	Pygoscelis_adeliae	45.18	 3.85714285714286
STAP1	Aves	Nipponia_nippon	45.94	 3.51351351351351
STAP1	Aves	Pelecanus_crispus	46.32	 3.65
STAP1	Aves	Phalacrocorax_carbo	45.54	 3.59375
STAP1	Aves	Cuculus_canorus	46.36	 3.63888888888889
STAP1	Aves	Fulmarus_glacialis	46.13	 3.58333333333333
STAP1	Aves	Egretta_garzetta	46.35	 3.66666666666667
STAP1	Aves	Struthio_camelus	44.73	 3.62790697674419
STAP1	Aves	Cariama_cristata	46.94	 3.6
STAP1	Aves	Gavia_stellata	47.64	 3.69767441860465
STAP1	Aves	Charadrius_vociferus	46.10	 3.54347826086957
STAP1	Aves	Dryobates_pubescens	52.06	 3.64583333333333
STAP1	Aves	Haliaeetus_albicilla	46.01	 3.54761904761905
STAP1	Aves	Opisthocomus_hoazin	47.23	 3.775
STAP1	Aves	Tauraco_erythrolophus	47.15	 3.47222222222222
STAP1	Aves	Chaetura_pelagica	50.66	 4.01538461538462
STAP1	Aves	Buceros_rhinoceros	48.04	 3.5
STAP1	Aves	Antrostomus_carolinensis	47.42	 3.625
STAP1	Aves	Mesitornis_unicolor	49.77	 3.7906976744186
STAP1	Aves	Balearica_regulorum	45.19	 3.44736842105263
STAP1	Aves	Haliaeetus_leucocephalus	46.01	 3.54761904761905
STAP1	Aves	Anser_cygnoides	45.69	 3.57575757575758
STAP1	Aves	Apteryx_mantelli	44.48	 3.60526315789474
STAP1	Aves	Calidris_pugnax	50.62	 3.828125
STAP1	Aves	Coturnix_japonica	46.28	 3.34210526315789
STAP1	Aves	Numida_meleagris	44.25	 3.48387096774194
STAP1	Aves	Nothoprocta_perdicaria	46.93	 3.74576271186441
STAP1	Aves	Apteryx_rowi	44.72	 3.68292682926829
STAP1	Aves	Dromaius_novaehollandiae	43.93	 3.65909090909091
STAP1	Aves	Athene_cunicularia	45.89	 3.59459459459459
STAP1	Aves	Aquila_chrysaetos	45.31	 3.44444444444444
STAP1	Aves	Phasianus_colchicus	42.63	 3.23333333333333
STAP1	Aves	Aythya_fuligula	45.38	 3.57894736842105
STAP1	Aves	Tyto_alba	47.77	 3.63414634146341
STAP1	Aves	Oxyura_jamaicensis	44.44	 3.56666666666667
STAP1	Aves	Cygnus_atratus	45.26	 3.54838709677419
STAP1	Aves	Falco_rusticolus	45.89	 3.40540540540541
STAP1	Aves	Cygnus_olor	45.26	 3.54545454545455
STAP1	Aves	Falco_naumanni	46.13	 3.38461538461538
STAP1	Aves	Centrocercus_urophasianus	43.93	 3.37037037037037
STAP1	Aves	Lagopus_muta	44.76	 3.23333333333333
STAP1	Aves	Accipiter_gentilis	45.31	 3.61111111111111
STAP1	Aves	Gymnogyps_californianus	46.38	 3.375
STAP1	Aves	Apus_apus	45.31	 3.51351351351351
STAP1	Aves	Tympanuchus_pallidicinctus	44.22	 3.36666666666667
STAP1	Aves	Harpia_harpyja	46.01	 3.60526315789474
STAP1	Aves	Rissa_tridactyla	46.60	 3.67567567567568
STAP1	Aves	Indicator_indicator	57.37	 4.73863636363636
STAP1	Aves	Grus_americana	45.89	 3.55813953488372
STAP1	Aves	Falco_biarmicus	46.21	 3.4
STAP1	Aves	Rhea_pennata	43.84	 3.77777777777778
STAP1	Aves	Chroicocephalus_ridibundus	46.98	 3.54761904761905
STAP1	Aves	Pogoniulus_pusillus	50.00	 3.48837209302326
STAP1	Aves	Cyrtonyx_montezumae	45.82	 3.5952380952381
STAP1	Aves	Melanerpes_formicivorus	51.11	 3.5
STAP1	Aves	Nyctibius_grandis	44.94	 3.36170212765957
STAP1	Aves	Anas_acuta	45.32	 3.4
STAP1	Aves	Phaenicophaeus_curvirostris	44.97	 3.40625
TNIP2	Aves	Gallus_gallus	52.17	 4.45945945945946
