Group	Class	Order	Species_name	Species	FCSK-COG4	FCSK-SF3B3	FCSK-MTSS2	FCSK-VAC14	FCSK-HYDIN	COG4-SF3B3	COG4-MTSS2	COG4-VAC14	COG4-HYDIN	SF3B3-MTSS2	SF3B3-VAC14	SF3B3-HYDIN	MTSS2-VAC14	MTSS2-HYDIN	VAC14-HYDIN
Mammalia	Mammalia	Rodentia	Chionomys_nivalis	Chionomys_nivalis	2	36437	137212	158030	276057	231	101006	121824	239851	59460	80278	198305	928	118955	5865
Mammalia	Mammalia	Primates	Chlorocebus_sabaeus	Chlorocebus_sabaeus	299	40976	183765	210388	332013	214	143003	169626	291251	92349	118972	240597	1393	123018	6604
Mammalia	Mammalia	Pilosa	Choloepus_didactylus	Choloepus_didactylus	282	32079	172048	195599	321692	234	140203	163754	289847	73871	97422	223515	1232	127325	5188
Mammalia	Mammalia	Afrosoricida	Chrysochloris_asiatica	Chrysochloris_asiatica	1913	33872	168177	189112	324241	359	134664	155599	290728	84138	105073	240202	1751	136880	8181
Mammalia	Mammalia	Rodentia	Cricetulus_griseus	Cricetulus_griseus	261	36816	146884	165273	282344	209	110277	128666	245737	72065	90454	207525	5647	122718	9312
Mammalia	Mammalia	Dermoptera	Cynocephalus_volans	Cynocephalus_volans	267	25957	135422	158264	273163	281	109746	132588	247487	68739	91581	206480	1430	116329	5412
Mammalia	Mammalia	Artiodactyla	Dama_dama	Dama_dama	158	25046	140606	160945	36609203	258	115818	136157	36625580	76856	97195	36650468	1133	36766028	36786367
Mammalia	Mammalia	Cingulata	Dasypus_novemcinctus	Dasypus_novemcinctus	0	27004	164132	189107	309970	0	136945	161920	282783	78581	103556	224419	1197	122060	6321
Mammalia	Mammalia	Artiodactyla	Delphinapterus_leucas	Delphinapterus_leucas	300	28090	141519	161831	362087	259	113688	134000	334256	66911	87223	287479	1284	201540	102481
Mammalia	Mammalia	Chiroptera	Desmodus_rotundus	Desmodus_rotundus	296	23808	132405	151056	230857	255	108852	127503	207304	67314	85965	165766	1266	81067	0
Mammalia	Mammalia	Perissodactyla	Diceros_bicornis_minor	Diceros_bicornis_minor	803	26577	147669	169755	279584	277	121369	143455	253284	70607	92693	202522	1435	111264	5702
Mammalia	Mammalia	Rodentia	Dipodomys_merriami	Dipodomys_merriami	231	24753	120844	138102	233777	0	95863	113121	208796	55084	72342	168017	1125	96800	3270
Mammalia	Mammalia	Rodentia	Dipodomys_ordii	Dipodomys_ordii	239	23082	115791	133491	229246	276	92985	110685	206440	51860	69560	165315	4931	100686	3815
Mammalia	Mammalia	Rodentia	Dipodomys_spectabilis	Dipodomys_spectabilis	237	23856	119248	137499	234217	220	95612	113863	210581	53363	71614	168332	1321	98039	3333
Mammalia	Mammalia	Microbiotheria	Dromiciops_gliroides	Dromiciops_gliroides	0	33365	199375	242941	382376	500	166510	210076	349511	127845	171411	310846	2619	142054	9709
Mammalia	Mammalia	Afrosoricida	Echinops_telfairi	Echinops_telfairi	937	32533	160273	181175	275880	297	128037	148939	243644	80282	101184	195889	3227	97932	3143
Mammalia	Mammalia	Macroscelidea	Elephantulus_edwardii	Elephantulus_edwardii	2834	32265	156319	176869	287649	1519	125573	146123	256903	70382	90932	201712	1716	112496	4172
Mammalia	Mammalia	Proboscidea	Elephas_maximus_indicus	Elephas_maximus_indicus	62	30373	167060	190326	295611	255	136942	160208	265493	82122	105388	210673	1421	106706	1998
Mammalia	Mammalia	Chiroptera	Eptesicus_fuscus	Eptesicus_fuscus	286	31302	155259	171822	270373	261	124218	140781	239332	75223	91786	190337	1765	100316	3110
Mammalia	Mammalia	Perissodactyla	Equus_asinus	Equus_asinus	0	24916	144924	167419	274110	210	120218	142713	249404	67633	90128	196819	1446	108137	1963
Mammalia	Mammalia	Perissodactyla	Equus_caballus	Equus_caballus	302	24951	144676	167254	276302	0	119709	142287	251335	67407	89985	199033	1451	110499	4652
Mammalia	Mammalia	Perissodactyla	Equus_przewalskii	Equus_przewalskii	302	24950	144701	167194	276257	0	119735	142228	251291	67432	89925	198988	1450	110513	4652
Mammalia	Mammalia	Perissodactyla	Equus_quagga	Equus_quagga	301	24940	146379	167966	277270	261	121700	143287	252591	68928	90515	199819	1837	111141	4734
Mammalia	Mammalia	Eulipotyphla	Erinaceus_europaeus	Erinaceus_europaeus	207	36232	185336	215036	351082	204	149308	179008	315054	100192	129892	265938	1008	137054	10008
Mammalia	Mammalia	Artiodactyla	Eschrichtius_robustus	Eschrichtius_robustus	296	27648	147087	168758	380946	279	119718	141389	353577	72138	93809	305997	1621	213809	113993
Mammalia	Mammalia	Artiodactyla	Eubalaena_glacialis	Eubalaena_glacialis	304	26938	147152	168537	370124	293	120507	141892	343479	73851	95236	296823	1694	203281	102809
Mammalia	Mammalia	Primates	Eulemur_rufifrons	Eulemur_rufifrons	313	28605	130080	151903	258756	313	101788	123611	230464	58779	80602	187455	1436	108289	6838
Mammalia	Mammalia	Carnivora	Eumetopias_jubatus	Eumetopias_jubatus	307	27635	141358	162259	268659	206	113929	134830	241230	71035	91936	198336	2150	108550	5034
Mammalia	Mammalia	Carnivora	Felis_catus	Felis_catus	296	27887	165324	190586	296681	204	137641	162903	268998	67932	93194	199289	1570	107665	4918
Mammalia	Mammalia	Rodentia	Fukomys_damarensis	Fukomys_damarensis	484	32077	150061	167917	273449	237	118221	136077	241609	72143	89999	195531	5515	111047	5439
Mammalia	Mammalia	Artiodactyla	Globicephala_melas	Globicephala_melas	0	27978	139802	161553	394949	269	112093	133844	367240	65010	86761	320157	519	233915	134632
Mammalia	Mammalia	Primates	Gorilla_gorilla_gorilla	Gorilla_gorilla_gorilla	298	42596	185099	211434	331557	0	142273	168608	288731	93754	120089	240212	1481	121604	6113
Mammalia	Mammalia	Didelphimorphia	Gracilinanus_agilis	Gracilinanus_agilis	293	44466	215164	256573	388993	6858	177556	218965	351385	133349	174758	307178	21138	153558	13331
Mammalia	Mammalia	Rodentia	Grammomys_surdaster	Grammomys_surdaster	249	32735	130980	152922	263034	228	98473	120415	230527	62281	84223	194335	1080	111192	9092
Mammalia	Mammalia	Carnivora	Halichoerus_grypus	Halichoerus_grypus	303	26826	138542	160937	264504	27	111743	134138	237705	68364	90759	194326	1561	105128	3040
Mammalia	Mammalia	Rodentia	Heterocephalus_glaber	Heterocephalus_glaber	265	32174	152834	173838	281840	160	120820	141824	249826	74368	95372	203374	1395	109397	4695
Mammalia	Mammalia	Artiodactyla	Hippopotamus_amphibius_kiboko	Hippopotamus_amphibius_kiboko	264	27131	133745	155993	342415	230	106844	129092	315514	64579	86827	273249	1575	187997	91299
Mammalia	Mammalia	Chiroptera	Hipposideros_armiger	Hipposideros_armiger	303	25820	145960	169749	276651	226	120366	144155	251057	71373	95162	202064	1435	108337	6348
Mammalia	Mammalia	Primates	Homo_sapiens	Homo_sapiens	294	43543	180931	207166	321811	263	137651	163886	278531	83537	109772	224417	1387	116032	927
Mammalia	Mammalia	Carnivora	Hyaena_hyaena	Hyaena_hyaena	297	28229	147225	170255	275593	284	119280	142310	247648	71826	94856	200194	1523	106861	5240
Mammalia	Mammalia	Primates	Hylobates_moloch	Hylobates_moloch	301	39562	174271	198148	317893	266	134975	158852	278597	83870	107747	227492	1477	121222	6862
Mammalia	Mammalia	Rodentia	Ictidomys_tridecemlineatus	Ictidomys_tridecemlineatus	436	30487	149155	171959	279380	249	118917	141721	249142	70941	93745	201166	6168	113589	5045
Mammalia	Mammalia	Rodentia	Jaculus_jaculus	Jaculus_jaculus	573	43030	231178	256321	396580	252	188400	213543	353802	126919	152062	292321	1311	141570	8961
Mammalia	Mammalia	Artiodactyla	Lagenorhynchus_albirostris	Lagenorhynchus_albirostris	300	28018	143586	164104	379042	279	115847	136365	351303	58481	78999	293937	1519	216457	117041
Mammalia	Mammalia	Primates	Lemur_catta	Lemur_catta	298	27103	127810	149410	254016	269	100976	122576	227182	57430	79030	183636	1199	105805	5797
Mammalia	Mammalia	Carnivora	Leopardus_geoffroyi	Leopardus_geoffroyi	297	28163	160264	185612	293186	224	132325	157673	265247	73684	99032	206606	1525	109099	4874
Mammalia	Mammalia	Lagomorpha	Lepus_europaeus	Lepus_europaeus	1063	36071	165328	187162	293552	255	129512	151346	257736	70833	92667	199057	1403	107793	5244
Mammalia	Mammalia	Artiodactyla	Lipotes_vexillifer	Lipotes_vexillifer	699	28942	145892	166724	382050	663	117613	138445	353771	70130	90962	306288	1922	217248	113600
Mammalia	Mammalia	Carnivora	Lontra_canadensis	Lontra_canadensis	287	28070	139515	160559	264131	251	111696	132740	236312	68050	89094	192666	1898	105470	4328
Mammalia	Mammalia	Proboscidea	Loxodonta_africana	Loxodonta_africana	0	30232	168466	190369	296633	192	138426	160329	266593	83581	105484	211748	1438	107702	2993
Mammalia	Mammalia	Carnivora	Lutra_lutra	Lutra_lutra	303	29456	140452	163631	267608	234	111230	134409	238386	67244	90423	194400	1331	105308	4822
Mammalia	Mammalia	Carnivora	Lynx_canadensis	Lynx_canadensis	298	28485	161971	187323	294705	275	133761	159113	266495	85998	111350	218732	1648	109030	4934
Mammalia	Mammalia	Carnivora	Lynx_rufus	Lynx_rufus	297	28242	162807	188276	296102	299	134864	160333	268159	86801	112270	220096	1661	109487	5951
Mammalia	Mammalia	Primates	Macaca_fascicularis	Macaca_fascicularis	299	40418	179623	206227	328558	260	139465	166069	288400	85407	112011	234342	1383	123714	7020
Mammalia	Mammalia	Primates	Macaca_mulatta	Macaca_mulatta	297	40680	178923	205511	327050	217	138460	165048	286587	85081	111669	233208	1406	122945	6555
Mammalia	Mammalia	Primates	Macaca_nemestrina	Macaca_nemestrina	299	40598	177649	204282	326263	226	137277	163910	285891	83309	109942	231923	1573	123554	6661
Mammalia	Mammalia	Primates	Macaca_thibetana_thibetana	Macaca_thibetana_thibetana	302	40603	179717	206312	328212	236	139350	165945	287845	85280	111875	233775	1403	123303	6567
Mammalia	Mammalia	Primates	Mandrillus_leucophaeus	Mandrillus_leucophaeus	294	49684	192146	230291	377185	230	142692	180837	327731	82670	120815	267709	7615	154509	6561
Mammalia	Mammalia	Pholidota	Manis_javanica	Manis_javanica	0	421	120164	141343	253019	189	119932	141111	252787	66989	88168	199844	5346	117022	3177
Mammalia	Mammalia	Pholidota	Manis_pentadactyla	Manis_pentadactyla	93	23350	146616	169773	275063	192	123458	146615	251905	62271	85428	190718	1395	106685	3503
Mammalia	Mammalia	Rodentia	Marmota_flaviventris	Marmota_flaviventris	284	30042	148938	171530	286523	283	119179	141771	256764	70029	92621	207614	1444	116437	6183
Mammalia	Mammalia	Rodentia	Marmota_marmota_marmota	Marmota_marmota_marmota	284	30253	151999	172077	280810	245	121991	142069	250802	73574	93652	202385	5237	113970	5013
Mammalia	Mammalia	Rodentia	Marmota_monax	Marmota_monax	284	29970	148643	171536	279306	260	118933	141826	249596	69751	92644	200414	1468	109238	5043
Mammalia	Mammalia	Rodentia	Mastomys_coucha	Mastomys_coucha	240	39056	151264	171790	281498	193	112401	132927	242635	74230	94756	204464	1073	110781	9117
Mammalia	Mammalia	Carnivora	Meles_meles	Meles_meles	306	27365	137379	160771	264979	245	110259	133651	237859	65599	88991	193199	1470	105678	4613
Mammalia	Mammalia	Rodentia	Meriones_unguiculatus	Meriones_unguiculatus	255	35399	131180	152436	265260	216	95997	117253	230077	60096	81352	194176	981	113805	6897
Mammalia	Mammalia	Rodentia	Mesocricetus_auratus	Mesocricetus_auratus	260	33177	140453	162635	281263	205	107481	129663	248291	68540	90722	209350	1055	119683	8805
Mammalia	Mammalia	Artiodactyla	Mesoplodon_densirostris	Mesoplodon_densirostris	320	28465	146460	169458	372227	274	118269	141267	344036	70333	93331	296100	1632	204401	108073
Mammalia	Mammalia	Primates	Microcebus_murinus	Microcebus_murinus	0	18334	138495	159206	263356	212	120373	141084	245234	64974	85685	189835	1221	105371	4987
Mammalia	Mammalia	Rodentia	Microtus_ochrogaster	Microtus_ochrogaster	0	23625	127382	148808	265724	150	103907	125333	242249	62694	84120	201036	924	117840	4689
Mammalia	Mammalia	Rodentia	Microtus_oregoni	Microtus_oregoni	138	35151	137247	159413	282003	131	102227	124393	246983	61109	83275	205865	593	123183	6394
Mammalia	Mammalia	Chiroptera	Miniopterus_natalensis	Miniopterus_natalensis	3	24080	126327	146078	247743	79	102326	122077	223742	61625	81376	183041	2288	103953	2092
Mammalia	Mammalia	Carnivora	Mirounga_angustirostris	Mirounga_angustirostris	304	27743	140044	162546	268455	0	112264	134766	240675	68573	91075	196984	1494	107403	5203
Mammalia	Mammalia	Carnivora	Mirounga_leonina	Mirounga_leonina	304	28236	142524	160221	266082	231	114519	132216	238077	70874	88571	194432	3461	109322	5576
Mammalia	Mammalia	Chiroptera	Molossus_molossus	Molossus_molossus	0	31575	164400	182858	294402	269	133094	151552	263096	81442	99900	211444	1296	112840	13263
Mammalia	Mammalia	Didelphimorphia	Monodelphis_domestica	Monodelphis_domestica	285	35088	206168	244448	385741	412	171492	209772	351065	131667	169947	311240	1569	142862	16611
Mammalia	Mammalia	Artiodactyla	Monodon_monoceros	Monodon_monoceros	119	28122	141067	162024	372159	263	113208	134165	344300	59036	79993	290128	216	210351	112454
Mammalia	Mammalia	Artiodactyla	Moschus_berezovskii	Moschus_berezovskii	136	24612	138137	159419	38621062	240	113765	135047	38636633	71637	92919	38661109	916	38774634	38795916
Mammalia	Mammalia	Rodentia	Mus_caroli	Mus_caroli	235	35687	141565	162731	267988	228	106106	127272	232529	70448	91614	196871	598	105855	8257
Mammalia	Mammalia	Rodentia	Mus_musculus	Mus_musculus	223	35511	141057	162059	272204	0	105201	126203	236348	69092	90094	200239	689	110834	8277
Mammalia	Mammalia	Rodentia	Mus_pahari	Mus_pahari	226	33064	143751	164249	274071	248	110935	131433	241255	72612	93110	202932	986	110808	10436
Mammalia	Mammalia	Carnivora	Mustela_erminea	Mustela_erminea	289	27756	137130	159975	264249	240	109614	132459	236733	66222	89067	193341	1483	105757	4860
Mammalia	Mammalia	Carnivora	Mustela_lutreola	Mustela_lutreola	305	27583	136535	159113	261755	231	109183	131761	234403	66704	89282	191924	1508	104150	3957
Mammalia	Mammalia	Carnivora	Mustela_nigripes	Mustela_nigripes	307	27008	136171	158952	261192	247	109410	132191	234431	66698	89479	191719	1685	103925	3957
Mammalia	Mammalia	Carnivora	Mustela_putorius_furo	Mustela_putorius_furo	305	27176	135533	158058	260293	222	108579	131104	233339	66424	88949	191184	1495	103730	3928
Mammalia	Mammalia	Rodentia	Myodes_glareolus	Myodes_glareolus	0	15005	117304	138896	254164	0	102224	123816	239084	64425	86017	201285	5689	120957	6522
Mammalia	Mammalia	Chiroptera	Myotis_brandtii	Myotis_brandtii	295	28183	157877	174634	273597	168	129862	146619	245582	86044	102801	201764	2848	101811	273
Mammalia	Mammalia	Chiroptera	Myotis_daubentonii	Myotis_daubentonii	284	28230	145837	163949	261297	223	117830	135942	233290	73123	91235	188583	1257	98605	2951
Mammalia	Mammalia	Chiroptera	Myotis_lucifugus	Myotis_lucifugus	288	26432	151793	164731	265909	196	125557	138495	239673	82916	95854	197032	1699	102877	3067
Mammalia	Mammalia	Chiroptera	Myotis_myotis	Myotis_myotis	278	27857	148081	166095	263611	9	120233	138247	235763	76409	94423	191939	1376	98892	2717
Mammalia	Mammalia	Chiroptera	Myotis_yumanensis	Myotis_yumanensis	295	28797	151005	169058	268783	274	122482	140535	240260	77747	95800	195525	1107	100832	2005
Mammalia	Mammalia	Rodentia	Nannospalax_galili	Nannospalax_galili	227	44619	188786	211536	336370	237	144404	167154	291988	88106	110856	235690	1445	126279	10620
Mammalia	Mammalia	Carnivora	Neofelis_nebulosa	Neofelis_nebulosa	296	28235	163575	188835	298001	244	135584	160844	270010	87605	112865	222031	1465	110631	6208
Mammalia	Mammalia	Carnivora	Neogale_vison	Neogale_vison	291	26421	134949	157985	261553	267	108795	131831	235399	65612	88648	192216	1492	105060	4759
Mammalia	Mammalia	Carnivora	Neomonachus_schauinslandi	Neomonachus_schauinslandi	305	27679	143288	167887	436910	209	115818	140417	409440	65307	89906	358929	7834	276857	168944
Mammalia	Mammalia	Artiodactyla	Neophocaena_asiaeorientalis_asiaeorientalis	Neophocaena_asiaeorientalis_asiaeorientalis	300	28244	139871	159997	351171	316	111943	132069	323243	65324	85450	276624	1371	192545	22572
Mammalia	Mammalia	Primates	Nomascus_leucogenys	Nomascus_leucogenys	297	77682	174466	198578	318925	37798	134582	158694	279041	83863	107975	228322	1403	121750	6538
Mammalia	Mammalia	Carnivora	Nyctereutes_procyonoides	Nyctereutes_procyonoides	301	28077	152326	174937	281812	270	124519	147130	254005	69395	92006	198881	1370	108245	6453
Mammalia	Mammalia	Primates	Nycticebus_coucang	Nycticebus_coucang	288	37806	177892	205456	311790	242	140328	167892	274226	82811	110375	216709	1152	107486	7874
Mammalia	Mammalia	Lagomorpha	Ochotona_curzoniae	Ochotona_curzoniae	275	30261	126913	145791	233279	261	96913	115791	203279	58407	77285	164773	1465	88953	3885
Mammalia	Mammalia	Lagomorpha	Ochotona_princeps	Ochotona_princeps	23	30062	136911	155126	251573	195	107044	125259	221706	63096	81311	177758	1641	98088	4304
Mammalia	Mammalia	Rodentia	Octodon_degus	Octodon_degus	446	37695	168811	186586	307691	242	131358	149133	270238	83920	101695	222800	1222	122327	15121
Mammalia	Mammalia	Carnivora	Odobenus_rosmarus_divergens	Odobenus_rosmarus_divergens	307	27266	142772	163540	268892	186	115692	136460	241812	71293	92061	197413	1607	106959	4981
Mammalia	Mammalia	Artiodactyla	Orcinus_orca	Orcinus_orca	300	27990	140868	163636	374740	240	113118	135886	346990	38971	61739	272843	145	211249	5031
Mammalia	Mammalia	Monotremata	Ornithorhynchus_anatinus	Ornithorhynchus_anatinus	1603	32756	123457	166533	323178	76	90777	133853	290498	55089	98165	254810	8543	165188	4971
Mammalia	Mammalia	Tubulidentata	Orycteropus_afer_afer	Orycteropus_afer_afer	1723	36981	166555	188793	305078	2591	132165	154403	270688	82733	104971	221256	802	117087	5294
Mammalia	Mammalia	Lagomorpha	Oryctolagus_cuniculus	Oryctolagus_cuniculus	269	36353	164224	186948	292997	215	128086	150810	256859	66673	89397	195446	1238	107287	5342
Mammalia	Mammalia	Artiodactyla	Oryx_dammah	Oryx_dammah	253	25470	133966	159413	37903937	81	108577	134024	37921397	69311	94758	37946614	5981	38055110	38080557
Mammalia	Mammalia	Primates	Otolemur_garnettii	Otolemur_garnettii	280	38419	174709	198166	312354	230	136520	159977	274165	80820	104277	218465	1540	115728	7712
Mammalia	Mammalia	Artiodactyla	Ovis_aries	Ovis_aries	254	25801	133377	154177	38179432	267	107843	128643	38195673	68577	89377	38221220	922	38328796	38349596
Mammalia	Mammalia	Artiodactyla	Ovis_canadensis	Ovis_canadensis	252	25947	135801	156745	38123257	222	110076	131020	38140251	70885	91829	38165946	1045	38275800	38296744
Mammalia	Mammalia	Primates	Pan_paniscus	Pan_paniscus	296	42903	177492	203796	318483	0	134584	160888	275575	85932	112236	226923	1490	116177	902
Mammalia	Mammalia	Carnivora	Panthera_leo	Panthera_leo	0	25454	158263	183499	291529	78	132887	158123	266153	85341	110577	218607	522	108552	5899
Mammalia	Mammalia	Carnivora	Panthera_onca	Panthera_onca	296	28062	142913	167966	275320	219	115070	140123	247477	61718	86771	194125	1437	108791	5892
Mammalia	Mammalia	Carnivora	Panthera_pardus	Panthera_pardus	296	27998	164284	189573	297512	245	136531	161820	269759	86289	111578	219517	1465	109404	5906
Mammalia	Mammalia	Carnivora	Panthera_tigris	Panthera_tigris	0	25669	159028	184222	292915	80	133439	158633	267326	85603	110797	219490	522	109215	6151
Mammalia	Mammalia	Carnivora	Panthera_uncia	Panthera_uncia	533	28566	149384	173896	298180	257	121075	145587	269871	51632	76144	200428	84	124368	21369
Mammalia	Mammalia	Primates	Pan_troglodytes	Pan_troglodytes	298	43148	178169	204476	324544	198	135219	161526	281594	86566	112873	232941	1425	121493	6250
Mammalia	Mammalia	Primates	Papio_anubis	Papio_anubis	295	42531	178351	204988	328623	228	136048	162685	286320	81064	107701	231336	1418	125053	7173
Mammalia	Mammalia	Rodentia	Perognathus_longimembris_pacificus	Perognathus_longimembris_pacificus	213	21299	104799	122108	213873	232	83732	101041	192806	40186	57495	149260	1339	93104	3278
Mammalia	Mammalia	Rodentia	Peromyscus_californicus_insignis	Peromyscus_californicus_insignis	277	41193	144509	167063	287597	219	103535	126089	246623	63505	86059	206593	1249	121783	6831
Mammalia	Mammalia	Rodentia	Peromyscus_eremicus	Peromyscus_eremicus	277	41561	140917	163645	288040	219	99575	122303	246698	59846	82574	206969	1639	126034	9852
Mammalia	Mammalia	Rodentia	Peromyscus_leucopus	Peromyscus_leucopus	274	40402	143431	165462	290777	207	103236	125267	250582	62849	84880	210195	1116	126431	10135
Mammalia	Mammalia	Rodentia	Peromyscus_maniculatus_bairdii	Peromyscus_maniculatus_bairdii	274	41260	143768	166452	292613	24	102532	125216	251377	62450	85134	211295	1292	127453	10338
Mammalia	Mammalia	Diprotodontia	Petaurus_breviceps_papuanus	Petaurus_breviceps_papuanus	263	32278	195582	237341	390538	452	163756	205515	358712	129104	170863	324060	2838	156035	15096
Mammalia	Mammalia	Artiodactyla	Phacochoerus_africanus	Phacochoerus_africanus	294	30899	166139	189520	396728	236	135476	158857	366065	80651	104032	311240	1336	208544	102749
Mammalia	Mammalia	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	0	31575	180231	223359	372748	485	149141	192269	341658	111319	154447	303836	2465	151854	15025
Mammalia	Mammalia	Carnivora	Phoca_vitulina	Phoca_vitulina	495	26842	138901	161429	265809	221	112280	134808	239188	68598	91126	195506	1904	106284	4029
Mammalia	Mammalia	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	787	28800	142403	162616	560241	323	113926	134139	531764	66623	86836	484461	1689	399314	299712
Mammalia	Mammalia	Artiodactyla	Phocoena_sinus	Phocoena_sinus	300	28061	139673	162398	380355	281	111893	134618	352575	64352	87077	305034	1460	219417	120069
Mammalia	Mammalia	Rodentia	Phodopus_roborovskii	Phodopus_roborovskii	233	34396	133652	154458	274479	205	99461	120267	240288	60810	81616	201637	856	120877	9051
Mammalia	Mammalia	Chiroptera	Phyllostomus_discolor	Phyllostomus_discolor	295	26090	134267	152866	249699	232	108409	127008	223841	65912	84511	181344	1388	98221	3422
Mammalia	Mammalia	Chiroptera	Phyllostomus_hastatus	Phyllostomus_hastatus	296	25656	135479	153654	252212	266	110089	128264	226822	66272	84447	183005	1369	99927	4413
Mammalia	Mammalia	Primates	Piliocolobus_tephrosceles	Piliocolobus_tephrosceles	6178	42716	184397	211189	333858	232	141913	168705	291374	88979	115771	238440	6443	129112	6559
Mammalia	Mammalia	Chiroptera	Pipistrellus_kuhlii	Pipistrellus_kuhlii	260	25830	141584	172583	266971	223	115977	146976	241364	76292	107291	201679	1283	95671	3274
Mammalia	Mammalia	Primates	Pongo_abelii	Pongo_abelii	300	43591	176141	202629	320412	275	132825	159313	277096	84256	110744	228527	1536	119319	825
Mammalia	Mammalia	Primates	Pongo_pygmaeus	Pongo_pygmaeus	300	43352	176319	202823	322176	2	132969	159473	278826	84263	110767	230120	1389	120742	6194
Mammalia	Mammalia	Carnivora	Prionailurus_bengalensis	Prionailurus_bengalensis	296	27856	162458	187786	295071	243	134845	160173	267458	86675	112003	219288	1514	108799	4859
Mammalia	Mammalia	Carnivora	Prionailurus_viverrinus	Prionailurus_viverrinus	299	28386	163418	188714	296240	269	135301	160597	268123	86366	111662	219188	1546	109072	5147
Mammalia	Mammalia	Rodentia	Psammomys_obesus	Psammomys_obesus	248	35980	132923	153923	267409	244	97187	118187	231673	60628	81628	195114	1625	115111	7286
Mammalia	Mammalia	Artiodactyla	Pseudorca_crassidens	Pseudorca_crassidens	300	28011	140846	163607	375947	255	113090	135851	348191	64592	87353	299693	1489	213829	4926
Mammalia	Mammalia	Chiroptera	Pteronotus_mesoamericanus	Pteronotus_mesoamericanus	0	26524	137424	155965	255576	266	111166	129707	229318	66791	85332	184943	1347	100958	4632
Mammalia	Mammalia	Chiroptera	Pteropus_alecto	Pteropus_alecto	0	21341	125949	146865	249630	239	104847	125763	228528	63736	84652	187417	963	103728	4771
Mammalia	Mammalia	Chiroptera	Pteropus_medius	Pteropus_medius	0	19685	123501	144960	248730	203	104019	125478	229248	62971	84430	188200	1326	105096	4783
Mammalia	Mammalia	Chiroptera	Pteropus_vampyrus	Pteropus_vampyrus	292	21867	129990	158647	279331	239	108362	137019	257703	65934	94591	215275	359	121043	4789
Mammalia	Mammalia	Carnivora	Puma_concolor	Puma_concolor	1199	33518	169356	192020	473930	4582	140420	163084	444994	78850	101514	383424	623	282533	179046
Mammalia	Mammalia	Rodentia	Rattus_norvegicus	Rattus_norvegicus	0	14107	119792	142457	251087	215	105900	128565	237195	68170	90835	199465	891	109521	7303
Mammalia	Mammalia	Rodentia	Rattus_rattus	Rattus_rattus	0	33910	137836	159499	268939	219	104145	125808	235248	66971	88634	198074	1175	110615	7504
Mammalia	Mammalia	Chiroptera	Rhinolophus_ferrumequinum	Rhinolophus_ferrumequinum	142	25192	128885	151672	251441	223	103916	126703	226472	64506	87293	187062	1198	100967	5864
Mammalia	Mammalia	Primates	Rhinopithecus_bieti	Rhinopithecus_bieti	297	41125	180739	204842	330532	231	139845	163948	289638	86661	110764	236454	7185	132875	6564
Mammalia	Mammalia	Primates	Rhinopithecus_roxellana	Rhinopithecus_roxellana	297	41135	178132	204179	327505	232	137229	163276	286602	83907	109954	233280	1375	124701	6756
Mammalia	Mammalia	Chiroptera	Rousettus_aegyptiacus	Rousettus_aegyptiacus	293	21876	126012	147406	246071	240	104376	125770	224435	62378	83772	182437	1304	99969	4806
Mammalia	Mammalia	Chiroptera	Saccopteryx_bilineata	Saccopteryx_bilineata	1739	36935	170947	188808	295141	275	134287	152148	258481	89427	107288	213621	1245	107578	6828
Mammalia	Mammalia	Chiroptera	Saccopteryx_leptura	Saccopteryx_leptura	1486	34629	171823	189894	298933	275	137469	155540	264579	88527	106598	215637	1253	110292	5931
Mammalia	Mammalia	Artiodactyla	Sagmatias_obliquidens	Sagmatias_obliquidens	299	26750	139582	162335	377373	267	113099	135852	350890	64717	87470	302508	104	215142	117229
Mammalia	Mammalia	Primates	Saimiri_boliviensis	Saimiri_boliviensis	296	36270	179687	205112	335651	228	143645	169070	299609	89622	115047	245586	1362	131901	4699
Mammalia	Mammalia	Primates	Sapajus_apella	Sapajus_apella	297	36797	171864	197966	326936	219	135286	161388	290358	82861	108963	237933	1384	130354	4743
Mammalia	Mammalia	Dasyuromorphia	Sarcophilus_harrisii	Sarcophilus_harrisii	186	32194	183326	220820	339992	436	151568	189062	308234	119744	157238	276410	1857	121029	10754
Mammalia	Mammalia	Rodentia	Sciurus_carolinensis	Sciurus_carolinensis	0	8404	133586	155209	263935	247	125429	147052	255778	77525	99148	207874	1317	110043	5703
Mammalia	Mammalia	Eulipotyphla	Sorex_araneus	Sorex_araneus	120	21308	120843	139343	204712	284	99819	118319	183688	58721	77221	142590	1226	66595	15173
Mammalia	Mammalia	Eulipotyphla	Sorex_fumeus	Sorex_fumeus	0	21868	119692	137608	192771	281	98105	116021	171184	58597	76513	131676	1299	56462	4858
Mammalia	Mammalia	Chiroptera	Sturnira_hondurensis	Sturnira_hondurensis	329	27450	142350	160980	258472	256	115156	133786	231278	70262	88892	186384	1388	98880	4377
Mammalia	Mammalia	Eulipotyphla	Suncus_etruscus	Suncus_etruscus	0	34030	153844	173658	239964	4016	123830	143644	209950	66954	86768	153074	1207	67513	6121
Mammalia	Mammalia	Carnivora	Suricata_suricatta	Suricata_suricatta	294	29507	142436	163399	267932	290	113219	134182	238715	66643	87606	192139	1173	105706	4859
