Group	IL34_status	Order	Species_name	Species	FCSK-COG4	FCSK-SF3B3	FCSK-MTSS2	FCSK-VAC14	FCSK-HYDIN	COG4-SF3B3	COG4-MTSS2	COG4-VAC14	COG4-HYDIN	SF3B3-MTSS2	SF3B3-VAC14	SF3B3-HYDIN	MTSS2-VAC14	MTSS2-HYDIN	VAC14-HYDIN
Mammalia	1	Carnivora	Halichoerus_grypus	Halichoerus_grypus	303	26997	138542	160937	264504	198	111743	134138	237705	68364	90759	194326	1562	105129	3040
Mammalia	1	Rodentia	Heterocephalus_glaber	Heterocephalus_glaber	265	32174	152834	173838	285394	160	120820	141824	253380	74368	95372	206928	1396	112952	8251
Mammalia	1	Artiodactyla	Hippopotamus_amphibius_kiboko	Hippopotamus_amphibius_kiboko	267	27131	133745	155993	342415	261	106875	129123	315545	64579	86827	273249	1575	187997	91299
Mammalia	1	Chiroptera	Hipposideros_armiger	Hipposideros_armiger	303	25820	145960	169749	276651	226	120366	144155	251057	71373	95162	202064	1435	108337	6348
Mammalia	1	Carnivora	Hyaena_hyaena	Hyaena_hyaena	297	28229	147225	170255	275593	284	119280	142310	247648	71826	94856	200194	1524	106862	5240
Mammalia	1	Primates	Hylobates_moloch	Hylobates_moloch	312	39562	174271	198148	317893	353	135062	158939	278684	83870	107747	227492	3393	123138	6862
Mammalia	1	Rodentia	Ictidomys_tridecemlineatus	Ictidomys_tridecemlineatus	436	30492	149155	172409	279380	254	118917	142171	249142	70941	94195	201166	6618	113589	5333
Mammalia	1	Rodentia	Jaculus_jaculus	Jaculus_jaculus	573	43030	231178	256321	396580	252	188400	213543	353802	126919	152062	292321	1311	141570	8961
Mammalia	1	Artiodactyla	Lagenorhynchus_albirostris	Lagenorhynchus_albirostris	300	30557	143586	164104	379042	2818	115847	136365	351303	58481	78999	293937	8506	223444	117041
Mammalia	1	Primates	Lemur_catta	Lemur_catta	298	27103	127810	149410	361858	269	100976	122576	335024	57430	79030	291478	1408	213856	113647
Mammalia	1	Carnivora	Leopardus_geoffroyi	Leopardus_geoffroyi	297	28163	160264	186129	293186	224	132325	158190	265247	73684	99549	206606	2058	109115	4922
Mammalia	1	Lagomorpha	Lepus_europaeus	Lepus_europaeus	1063	36071	165328	187162	293552	255	129512	151346	257736	70833	92667	199057	1403	107793	5244
Mammalia	1	Artiodactyla	Lipotes_vexillifer	Lipotes_vexillifer	699	28942	145892	166724	382050	663	117613	138445	353771	70130	90962	306288	1922	217248	113600
Mammalia	1	Carnivora	Lontra_canadensis	Lontra_canadensis	287	28070	139515	160559	264131	251	111696	132740	236312	68050	89094	192666	1900	105472	4328
Mammalia	1	Proboscidea	Loxodonta_africana	Loxodonta_africana	0	30284	168466	190369	296633	245	138427	160330	266594	83583	105486	211750	1651	107915	2993
Mammalia	1	Carnivora	Lutra_lutra	Lutra_lutra	303	29456	140452	163631	267608	234	111230	134409	238386	67244	90423	194400	1331	105308	4822
Mammalia	1	Carnivora	Lynx_canadensis	Lynx_canadensis	298	28485	161971	187323	294705	275	133761	159113	266495	85998	111350	218732	1648	109030	4934
Mammalia	1	Carnivora	Lynx_rufus	Lynx_rufus	297	28242	162807	188276	296102	299	134864	160333	268159	86801	112270	220096	1661	109487	5951
Mammalia	1	Primates	Macaca_fascicularis	Macaca_fascicularis	299	40418	179623	206227	328558	260	139465	166069	288400	85407	112011	234342	1383	123714	7020
Mammalia	1	Primates	Macaca_mulatta	Macaca_mulatta	297	40680	178923	205645	327050	217	138460	165182	286587	85081	111803	233208	1540	122945	6578
Mammalia	1	Primates	Macaca_nemestrina	Macaca_nemestrina	299	40598	177649	204282	326263	226	137277	163910	285891	83309	109942	231923	1573	123554	6661
Mammalia	1	Primates	Macaca_thibetana_thibetana	Macaca_thibetana_thibetana	302	40603	179717	206312	328212	236	139350	165945	287845	85280	111875	233775	1403	123303	6567
Mammalia	1	Primates	Mandrillus_leucophaeus	Mandrillus_leucophaeus	294	49684	192146	230291	377185	230	142692	180837	327731	82670	120815	267709	7615	154509	6561
Mammalia	1	Pholidota	Manis_javanica	Manis_javanica	297	23442	143185	164364	276040	189	119932	141111	252787	66989	88168	199844	5673	117349	3177
Mammalia	1	Pholidota	Manis_pentadactyla	Manis_pentadactyla	94	23351	146617	169774	275064	192	123458	146615	251905	62271	85428	190718	1395	106685	3504
Mammalia	1	Rodentia	Marmota_flaviventris	Marmota_flaviventris	284	30042	148938	171530	286523	283	119179	141771	256764	70029	92621	207614	1444	116437	6183
Mammalia	1	Rodentia	Marmota_marmota_marmota	Marmota_marmota_marmota	284	30258	151999	172077	280810	250	121991	142069	250802	73574	93652	202385	5237	113970	5013
Mammalia	1	Rodentia	Marmota_monax	Marmota_monax	284	30001	148643	172055	279306	291	118933	142345	249596	69751	93163	200414	1987	109238	5044
Mammalia	1	Rodentia	Mastomys_coucha	Mastomys_coucha	711	39527	151735	172261	281969	193	112401	132927	242635	74230	94756	204464	1073	110781	9117
Mammalia	1	Carnivora	Meles_meles	Meles_meles	306	27365	137379	160771	264979	245	110259	133651	237859	65599	88991	193199	1472	105680	4613
Mammalia	1	Rodentia	Meriones_unguiculatus	Meriones_unguiculatus	255	35399	132136	152436	265260	217	96954	117254	230078	61052	81352	194176	992	113816	6897
Mammalia	1	Rodentia	Mesocricetus_auratus	Mesocricetus_auratus	260	33192	140453	162635	281263	220	107481	129663	248291	68540	90722	209350	1056	119684	8805
Mammalia	1	Artiodactyla	Mesoplodon_densirostris	Mesoplodon_densirostris	320	28465	146460	169458	372227	274	118269	141267	344036	70333	93331	296100	1632	204401	108073
Mammalia	1	Primates	Microcebus_murinus	Microcebus_murinus	294	28838	148999	169710	273860	212	120373	141084	245234	64974	85685	189835	4866	109016	4987
Mammalia	1	Rodentia	Microtus_ochrogaster	Microtus_ochrogaster	86	35031	138788	160214	428723	150	103907	125333	393842	62694	84120	352629	925	269434	156282
Mammalia	1	Rodentia	Microtus_oregoni	Microtus_oregoni	138	35151	137247	159413	282003	131	102227	124393	246983	61109	83275	205865	595	123185	6394
Mammalia	1	Chiroptera	Miniopterus_natalensis	Miniopterus_natalensis	3	24481	126327	146078	247743	480	102326	122077	223742	61625	81376	183041	2288	103953	2092
Mammalia	1	Carnivora	Mirounga_angustirostris	Mirounga_angustirostris	304	27743	140044	162961	268455	0	112264	135181	240675	68573	91490	196984	8411	113905	5204
Mammalia	1	Carnivora	Mirounga_leonina	Mirounga_leonina	304	28236	142524	160221	266082	231	114519	132216	238077	70874	88571	194432	3461	109322	5853
Mammalia	1	Chiroptera	Molossus_molossus	Molossus_molossus	328	31575	164400	182858	294402	269	133094	151552	263096	81442	99900	211444	6252	117796	13263
Mammalia	1	Didelphimorphia	Monodelphis_domestica	Monodelphis_domestica	285	35088	206168	244448	518737	412	171492	209772	484061	131667	169947	444236	1569	275858	149607
Mammalia	1	Artiodactyla	Monodon_monoceros	Monodon_monoceros	119	28195	141067	162024	372159	336	113208	134165	344300	66378	87335	297470	1605	211740	112454
Mammalia	1	Artiodactyla	Moschus_berezovskii	Moschus_berezovskii	1063	25539	139064	160346	38621062	240	113765	135047	38636633	71637	92919	38661109	916	38774634	38795916
Mammalia	1	Rodentia	Mus_caroli	Mus_caroli	235	35687	141565	162731	267988	228	106106	127272	232529	70448	91614	196871	598	105855	8257
Mammalia	1	Rodentia	Mus_musculus	Mus_musculus	223	35511	141057	162059	272204	0	105201	126203	236348	69092	90094	200239	1079	111224	8315
Mammalia	1	Rodentia	Mus_pahari	Mus_pahari	226	33064	143917	164249	274071	248	111101	131433	241255	72778	93110	202932	987	110809	10436
Mammalia	1	Carnivora	Mustela_erminea	Mustela_erminea	289	27756	137130	159975	264249	240	109614	132459	236733	66222	89067	193341	1486	105760	4860
Mammalia	1	Carnivora	Mustela_lutreola	Mustela_lutreola	305	27583	136535	159113	261755	231	109183	131761	234403	66704	89282	191924	1508	104150	3957
Mammalia	1	Carnivora	Mustela_nigripes	Mustela_nigripes	307	27008	136171	158952	261192	247	109410	132191	234431	66698	89479	191719	8685	110925	3957
Mammalia	1	Carnivora	Mustela_putorius_furo	Mustela_putorius_furo	305	27176	135533	158058	260293	222	108579	131104	233339	66424	88949	191184	1496	103731	3928
Mammalia	1	Rodentia	Myodes_glareolus	Myodes_glareolus	273	37293	139592	161184	276452	0	102224	123816	239084	64425	86017	201285	5689	120957	6522
Mammalia	1	Chiroptera	Myotis_brandtii	Myotis_brandtii	295	28183	157877	174634	273597	168	129862	146619	245582	86044	102801	201764	2848	101811	273
Mammalia	1	Chiroptera	Myotis_daubentonii	Myotis_daubentonii	284	28250	145837	163949	261297	243	117830	135942	233290	73123	91235	188583	1258	98606	2952
Mammalia	1	Chiroptera	Myotis_lucifugus	Myotis_lucifugus	288	26432	151794	164731	265909	196	125558	138495	239673	82917	95854	197032	1699	102877	3067
Mammalia	1	Chiroptera	Myotis_myotis	Myotis_myotis	873	28562	148676	166690	264206	2221	122335	140349	237865	76409	94423	191939	5609	103125	2717
Mammalia	1	Chiroptera	Myotis_yumanensis	Myotis_yumanensis	295	28797	151005	169058	268783	274	122482	140535	240260	77747	95800	195525	1111	100836	2005
Mammalia	1	Rodentia	Nannospalax_galili	Nannospalax_galili	227	44619	188786	211536	336370	237	144404	167154	291988	88106	110856	235690	1445	126279	10620
Mammalia	1	Carnivora	Neofelis_nebulosa	Neofelis_nebulosa	296	28235	163575	188835	298001	244	135584	160844	270010	87605	112865	222031	1467	110633	6208
Mammalia	1	Carnivora	Neogale_vison	Neogale_vison	291	26421	134949	157985	261553	267	108795	131831	235399	65612	88648	192216	1492	105060	4759
Mammalia	1	Carnivora	Neomonachus_schauinslandi	Neomonachus_schauinslandi	305	27679	143288	167887	436910	324	115933	140532	409555	73338	97937	366960	7834	276857	168944
Mammalia	1	Artiodactyla	Neophocaena_asiaeorientalis_asiaeorientalis	Neophocaena_asiaeorientalis_asiaeorientalis	300	28244	139871	159997	351171	316	111943	132069	323243	65324	85450	276624	1371	192545	22572
Mammalia	1	Primates	Nomascus_leucogenys	Nomascus_leucogenys	297	77682	174466	198578	318925	37798	134582	158694	279041	83863	107975	228322	3380	123727	6538
Mammalia	1	Carnivora	Nyctereutes_procyonoides	Nyctereutes_procyonoides	301	28077	152326	174937	281812	270	124519	147130	254005	69395	92006	198881	1371	108246	6453
Mammalia	1	Primates	Nycticebus_coucang	Nycticebus_coucang	288	37806	180629	205456	311790	242	143065	167892	274226	85548	110375	216709	1249	107583	7874
Mammalia	1	Lagomorpha	Ochotona_curzoniae	Ochotona_curzoniae	275	30261	126913	145791	233279	261	96913	115791	203279	58407	77285	164773	1465	88953	3885
Mammalia	1	Lagomorpha	Ochotona_princeps	Ochotona_princeps	23	30062	136912	155126	384102	195	107045	125259	354235	63097	81311	310287	1641	230617	136833
Mammalia	1	Rodentia	Octodon_degus	Octodon_degus	446	37695	168997	186586	307691	242	131544	149133	270238	84106	101695	222800	1222	122327	15121
Mammalia	1	Carnivora	Odobenus_rosmarus_divergens	Odobenus_rosmarus_divergens	311	27266	142772	163540	268892	304	115810	136578	241930	71293	92061	197413	1607	106959	4981
Mammalia	1	Artiodactyla	Orcinus_orca	Orcinus_orca	300	27990	140868	163636	374740	240	113118	135886	346990	38971	61739	272843	8064	219168	5032
Mammalia	1	Monotremata	Ornithorhynchus_anatinus	Ornithorhynchus_anatinus	1603	32756	123457	166533	363315	76	90777	133853	330635	55089	98165	294947	8544	205326	45108
Mammalia	1	Tubulidentata	Orycteropus_afer_afer	Orycteropus_afer_afer	1723	36981	166555	188793	305078	2591	132165	154403	270688	82733	104971	221256	802	117087	5294
Mammalia	1	Lagomorpha	Oryctolagus_cuniculus	Oryctolagus_cuniculus	269	36353	164224	186948	292998	215	128086	150810	256860	66673	89397	195447	1249	107299	5343
Mammalia	1	Artiodactyla	Oryx_dammah	Oryx_dammah	253	25470	133966	159413	37903937	81	108577	134024	37921397	69311	94758	37946614	5981	38055110	38080557
Mammalia	1	Primates	Otolemur_garnettii	Otolemur_garnettii	280	38419	174709	198166	312354	230	136520	159977	274165	80820	104277	218465	1540	115728	7712
Mammalia	1	Artiodactyla	Ovis_aries	Ovis_aries	254	25801	133377	154177	38179702	267	107843	128643	38195673	68577	89377	38221220	922	38328796	38349596
Mammalia	1	Artiodactyla	Ovis_canadensis	Ovis_canadensis	252	25947	135801	156745	38123257	222	110076	131020	38140251	70885	91829	38165946	1045	38275800	38296744
Mammalia	1	Primates	Pan_paniscus	Pan_paniscus	296	43120	177492	203796	318483	212	134584	160888	275575	85932	112236	226923	8195	122882	902
Mammalia	1	Carnivora	Panthera_leo	Panthera_leo	296	27800	160398	185634	369114	289	132887	158123	341603	85341	110577	294057	522	184002	81349
Mammalia	1	Carnivora	Panthera_onca	Panthera_onca	296	28062	142913	167966	275320	219	115070	140123	247477	61718	86771	194125	1439	108793	5893
Mammalia	1	Carnivora	Panthera_pardus	Panthera_pardus	296	28008	164284	189573	297512	255	136531	161820	269759	86289	111578	219517	1466	109405	5906
Mammalia	1	Carnivora	Panthera_tigris	Panthera_tigris	296	28012	161163	186357	370358	288	133439	158633	342634	85603	110797	294798	522	184523	81459
Mammalia	1	Carnivora	Panthera_uncia	Panthera_uncia	533	28566	149384	173896	298180	257	121075	145587	269871	51632	76144	200428	84	124368	21370
Mammalia	1	Primates	Pan_troglodytes	Pan_troglodytes	298	43148	178169	204476	536700	7403	142424	168731	500955	86566	112873	445097	1427	333651	218406
Mammalia	1	Primates	Papio_anubis	Papio_anubis	295	42531	178351	204988	328623	228	136048	162685	286320	81744	108381	232016	1418	125053	7173
Mammalia	1	Rodentia	Perognathus_longimembris_pacificus	Perognathus_longimembris_pacificus	213	21299	104799	122108	213873	232	83732	101041	192806	40186	57495	149260	1339	93104	3304
Mammalia	1	Rodentia	Peromyscus_californicus_insignis	Peromyscus_californicus_insignis	277	41208	144509	167063	287598	234	103535	126089	246624	63505	86059	206594	1249	121784	6832
Mammalia	1	Rodentia	Peromyscus_eremicus	Peromyscus_eremicus	277	41561	140917	163645	288040	219	99575	122303	246698	59846	82574	206969	1639	126034	9852
Mammalia	1	Rodentia	Peromyscus_leucopus	Peromyscus_leucopus	274	40402	143431	165462	290777	207	103236	125267	250582	62849	84880	210195	1288	126603	10135
Mammalia	1	Rodentia	Peromyscus_maniculatus_bairdii	Peromyscus_maniculatus_bairdii	274	41260	143768	166452	292613	24	102532	125216	251377	62450	85134	211295	1292	127453	10338
Mammalia	1	Diprotodontia	Petaurus_breviceps_papuanus	Petaurus_breviceps_papuanus	263	32278	195582	237341	390538	452	163756	205515	358712	129104	170863	324060	2840	156037	15096
Mammalia	1	Artiodactyla	Phacochoerus_africanus	Phacochoerus_africanus	294	30899	166139	189520	396728	236	135476	158857	366065	80651	104032	311240	1502	208710	102749
Mammalia	1	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	0	32452	180231	223359	372748	1362	149141	192269	341658	111319	154447	303836	2465	151854	15026
Mammalia	1	Carnivora	Phoca_vitulina	Phoca_vitulina	495	26842	138901	161429	265809	221	112280	134808	239188	68598	91126	195506	1904	106284	4029
Mammalia	1	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	787	28800	142403	162616	560241	323	113926	134139	531764	66623	86836	484461	1689	399314	299712
Mammalia	1	Artiodactyla	Phocoena_sinus	Phocoena_sinus	300	28061	139673	162400	380355	281	111893	134620	352575	64352	87079	305034	1462	219417	120082
Mammalia	1	Rodentia	Phodopus_roborovskii	Phodopus_roborovskii	233	34396	133652	154458	274479	205	99461	120267	240288	60810	81616	201637	856	120877	9051
Mammalia	1	Chiroptera	Phyllostomus_discolor	Phyllostomus_discolor	295	26116	136790	152878	321452	258	110932	127020	295594	68553	84641	253215	1402	169976	75176
Mammalia	1	Chiroptera	Phyllostomus_hastatus	Phyllostomus_hastatus	296	25658	135482	158246	252212	268	110092	132856	226822	66275	89039	183005	5962	99928	4413
Mammalia	1	Primates	Piliocolobus_tephrosceles	Piliocolobus_tephrosceles	6178	42716	184397	211189	333858	232	141913	168705	291374	88979	115771	238440	6443	129112	6562
Mammalia	1	Chiroptera	Pipistrellus_kuhlii	Pipistrellus_kuhlii	260	25851	155092	172583	266971	244	129485	146976	241364	89800	107291	201679	1283	95671	3275
Mammalia	1	Primates	Pongo_abelii	Pongo_abelii	300	43591	176141	202629	320412	275	132825	159313	277096	84256	110744	228527	1540	119323	825
Mammalia	1	Primates	Pongo_pygmaeus	Pongo_pygmaeus	300	43352	176319	202823	322176	2	132969	159473	278826	84263	110767	230120	1392	120745	6194
Mammalia	1	Carnivora	Prionailurus_bengalensis	Prionailurus_bengalensis	296	27873	162458	187786	295071	260	134845	160173	267458	86675	112003	219288	1590	108875	4908
Mammalia	1	Carnivora	Prionailurus_viverrinus	Prionailurus_viverrinus	299	28404	163418	188714	297010	287	135301	160597	268893	86366	111662	219958	1546	109842	5917
Mammalia	1	Rodentia	Psammomys_obesus	Psammomys_obesus	248	35980	132923	153923	267409	244	97187	118187	231673	60628	81628	195114	1625	115111	7286
Mammalia	1	Artiodactyla	Pseudorca_crassidens	Pseudorca_crassidens	300	28011	140846	163607	375947	255	113090	135851	348191	64592	87353	299693	1489	213829	4928
Mammalia	1	Chiroptera	Pteronotus_mesoamericanus	Pteronotus_mesoamericanus	0	26524	137424	155965	255576	266	111166	129707	229318	66791	85332	184943	1347	100958	4632
Mammalia	1	Chiroptera	Pteropus_alecto	Pteropus_alecto	292	22673	127093	148009	250774	427	104847	125763	228528	63736	84652	187417	963	103728	4771
Mammalia	1	Chiroptera	Pteropus_medius	Pteropus_medius	887	22653	126259	147718	251488	413	104019	125478	229248	65300	86759	190529	1478	105248	4783
Mammalia	1	Chiroptera	Pteropus_vampyrus	Pteropus_vampyrus	292	22055	129990	159096	279331	427	108362	137468	257703	68262	97368	217603	808	121043	5063
Mammalia	1	Carnivora	Puma_concolor	Puma_concolor	1199	33518	169356	192020	473930	4582	140420	163084	444994	78850	101514	383424	623	282533	179046
Mammalia	1	Rodentia	Rattus_norvegicus	Rattus_norvegicus	232	34494	140179	162844	271474	239	105924	128589	237219	68447	91112	199742	891	109521	7303
Mammalia	1	Rodentia	Rattus_rattus	Rattus_rattus	0	33910	137836	159499	268939	219	104145	125808	235248	66971	88634	198074	1178	110618	7504
Mammalia	1		Rhinolophus_ferrumequinum	Rhinolophus_ferrumequinum	147	25192	128887	151672	251441	223	103918	126703	226472	64508	87293	187062	5809	105578	5864
Mammalia	1	Primates	Rhinopithecus_bieti	Rhinopithecus_bieti	297	41125	180739	205496	330532	231	139845	164602	289638	86661	111418	236454	7839	132875	6564
Mammalia	1	Primates	Rhinopithecus_roxellana	Rhinopithecus_roxellana	297	41135	178132	204179	327505	232	137229	163276	286602	83907	109954	233280	1375	124701	6759
Mammalia	1	Chiroptera	Rousettus_aegyptiacus	Rousettus_aegyptiacus	293	21876	126012	147406	246071	240	104376	125770	224435	62378	83772	182437	1304	99969	4809
Mammalia	1	Chiroptera	Saccopteryx_bilineata	Saccopteryx_bilineata	1739	36935	170947	188808	295141	275	134287	152148	258481	89427	107288	213621	1245	107578	6828
Mammalia	1	Chiroptera	Saccopteryx_leptura	Saccopteryx_leptura	1486	34629	171823	189894	298933	275	137469	155540	264579	88527	106598	215637	1253	110292	6018
Mammalia	1	Artiodactyla	Sagmatias_obliquidens	Sagmatias_obliquidens	299	26750	139582	162335	377373	267	113099	135852	350890	64717	87470	302508	104	215142	117250
Mammalia	1	Primates	Saimiri_boliviensis	Saimiri_boliviensis	296	36270	179687	205112	335651	228	143645	169070	299609	89622	115047	245586	1362	131901	4699
Mammalia	1	Primates	Sapajus_apella	Sapajus_apella	297	36797	171864	197966	326936	229	135296	161398	290368	82861	108963	237933	1384	130354	4743
Mammalia	1	Dasyuromorphia	Sarcophilus_harrisii	Sarcophilus_harrisii	186	32194	183326	220820	339992	436	151568	189062	308234	119744	157238	276410	1858	121030	10754
Mammalia	1	Rodentia	Sciurus_carolinensis	Sciurus_carolinensis	0	8404	133586	155209	263935	247	125429	147052	255778	77525	99148	207874	1317	110043	5703
Mammalia	1	Eulipotyphla	Sorex_araneus	Sorex_araneus	120	21308	120843	139343	204712	284	99819	118319	183688	58721	77221	142590	1226	66595	15173
Mammalia	1	Eulipotyphla	Sorex_fumeus	Sorex_fumeus	0	21868	119692	137608	192771	281	98105	116021	171184	58597	76513	131676	1299	56462	4858
Mammalia	1	Chiroptera	Sturnira_hondurensis	Sturnira_hondurensis	329	27450	144882	160980	258472	256	117688	133786	231278	72794	88892	186384	1528	99020	4377
Mammalia	1	Eulipotyphla	Suncus_etruscus	Suncus_etruscus	0	34030	153844	173658	239964	4016	123830	143644	209950	66954	86768	153074	1207	67513	6121
Mammalia	1	Carnivora	Suricata_suricatta	Suricata_suricatta	294	29507	142436	163399	267932	290	113219	134182	238715	66643	87606	192139	1173	105706	4859
Mammalia	1	Artiodactyla	Sus_scrofa	Sus_scrofa	296	32129	167808	191220	402696	268	135947	159359	370835	81708	105120	316596	1490	212966	104031
Mammalia	1	Primates	Symphalangus_syndactylus	Symphalangus_syndactylus	1834	40202	176884	200750	484811	0	136608	160474	444535	86451	110317	394378	1645	285706	170426
Mammalia	1	Monotremata	Tachyglossus_aculeatus	Tachyglossus_aculeatus	1356	33514	144442	196651	382701	114	111042	163251	349301	70672	122881	308931	11012	197062	8606
Mammalia	1	Eulipotyphla	Talpa_occidentalis	Talpa_occidentalis	0	25208	136508	276385	328985	238	111538	251415	304015	66649	206526	259126	119065	171665	3184
Mammalia	1	Primates	Theropithecus_gelada	Theropithecus_gelada	293	43862	181290	213210	336051	252	137680	169600	292441	82455	114375	237216	6597	129438	6862
Mammalia	1	Primates	Trachypithecus_francoisi	Trachypithecus_francoisi	300	42647	177303	202962	325444	223	134879	160538	283020	79401	105060	227542	2030	124512	6910
Mammalia	1	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	1063	31957	151619	172834	286948	287	119949	141164	255278	69751	90966	205080	1995	116109	3316
Mammalia	1	Diprotodontia	Trichosurus_vulpecula	Trichosurus_vulpecula	268	31885	186926	226612	379239	465	155506	195192	347819	121507	161193	313820	2647	155274	14758
Mammalia	1	Scandentia	Tupaia_chinensis	Tupaia_chinensis	274	34595	169162	196259	316737	489	135056	162153	282631	78885	105982	226460	6516	126994	4432
Mammalia	1	Artiodactyla	Tursiops_truncatus	Tursiops_truncatus	299	28007	140778	162014	377145	257	113028	134264	349395	64521	85757	300888	108	215239	117227
Mammalia	1	Rodentia	Urocitellus_parryii	Urocitellus_parryii	403	31488	159653	182323	291221	292	128457	151127	260025	82388	105058	213956	1486	110384	5978
Mammalia	1	Carnivora	Ursus_americanus	Ursus_americanus	304	26635	129822	151453	257468	224	103411	125042	231057	61891	83522	189537	1574	107589	5166
Mammalia	1	Carnivora	Ursus_arctos	Ursus_arctos	306	26155	130028	150621	256270	0	103836	124429	230078	62458	83051	188700	1565	107214	5004
Mammalia	1	Carnivora	Ursus_maritimus	Ursus_maritimus	306	26682	131202	151063	256622	248	104768	124629	230188	63340	83201	188760	1626	107185	5129
Mammalia	1	Artiodactyla	Vicugna_pacos	Vicugna_pacos	303	23586	121822	145115	290613	255	98491	121784	267282	54175	77468	222966	1009	146507	65294
Mammalia	1	Diprotodontia	Vombatus_ursinus	Vombatus_ursinus	251	32823	184618	223338	362932	505	152300	191020	330614	118571	157291	296885	2726	142320	15431
Mammalia	1	Carnivora	Vulpes_lagopus	Vulpes_lagopus	302	24246	155119	177509	284822	253	131126	153516	260829	78187	100577	207890	1208	108521	6225
Mammalia	1	Carnivora	Vulpes_vulpes	Vulpes_vulpes	292	31756	157347	177675	285020	260	125851	146179	253524	72890	93218	200563	5556	112901	6223
Mammalia	1	Carnivora	Zalophus_californianus	Zalophus_californianus	285	27523	139069	161549	267656	181	111727	134207	240314	68872	91352	197459	5745	111852	4075
Sarcopterygii	1	Ceratodontiformes	Protopterus_annectens	Protopterus_annectens	317347	1190683	8745237	10264795	14608231	60	10918544	12438102	16781538	11791880	13311438	17654874	276601	4620037	952316
Squamata	0	Squamata	Anolis_carolinensis	Anolis_carolinensis	0	14667	44074	91828	173384	51	29458	77212	158768	987	48741	130297	3756	85312	9158
Squamata	0	Squamata	Anolis_sagrei	Anolis_sagrei	88	27994	82626	156434	262173	139	54771	128579	234318	5454	79262	185001	4788	110527	8024
Squamata	0	Squamata	Candoia_aspera	Candoia_aspera	14013	34293	88078	155030	213406	0	53403	120355	178731	4961	71913	130289	995	59371	355
Squamata	0	Squamata	Crotalus_tigris	Crotalus_tigris	1793	13440	294742	267417	155633	0	281170	253845	142061	249169	221844	110060	135	32729	5404
Squamata	0	Squamata	Elgaria_multicarinata_webbii	Elgaria_multicarinata_webbii	1926	37206	96390	200393	311569	1052	60236	164239	275415	2912	106915	218091	2209	113385	5107
Squamata	0	Squamata	Erythrolamprus_reginae	Erythrolamprus_reginae	2410	20790	67985	114428	226592	0	47157	93600	205764	1327	47770	159934	387	112551	78398
Squamata	0	Squamata	Eublepharis_macularius	Eublepharis_macularius	3549206	3576971	3618432	3710243	3837044	129	41590	133401	260202	6211	98022	224823	4028	130829	3171
Squamata	0	Squamata	Euleptes_europaea	Euleptes_europaea	9803	32168	77311	163257	311869	2182	47325	133271	281883	7227	93173	241785	5999	154611	4308
Squamata	0	Squamata	Hemicordylus_capensis	Hemicordylus_capensis	2155	20304	57738	115179	212507	88	37522	94963	192291	664	58105	155433	2565	99893	34181
Squamata	0	Squamata	Heteronotia_binoei	Heteronotia_binoei	9529	31346	91888	180704	353612	96	60638	149454	322362	5208	94024	266932	4620	177528	4978
Squamata	0	Squamata	Lacerta_agilis	Lacerta_agilis	7	18012	56250	116532	192629	1113	39351	99633	175730	5563	65845	141942	1789	77886	1785
Squamata	0	Squamata	Notechis_scutatus	Notechis_scutatus	1399	24988	74448	143605	184378	0	49372	118529	159302	15532	84689	125462	927	41700	165
Squamata	0	Squamata	Pantherophis_guttatus	Pantherophis_guttatus	2597	23010	75225	130599	196193	65	52280	107654	173248	4633	60007	125601	624	66218	164
Squamata	0	Squamata	Pituophis_catenifer_annectens	Pituophis_catenifer_annectens	2409	22705	97113	148025	209453	89	74497	125409	186837	23363	74275	135703	554	61982	192
Squamata	0	Squamata	Podarcis_raffonei	Podarcis_raffonei	1999	19092	55787	112319	184052	1158	37853	94385	166118	3314	59846	131579	1704	73437	1291
Squamata	0	Squamata	Pogona_vitticeps	Pogona_vitticeps	1069	11622	41035	72062	119796	1100	30513	61540	109274	3985	35012	82746	9343	57077	1257
Squamata	0	Squamata	Protobothrops_mucrosquamatus	Protobothrops_mucrosquamatus	728	15101	338247	306119	186252	641	323787	291659	171792	291711	259583	139716	1051	32402	274
Squamata	0	Squamata	Pseudonaja_textilis	Pseudonaja_textilis	1366	22509	63733	135569	172105	34	41258	113094	149630	2399	74235	110771	5801	42337	177
Squamata	0	Squamata	Rhineura_floridana	Rhineura_floridana	75	41291	112043	195231	609232	0	70668	153856	567857	5356	88544	502545	3600	417601	253477
Squamata	0	Squamata	Sphaerodactylus_townsendi	Sphaerodactylus_townsendi	4794	20936	57038	138641	246086	0	35963	117566	225011	622	82225	189670	3936	111381	2442
Squamata	0	Squamata	Thamnophis_elegans	Thamnophis_elegans	1279	17446	57837	121066	164590	13	40404	103633	147157	0	63138	106662	712	44236	86
Squamata	0	Squamata	Varanus_komodoensis	Varanus_komodoensis	501	18997	52942	88949	122195	2213	36158	72165	105411	2581	38588	71834	1684	34930	1168
Squamata	0	Squamata	Zootoca_vivipara	Zootoca_vivipara	0	16744	55017	117670	199286	375	38648	101301	182917	2986	65639	147255	376	81992	82
