Gene_name	Species_name	GC_content
DIP2A	Balaenoptera_acutorostrata	63.39
DIP2A	Anomalospiza_imberbis	51.84
DIP2A	Gopherus_evgoodei	48.42
DIP2A	Motacilla_alba_alba	51.84
DIP2A	Phascolarctos_cinereus	57.60
DIP2A	Acinonyx_jubatus	58.92
DIP2A	Ailuropoda_melanoleuca	60.19
DIP2A	Leopardus_geoffroyi	59.05
DIP2A	Sturnus_vulgaris	51.84
DIP2A	Calidris_pugnax	47.64
DIP2A	Bombina_bombina	49.22
DIP2A	Pseudopipra_pipra	53.33
DIP2A	Mus_pahari	57.08
DIP2A	Microcebus_murinus	59.31
DIP2A	Onychomys_torridus	55.94
DIP2A	Manis_pentadactyla	60.30
DIP2A	Hipposideros_armiger	61.41
DIP2A	Suncus_etruscus	57.68
DIP2A	Mustela_nigripes	62.53
DIP2A	Lepus_europaeus	59.27
DIP2A	Sorex_araneus	56.26
DIP2A	Nycticebus_coucang	57.12
DIP2A	Lepidothrix_coronata	51.53
DIP2A	Chlorocebus_sabaeus	58.05
DIP2A	Tyto_alba	48.04
DIP2A	Molothrus_aeneus	52.84
DIP2A	Echinops_telfairi	59.75
DIP2A	Poecile_atricapillus	51.35
DIP2A	Mauremys_mutica	48.02
DIP2A	Meriones_unguiculatus	56.06
DIP2A	Mirounga_angustirostris	60.66
DIP2A	Rana_temporaria	49.78
DIP2A	Myodes_glareolus	56.24
DIP2A	Macaca_nemestrina	58.65
DIP2A	Chrysochloris_asiatica	56.25
DIP2A	Cynocephalus_volans	57.41
DIP2A	Meleagris_gallopavo	46.92
DIP2A	Ammospiza_nelsoni	52.66
DIP2A	Prionailurus_viverrinus	58.75
DIP2A	Arvicola_amphibius	56.10
DIP2A	Dama_dama	61.94
DIP2A	Nipponia_nippon	47.29
DIP2A	Pteronotus_mesoamericanus	59.54
DIP2A	Elephantulus_edwardii	57.94
DIP2A	Gymnogyps_californianus	48.44
DIP2A	Pipistrellus_kuhlii	57.08
DIP2A	Nomascus_leucogenys	57.78
DIP2A	Odobenus_rosmarus_divergens	59.42
DIP2A	Urocitellus_parryii	60.48
DIP2A	Sorex_fumeus	56.51
DIP2A	Microtus_ochrogaster	56.39
DIP2A	Panthera_onca	59.17
DIP2A	Athene_cunicularia	47.25
DIP2A	Melospiza_georgiana	52.98
DIP2A	Pseudophryne_corroboree	52.40
DIP2A	Colobus_angolensis_palliatus	57.94
DIP2A	Passer_montanus	52.14
DIP2A	Pezoporus_flaviventris	48.53
DIP2A	Piliocolobus_tephrosceles	58.16
DIP2A	Mesoplodon_densirostris	62.42
DIP2A	Oryx_dammah	62.19
DIP2A	Corvus_cornix_cornix	50.85
DIP2A	Rousettus_aegyptiacus	67.47
DIP2A	Saccopteryx_leptura	56.49
DIP2A	Peromyscus_californicus_insignis	55.51
DIP2A	Nyctereutes_procyonoides	61.59
DIP2A	Artibeus_jamaicensis	59.34
DIP2A	Moschus_berezovskii	61.94
DIP2A	Mirounga_leonina	60.27
DIP2A	Melanerpes_formicivorus	47.49
DIP2A	Prionailurus_bengalensis	58.81
DIP2A	Rattus_rattus	58.00
DIP2A	Octodon_degus	56.11
DIP2A	Eptesicus_fuscus	57.19
DIP2A	Papio_anubis	58.15
DLEU7	Microtus_ochrogaster	65.07
DLEU7	Dipodomys_merriami	65.31
DLEU7	Carassius_carassius	52.13
DLEU7	Triplophysa_rosa	52.64
DLEU7	Phocoena_phocoena	64.86
DLEU7	Sarcophilus_harrisii	58.57
DLEU7	Tachysurus_vachellii	45.03
DLEU7	Trichomycterus_rosablanca	43.54
DLEU7	Hyla_sarda	46.03
DLEU7	Peromyscus_eremicus	64.91
DLEU7	Lagenorhynchus_albirostris	64.86
DLEU7	Galeopterus_variegatus	65.75
DLEU7	Alosa_alosa	49.51
DLEU7	Anas_acuta	56.04
DLEU7	Electrophorus_electricus	55.49
DLEU7	Phacochoerus_africanus	64.71
DLEU7	Kogia_breviceps	64.71
DLEU7	Oryctolagus_cuniculus	66.19
DLEU7	Elephantulus_edwardii	68.48
DLEU7	Zalophus_californianus	63.05
DLEU7	Pangasianodon_hypophthalmus	49.20
DLEU7	Nomascus_leucogenys	64.56
DLEU7	Peromyscus_maniculatus_bairdii	65.07
DLEU7	Octodon_degus	61.24
DLEU7	Pelodiscus_sinensis	47.25
DLEU7	Indicator_indicator	49.92
DLEU7	Suricata_suricatta	63.05
DLEU7	Trichechus_manatus_latirostris	62.40
DLEU7	Bombina_bombina	43.21
DLEU7	Patagioenas_fasciata	53.76
DLEU7	Molossus_molossus	62.96
DLEU7	Mustela_erminea	63.15
DLEU7	Aquila_chrysaetos_chrysaetos	61.60
DLEU7	Gracilinanus_agilis	62.54
DLEU7	Chionomys_nivalis	64.27
DLEU7	Clupea_harengus	52.19
DLEU7	Pseudorasbora_parva	49.01
DLEU7	Engraulis_encrasicolus	50.23
DLEU7	Muntiacus_reevesi	68.49
DLEU7	Diceros_bicornis_minor	64.84
DLEU7	Alexandromys_fortis	64.75
DLEU7	Oxyura_jamaicensis	55.02
DLEU7	Rhinopithecus_bieti	64.56
DLEU7	Emydura_macquarii_macquarii	48.23
DLEU7	Macaca_fascicularis	65.36
DLEU7	Spea_bombifrons	47.33
DLEU7	Camelus_dromedarius	62.14
DLEU7	Pseudophryne_corroboree	52.96
DLEU7	Microcebus_murinus	65.01
DLEU7	Tursiops_truncatus	64.71
DLEU7	Oncorhynchus_tshawytscha	48.48
DLEU7	Equus_przewalskii	62.56
DLEU7	Heptranchias_perlo	52.36
DLEU7	Hyperolius_riggenbachi	54.82
DLEU7	Erpetoichthys_calabaricus	46.54
DLEU7	Dermochelys_coriacea	50.07
DLEU7	Caretta_caretta	51.71
DLEU7	Phasianus_colchicus	57.16
DLEU7	Gallus_gallus	56.67
DLEU7	Chroicocephalus_ridibundus	53.17
DLEU7	Gopherus_flavomarginatus	50.22
DLEU7	Castor_canadensis	63.50
DLEU7	Triplophysa_dalaica	51.97
DLEU7	Myxocyprinus_asiaticus	47.73
DLEU7	Myotis_yumanensis	62.59
DLEU7	Sapajus_apella	63.30
DLEU7	Pelobates_fuscus	47.31
DLEU7	Dromiciops_gliroides	61.11
DLEU7	Pleurodeles_waltl	56.96
DLEU7	Pan_troglodytes	64.40
DLEU7	Colius_striatus	48.26
DLEU7	Phalacrocorax_carbo	54.05
DLEU7	Rattus_rattus	63.96
DLEU7	Eubalaena_glacialis	63.80
DLEU7	Apodemus_sylvaticus	64.11
DLEU7	Delphinus_delphis	64.71
DLEU7	Pimephales_promelas	50.70
DLEU7	Meles_meles	63.20
DLEU7	Scleropages_formosus	60.38
DLEU7	Petaurus_breviceps_papuanus	59.34
DLEU7	Ochotona_curzoniae	63.89
DLEU7	Monodon_monoceros	64.25
DLEU7	Carassius_auratus	52.66
DLEU7	Apteryx_mantelli	65.04
DLEU7	Nanorana_parkeri	52.97
DLEU7	Coturnix_japonica	55.46
DLEU7	Homo_sapiens	64.40
DLEU7	Oncorhynchus_nerka	47.68
DLEU7	Mesocricetus_auratus	63.00
DLEU7	Puntigrus_tetrazona	55.24
DLEU7	Aythya_fuligula	55.17
DLEU7	Onychomys_torridus	65.55
DLEU7	Alligator_mississippiensis	48.64
DLEU7	Odobenus_rosmarus_divergens	62.59
DLEU7	Lepus_europaeus	66.19
DLEU7	Fukomys_damarensis	59.35
DLEU7	Hylobates_moloch	65.01
DLEU7	Balaenoptera_ricei	64.40
DLEU7	Chinchilla_lanigera	62.44
DLEU7	Sorex_fumeus	66.37
DLEU7	Chrysochloris_asiatica	60.27
DLEU7	Condylura_cristata	60.94
DLEU7	Rhinichthys_klamathensis_goyatoka	50.30
DLEU7	Ranitomeya_imitator	48.39
DLEU7	Ambystoma_mexicanum	58.24
DLEU7	Carcharodon_carcharias	54.07
DLEU7	Struthio_camelus	64.75
DLEU7	Tympanuchus_pallidicinctus	55.65
DLEU7	Macaca_nemestrina	64.56
DLEU7	Apteryx_rowi	64.31
DLEU7	Nipponia_nippon	55.56
DLEU7	Lutra_lutra	63.20
DLEU7	Pongo_pygmaeus	63.80
DLEU7	Falco_peregrinus	53.01
DLEU7	Rissa_tridactyla	53.17
DLEU7	Dipodomys_ordii	65.46
DLEU7	Psammomys_obesus	64.43
DLEU7	Anser_cygnoides	55.01
DLEU7	Vulpes_vulpes	56.73
DLEU7	Lagenorhynchus_obliquidens	64.40
DLEU7	Megalobrama_amblycephala	48.81
DLEU7	Monodelphis_domestica	60.73
DLEU7	Colobus_angolensis_palliatus	64.56
DLEU7	Mauremys_reevesii	51.97
DLEU7	Astyanax_mexicanus	46.50
DLEU7	Pseudorca_crassidens	64.56
DLEU7	Falco_biarmicus	49.59
DLEU7	Macaca_thibetana_thibetana	64.56
DLEU7	Bufo_bufo	47.77
DLEU7	Marmota_monax	63.17
DLEU7	Suncus_etruscus	61.67
DLEU7	Equus_caballus	62.71
DLEU7	Physeter_macrocephalus	64.10
DLEU7	Mus_pahari	63.32
DLEU7	Propithecus_coquereli	64.71
DLEU7	Orcinus_orca	64.71
DLEU7	Mauremys_mutica	51.53
DLEU7	Nycticebus_coucang	63.20
DLEU7	Ictalurus_furcatus	48.25
DLEU7	Harpia_harpyja	58.68
DLEU7	Terrapene_triunguis	51.53
DLEU7	Mustela_putorius_furo	61.99
DLEU7	Myodes_glareolus	61.82
DLEU7	Marmota_flaviventris	63.17
DLEU7	Pan_paniscus	64.40
DLEU7	Dendropsophus_ebraccatus	47.77
DLEU7	Loxodonta_africana	67.87
DLEU7	Mesoplodon_densirostris	64.10
DLEU7	Jaculus_jaculus	66.19
DLEU7	Falco_cherrug	53.01
DLEU7	Vombatus_ursinus	61.78
DLEU7	Danio_rerio	51.79
DLEU7	Ceratotherium_simum_simum	65.14
DLEU7	Callithrix_jacchus	64.10
DLEU7	Otolemur_garnettii	62.29
DLEU7	Xenopus_tropicalis	56.40
DLEU7	Calidris_pugnax	55.26
DLEU7	Urocitellus_parryii	63.62
DLEU7	Rhinatrema_bivittatum	51.15
DLEU7	Carlito_syrichta	61.58
DLEU7	Saccopteryx_bilineata	61.01
DLEU7	Ctenopharyngodon_idella	48.61
DLEU7	Cebus_imitator	64.22
DLEU7	Cavia_porcellus	62.02
DLEU7	Anas_platyrhynchos	54.44
DLEU7	Arvicola_amphibius	64.59
DLEU7	Macaca_mulatta	64.56
DLEU7	Gorilla_gorilla_gorilla	64.25
DLEU7	Choloepus_didactylus	66.35
DLEU7	Camelus_ferus	61.54
DLEU7	Eumetopias_jubatus	63.05
DLEU7	Enhydra_lutris_kenyoni	62.75
DLEU7	Lathamus_discolor	53.85
DLEU7	Phoca_vitulina	64.25
DLEU7	Vicugna_pacos	62.44
DLEU7	Acomys_russatus	63.64
DLEU7	Lagopus_muta	56.67
DLEU7	Ursus_arctos	63.50
DLEU7	Ictalurus_punctatus	48.46
DLEU7	Arvicanthis_niloticus	63.50
DLEU7	Sus_scrofa	64.24
DLEU7	Sinocyclocheilus_anshuiensis	49.40
DLEU7	Conger_conger	50.09
DLEU7	Saimiri_boliviensis	64.07
DLEU7	Meleagris_gallopavo	55.36
DLEU7	Hippopotamus_amphibius_kiboko	63.95
DLEU7	Mirounga_leonina	63.65
DLEU7	Eptesicus_fuscus	63.80
DLEU7	Mastomys_coucha	63.85
DLEU7	Mustela_nigripes	62.29
DLEU7	Meriones_unguiculatus	63.80
DLEU7	Columba_livia	54.38
DLEU7	Eleutherodactylus_coqui	46.31
DLEU7	Pygocentrus_nattereri	53.75
DLEU7	Odocoileus_virginianus	72.35
DLEU7	Tyto_alba	59.43
DLEU7	Trichosurus_vulpecula	60.90
DLEU7	Alosa_sapidissima	49.20
DLEU7	Haliaeetus_albicilla	57.86
DLEU7	Eulemur_rufifrons	65.46
DLEU7	Eschrichtius_robustus	64.25
DLEU7	Delphinapterus_leucas	64.71
DLEU7	Dama_dama	61.76
DLEU7	Danio_aesculapii	50.00
DLEU7	Neoarius_graeffei	47.07
DLEU7	Trachypithecus_francoisi	64.56
DLEU7	Rana_temporaria	55.29
DLEU7	Neogale_vison	63.05
DLEU7	Elephas_maximus_indicus	67.53
DLEU7	Falco_rusticolus	53.01
DLEU7	Rousettus_aegyptiacus	60.17
DLEU7	Malaclemys_terrapin_pileata	51.67
DLEU7	Amia_calva	49.82
DLEU7	Symphalangus_syndactylus	64.86
DLEU7	Camelus_bactrianus	61.69
DLEU7	Callorhinus_ursinus	62.59
DLEU7	Hemibagrus_wyckioides	48.86
DLEU7	Talpa_occidentalis	62.14
DLEU7	Sciurus_carolinensis	64.38
DLEU7	Theropithecus_gelada	64.86
DLEU7	Silurus_meridionalis	43.98
DLEU7	Mus_caroli	63.00
DLEU7	Pteropus_vampyrus	59.73
DLEU7	Hyaena_hyaena	63.65
DLEU7	Oncorhynchus_gorbuscha	49.82
DLEU7	Neophocaena_asiaeorientalis_asiaeorientalis	65.01
DLEU7	Protopterus_annectens	41.71
DLEU7	Hipposideros_armiger	63.01
DLEU7	Ailuropoda_melanoleuca	63.20
DLEU7	Mus_musculus	63.96
DLEU7	Dromaius_novaehollandiae	62.54
DLEU7	Bufo_gargarizans	47.59
DLEU7	Geotrypetes_seraphini	49.76
DLEU7	Stegostoma_tigrinum	54.88
DLEU7	Ovis_aries	63.22
DLEU7	Cygnus_olor	55.17
DLEU7	Emys_orbicularis	51.82
DLEU7	Strigops_habroptila	53.00
DLEU7	Ursus_maritimus	63.35
DLEU7	Accipiter_gentilis	58.18
DLEU7	Dryobates_pubescens	54.76
DLEU7	Globicephala_melas	64.40
DLEU7	Gymnogyps_californianus	56.76
DLEU7	Chlamydotis_macqueenii	54.90
DLEU7	Lagopus_leucura	56.09
DLEU7	Alligator_sinensis	48.07
DLEU7	Neomonachus_schauinslandi	63.65
DLEU7	Chelonoidis_abingdonii	48.69
DLEU7	Balaenoptera_musculus	64.40
DLEU7	Oncorhynchus_keta	49.28
DLEU7	Tachysurus_fulvidraco	45.29
DLEU7	Ochotona_princeps	63.27
DLEU7	Numida_meleagris	55.02
DLEU7	Sinocyclocheilus_rhinocerous	49.60
DLEU7	Labeo_rohita	47.82
DLEU7	Equus_asinus	62.86
DLEU7	Cynocephalus_volans	65.91
DLEU7	Mirounga_angustirostris	63.50
DLEU7	Dasypus_novemcinctus	68.69
DLEU7	Polypterus_senegalus	46.39
DLEU7	Sorex_araneus	66.67
DLEU7	Peromyscus_leucopus	65.07
DLEU7	Misgurnus_anguillicaudatus	50.50
DLEU7	Cervus_elaphus	69.83
DLEU7	Nannospalax_galili	66.04
DLEU7	Saccopteryx_leptura	61.01
DLEU7	Chrysemys_picta_bellii	51.53
DLEU7	Rattus_norvegicus	63.00
DLEU7	Cercocebus_atys	64.40
DLEU7	Crocodylus_porosus	47.21
DLEU7	Centrocercus_urophasianus	56.09
DLEU7	Gopherus_evgoodei	50.07
DLEU7	Cervus_canadensis	71.75
DLEU7	Phocoena_sinus	65.01
DLEU7	Lepisosteus_oculatus	56.49
DLEU7	Tupaia_chinensis	59.84
DLEU7	Gavialis_gangeticus	48.35
DLEU7	Chanodichthys_erythropterus	48.81
DLEU7	Egretta_garzetta	56.33
DLEU7	Polyodon_spathula	47.79
DLEU7	Haliaeetus_leucocephalus	61.60
DLEU7	Microcaecilia_unicolor	47.95
DLEU7	Ictidomys_tridecemlineatus	63.47
DLEU7	Onychostoma_macrolepis	51.02
DLEU7	Pipistrellus_kuhlii	69.46
DLEU7	Heterocephalus_glaber	62.75
DLEU7	Heterodontus_francisci	51.02
DLEU7	Colossoma_macropomum	53.54
DLEU7	Sardina_pilchardus	50.29
DLEU7	Halichoerus_grypus	64.10
DLEU7	Chelonia_mydas	51.80
DLEU7	Grammomys_surdaster	62.20
DLEU7	Lemur_catta	66.21
DLEU7	Equus_quagga	62.86
DLEU7	Piliocolobus_tephrosceles	64.25
DLEU7	Cuculus_canorus	48.37
DLEU7	Leptonychotes_weddellii	63.80
DLEU7	Orycteropus_afer_afer	62.71
DLEU7	Peromyscus_californicus_insignis	64.75
DLEU7	Chlorocebus_sabaeus	64.10
DLEU7	Perognathus_longimembris_pacificus	64.28
DLEU7	Myotis_myotis	60.33
DLEU7	Phascolarctos_cinereus	60.56
DLEU7	Lontra_canadensis	61.99
DLEU7	Myotis_daubentonii	60.63
DLEU7	Oncorhynchus_kisutch	48.69
DLEU7	Caloenas_nicobarica	56.07
DLEU7	Ursus_americanus	63.50
DLEU7	Antechinus_flavipes	58.95
DLEU7	Aotus_nancymaae	64.85
DLEU7	Pongo_abelii	63.80
DLEU7	Clarias_gariepinus	51.80
DLEU7	Cygnus_atratus	55.31
DLEU7	Neopsephotus_bourkii	54.92
DLEU7	Microtus_oregoni	64.91
DLEU7	Mandrillus_leucophaeus	64.71
DLEU7	Balaenoptera_acutorostrata	64.25
DLEU7	Pteropus_giganteus	60.18
DLEU7	Phodopus_roborovskii	63.32
DLEU7	Dipodomys_spectabilis	65.01
DLEU7	Mustela_lutreola	62.59
DNM3	Myripristis_murdjan	51.01
DNM3	Geospiza_fortis	48.82
DNM3	Chionomys_nivalis	50.48
DNM3	Balaenoptera_acutorostrata	49.18
DNM3	Malaclemys_terrapin_pileata	47.33
DNM3	Onychostoma_macrolepis	50.82
DNM3	Cinclus_cinclus	47.53
DNM3	Etheostoma_cragini	51.17
DNM3	Motacilla_alba_alba	48.54
DNM3	Cricetulus_griseus	49.21
DNM3	Diceros_bicornis_minor	49.13
DNM3	Dipodomys_spectabilis	54.66
DNM3	Gracilinanus_agilis	44.14
DNM3	Cololabis_saira	49.90
DNM3	Petaurus_breviceps_papuanus	45.28
DNM3	Pseudophryne_corroboree	45.04
DNM3	Periophthalmus_magnuspinnatus	47.39
DNM3	Patagioenas_fasciata	46.04
DNM3	Onychomys_torridus	49.26
DNM3	Odocoileus_virginianus	47.98
DNM3	Triplophysa_dalaica	49.64
DNM3	Vidua_chalybeata	48.69
DNM3	Neolamprologus_brichardi	48.87
DNM3	Narcine_bancroftii	47.27
DNM3	Nematolebias_whitei	47.57
DNM3	Bos_taurus	48.71
DNM3	Mandrillus_leucophaeus	47.91
DNM3	Leptosomus_discolor	55.51
DNM3	Sinocyclocheilus_grahami	50.59
DNM3	Macaca_thibetana_thibetana	47.92
DNM3	Vombatus_ursinus	44.98
DNM3	Harpia_harpyja	46.50
DNM3	Carassius_auratus	50.88
DNM3	Ailuropoda_melanoleuca	49.10
DNM3	Conger_conger	58.05
DNM3	Capra_hircus	48.30
DNM3	Neoarius_graeffei	49.61
DNM3	Lagopus_muta	46.20
DNM3	Apteryx_rowi	44.78
DNM3	Ursus_americanus	49.10
DNM3	Sphaeramia_orbicularis	48.92
DNM3	Melozone_crissalis	49.46
DNM3	Cynocephalus_volans	47.17
DNM3	Manacus_candei	47.62
DNM3	Cyanistes_caeruleus	48.22
DNM3	Camelus_ferus	49.87
DNM3	Gallus_gallus	45.66
DNM3	Oryx_dammah	48.45
DNM3	Electrophorus_electricus	57.62
DNM3	Syngnathus_typhle	54.52
DNM3	Calypte_anna	47.09
DNM3	Lepisosteus_oculatus	58.10
DNM3	Epinephelus_lanceolatus	52.31
DNM3	Saccopteryx_leptura	55.08
DNM3	Orcinus_orca	49.14
DNM3	Etheostoma_spectabile	51.33
DNM3	Nanorana_parkeri	44.58
DNM3	Empidonax_traillii	48.71
DNM3	Lepus_europaeus	49.21
DNM3	Lynx_canadensis	49.26
DNM3	Pelmatolapia_mariae	48.93
DNM3	Camarhynchus_parvulus	49.27
DNM3	Alexandromys_fortis	51.02
DNM3	Bison_bison_bison	48.84
DNM3	Lagenorhynchus_albirostris	49.25
DNM3	Rousettus_aegyptiacus	54.49
DNM3	Miniopterus_natalensis	53.09
DNM3	Ursus_maritimus	49.16
DNM3	Trachypithecus_francoisi	47.80
DNM3	Clinocottus_analis	60.52
DNM3	Parambassis_ranga	49.50
DNM3	Megalobrama_amblycephala	50.50
DNM3	Peromyscus_maniculatus_bairdii	48.69
DNM3	Mustela_lutreola	52.48
DNM3	Lemur_catta	49.52
DNM3	Balaenoptera_ricei	49.18
DNM3	Pezoporus_occidentalis	46.20
DNM3	Neopsephotus_bourkii	46.21
DNM3	Taeniopygia_guttata	49.21
DNM3	Paramormyrops_kingsleyae	59.39
DNM3	Ctenopharyngodon_idella	49.83
DNM3	Corvus_brachyrhynchos	46.98
DNM3	Piliocolobus_tephrosceles	47.91
DNM3	Oreochromis_niloticus	49.26
DNM3	Pseudorca_crassidens	49.18
DNM3	Cercocebus_atys	47.92
DNM3	Apodemus_sylvaticus	50.13
DNM3	Phoca_vitulina	49.71
DNM3	Mesoplodon_densirostris	48.77
DNM3	Chrysemys_picta_bellii	47.45
DNM3	Siniperca_chuatsi	50.70
DNM3	Monodon_monoceros	48.95
DNM3	Lonchura_striata	48.33
DNM3	Phacochoerus_africanus	48.02
DNM3	Meriones_unguiculatus	50.29
DNM3	Acinonyx_jubatus	49.12
DNM3	Pelobates_fuscus	43.88
DNM3	Theropithecus_gelada	47.99
DNM3	Meles_meles	52.89
DNM3	Dromiciops_gliroides	44.75
DNM3	Columba_livia	49.90
DNM3	Psammomys_obesus	50.10
DNM3	Archocentrus_centrarchus	49.38
DNM3	Kryptolebias_marmoratus	50.72
DNM3	Desmodus_rotundus	54.62
DNM3	Sinocyclocheilus_anshuiensis	49.30
DNM3	Myotis_lucifugus	51.21
DNM3	Aquila_chrysaetos_chrysaetos	46.67
DNM3	Anas_acuta	46.91
DNM3	Gavia_stellata	46.39
DNM3	Equus_przewalskii	50.33
DNM3	Felis_catus	49.21
DNM3	Rhinopithecus_bieti	47.82
DNM3	Doryrhamphus_excisus	52.39
DNM3	Phyllostomus_discolor	58.53
DNM3	Mastomys_coucha	49.75
DNM3	Microcebus_murinus	50.78
DNM3	Maylandia_zebra	48.87
DNM3	Delphinapterus_leucas	48.87
DNM3	Scomber_japonicus	49.78
DNM3	Neogale_vison	52.46
DNM3	Sapajus_apella	47.73
DNM3	Corvus_hawaiiensis	47.57
DNM3	Monopterus_albus	49.15
DNM3	Nipponia_nippon	46.03
DNM3	Perognathus_longimembris_pacificus	48.52
DNM3	Ranitomeya_imitator	43.11
DNM3	Melanerpes_formicivorus	49.19
DNM3	Eschrichtius_robustus	49.18
DNM3	Scatophagus_argus	51.04
DNM3	Dama_dama	48.83
DNM3	Tupaia_chinensis	48.68
DNM3	Macaca_mulatta	47.88
DNM3	Crocodylus_porosus	45.29
DNM3	Leptonychotes_weddellii	49.90
DNM3	Mobula_hypostoma	43.03
DNM3	Lagenorhynchus_obliquidens	48.96
DNM3	Cygnus_atratus	46.60
DNM3	Trichechus_manatus_latirostris	47.37
DNM3	Microtus_oregoni	50.63
DNM3	Bos_indicus	48.36
DNM3	Syngnathus_acus	54.82
DNM3	Bos_javanicus	48.68
DNM3	Phyllostomus_hastatus	58.50
DNM3	Arvicola_amphibius	50.71
DNM3	Dipodomys_ordii	54.20
DNM3	Monodelphis_domestica	44.56
DNM3	Oenanthe_melanoleuca	49.35
DNM3	Myiozetetes_cayanensis	48.08
DNM3	Hemibagrus_wyckioides	51.70
DNM3	Takifugu_rubripes	52.25
DNM3	Sciurus_carolinensis	53.15
DNM3	Homo_sapiens	48.17
DNM3	Elephantulus_edwardii	47.03
DNM3	Anas_platyrhynchos	47.08
DNM3	Gopherus_evgoodei	46.48
DNM3	Protopterus_annectens	47.84
DNM3	Panthera_leo	49.47
DNM3	Brachyistius_frenatus	50.93
DNM3	Aptenodytes_forsteri	45.30
DNM3	Hippocampus_zosterae	54.71
DNM3	Eumetopias_jubatus	49.56
DNM3	Condylura_cristata	47.08
DNM3	Indicator_indicator	50.49
DNM3	Xiphias_gladius	49.08
DNM3	Pogoniulus_pusillus	46.58
DNM3	Hirundo_rustica	48.26
DNM3	Hyla_sarda	48.84
DNM3	Peromyscus_eremicus	49.60
DNM3	Dermochelys_coriacea	46.94
DNM3	Phaenicophaeus_curvirostris	46.70
DNM3	Tinamus_guttatus	46.84
DNM3	Betta_splendens	51.12
DNM3	Rhincodon_typus	44.90
DNM3	Syngnathoides_biaculeatus	53.70
DNM3	Tursiops_truncatus	49.00
DNM3	Ceratotherium_simum_simum	49.17
DNM3	Ovis_aries	48.41
DNM3	Dromaius_novaehollandiae	46.50
DNM3	Myotis_davidii	51.73
DNM3	Muntiacus_reevesi	48.91
DNM3	Sturnus_vulgaris	49.42
DNM3	Takifugu_flavidus	52.29
DNM3	Pezoporus_flaviventris	46.23
DNM3	Globicephala_melas	49.04
DNM3	Simochromis_diagramma	48.71
DNM3	Saimiri_boliviensis	47.56
DNM3	Plectropomus_leopardus	52.27
DNM3	Colossoma_macropomum	53.10
DNM3	Tachysurus_fulvidraco	49.54
DNM3	Charadrius_vociferus	45.98
DNM3	Echeneis_naucrates	48.80
DNM3	Chanodichthys_erythropterus	50.29
DNM3	Xiphophorus_hellerii	50.96
DNM3	Dunckerocampus_dactyliophorus	52.76
DNM3	Delphinus_delphis	49.21
DNM3	Puntigrus_tetrazona	50.76
DNM3	Poecilia_latipinna	51.61
DNM3	Ovis_canadensis	48.52
DNM3	Ictalurus_furcatus	51.31
DNM3	Equus_asinus	50.21
DNM3	Elephas_maximus_indicus	49.60
DNM3	Jaculus_jaculus	48.17
DNM3	Haemorhous_mexicanus	48.34
DNM3	Panthera_tigris	49.47
DNM3	Lepidothrix_coronata	47.40
DNM3	Sus_scrofa	48.11
DNM3	Erinaceus_europaeus	50.63
DNM3	Zonotrichia_albicollis	49.40
DNM3	Tachysurus_vachellii	49.42
DNM3	Chinchilla_lanigera	48.49
DNM3	Astyanax_mexicanus	51.19
DNM3	Sorex_fumeus	55.93
DNM3	Agelaius_phoeniceus	49.34
DNM3	Orycteropus_afer_afer	45.99
DNM3	Phocoena_sinus	46.44
DNM3	Pteropus_alecto	49.36
DNM3	Apus_apus	45.90
DNM3	Phycodurus_eques	53.91
DNM3	Nerophis_ophidion	55.06
DNM3	Thunnus_thynnus	50.54
DNM3	Mastacembelus_armatus	49.16
DNM3	Mus_musculus	50.63
DNM3	Chelonia_mydas	46.79
DNM3	Tauraco_erythrolophus	45.02
DNM3	Mustela_nigripes	52.78
DNM3	Fukomys_damarensis	48.00
DNM3	Canis_lupus_familiaris	48.86
DNM3	Thunnus_maccoyii	50.54
DNM3	Gopherus_flavomarginatus	46.47
DNM3	Colobus_angolensis_palliatus	47.64
DNM3	Strigops_habroptila	45.94
DNM3	Spea_bombifrons	43.98
DNM3	Propithecus_coquereli	51.56
DNM3	Seriola_dumerili	52.34
DNM3	Ochotona_curzoniae	51.29
DNM3	Cyprinodon_variegatus	50.46
DNM3	Pongo_abelii	48.14
DNM3	Falco_naumanni	47.07
DNM3	Oryctolagus_cuniculus	49.37
DNM3	Pongo_pygmaeus	48.14
DNM3	Sinocyclocheilus_rhinocerous	50.30
DNM3	Mirounga_angustirostris	49.90
DNM3	Gavialis_gangeticus	45.41
DNM3	Balaenoptera_musculus	49.06
DNM3	Chlamydotis_macqueenii	52.51
DNM3	Morone_saxatilis	50.52
DNM3	Anoplopoma_fimbria	53.72
DNM3	Sebastes_umbrosus	53.41
DNM3	Callorhinchus_milii	45.78
DNM3	Vulpes_vulpes	48.98
DNM3	Pseudoliparis_swirei	62.02
DNM3	Girardinichthys_multiradiatus	49.32
DNM3	Buceros_rhinoceros_silvestris	46.68
DNM3	Clarias_gariepinus	50.38
DNM3	Hylobates_moloch	48.10
DNM3	Corvus_kubaryi	47.53
DNM3	Anguilla_anguilla	62.13
DNM3	Phodopus_roborovskii	49.62
DNM3	Carlito_syrichta	50.27
DNM3	Peromyscus_californicus_insignis	49.18
DNM3	Ammospiza_caudacuta	49.57
DNM3	Trematomus_bernacchii	50.29
DNM3	Lutra_lutra	51.94
DNM3	Oreochromis_aureus	49.22
