Gene_name	Species_name	GC_content
LAPTM5	Meles_meles	56.15
LAPTM5	Ictidomys_tridecemlineatus	63.58
LAPTM5	Poecile_atricapillus	58.66
LAPTM5	Onychomys_torridus	54.33
LAPTM5	Colobus_angolensis_palliatus	54.96
LAPTM5	Sciurus_carolinensis	63.47
LAPTM5	Lynx_canadensis	57.03
LAPTM5	Cuculus_canorus	48.97
LAPTM5	Choloepus_didactylus	56.49
LAPTM5	Felis_catus	57.79
LAPTM5	Passer_domesticus	56.59
LAPTM5	Anomalospiza_imberbis	56.59
LAPTM5	Phasianus_colchicus	50.65
LAPTM5	Hyaena_hyaena	59.06
LAPTM5	Bos_taurus	56.19
LAPTM5	Moschus_berezovskii	56.06
LAPTM5	Corvus_brachyrhynchos	57.84
LAPTM5	Pezoporus_flaviventris	48.71
LAPTM5	Bubalus_kerabau	56.69
LAPTM5	Myotis_davidii	58.89
LAPTM5	Rousettus_aegyptiacus	54.75
LAPTM5	Panthera_leo	57.16
LAPTM5	Suricata_suricatta	58.05
LAPTM5	Rissa_tridactyla	50.39
LAPTM5	Peromyscus_californicus_insignis	54.96
LAPTM5	Gallus_gallus	50.78
LAPTM5	Macaca_nemestrina	55.34
LAPTM5	Pipra_filicauda	54.01
LAPTM5	Malurus_melanocephalus	60.09
LAPTM5	Rhinolophus_ferrumequinum	55.68
LAPTM5	Aphelocoma_coerulescens	58.40
LAPTM5	Haemorhous_mexicanus	56.59
LAPTM5	Corvus_hawaiiensis	58.40
LAPTM5	Sarcophilus_harrisii	47.56
LAPTM5	Mastomys_coucha	53.13
LAPTM5	Grammomys_surdaster	54.92
LAPTM5	Homo_sapiens	55.73
LAPTM5	Corvus_kubaryi	58.66
LAPTM5	Dipodomys_merriami	55.22
LAPTM5	Trachemys_scripta_elegans	48.76
LAPTM5	Apodemus_sylvaticus	55.68
LAPTM5	Pseudopipra_pipra	54.65
LAPTM5	Budorcas_taxicolor	56.94
LAPTM5	Macaca_thibetana_thibetana	55.34
LAPTM5	Equus_caballus	58.37
LAPTM5	Balearica_regulorum_gibbericeps	48.84
LAPTM5	Ovis_canadensis	56.82
LAPTM5	Grus_americana	48.58
LAPTM5	Phascolarctos_cinereus	49.74
LAPTM5	Numida_meleagris	50.26
LAPTM5	Manacus_vitellinus	54.39
LAPTM5	Microtus_oregoni	55.47
LAPTM5	Leptosomus_discolor	50.13
LAPTM5	Puma_concolor	57.29
LAPTM5	Tursiops_truncatus	56.57
LAPTM5	Crocodylus_porosus	45.87
LAPTM5	Ranitomeya_imitator	39.66
LAPTM5	Panthera_onca	57.67
LAPTM5	Equus_przewalskii	58.37
LAPTM5	Myotis_daubentonii	57.12
LAPTM5	Octodon_degus	57.25
LAPTM5	Chelonoidis_abingdonii	48.89
LAPTM5	Trichechus_manatus_latirostris	55.09
LAPTM5	Dromiciops_gliroides	50.25
LAPTM5	Agelaius_phoeniceus	56.85
LAPTM5	Zonotrichia_albicollis	56.72
LAPTM5	Athene_cunicularia	49.74
LAPTM5	Anas_acuta	49.87
LAPTM5	Alligator_mississippiensis	44.06
LAPTM5	Bos_indicus_x_Bos_taurus	56.19
LAPTM5	Sus_scrofa	55.68
LAPTM5	Ammospiza_caudacuta	54.60
LAPTM5	Marmota_marmota_marmota	61.20
LAPTM5	Callorhinus_ursinus	56.02
LAPTM5	Parus_major	58.56
LAPTM5	Merops_nubicus	49.74
LAPTM5	Microcebus_murinus	58.78
LAPTM5	Catharus_ustulatus	56.63
LAPTM5	Bufo_gargarizans	39.58
LAPTM5	Falco_peregrinus	49.10
LAPTM5	Camelus_bactrianus	56.31
LAPTM5	Castor_canadensis	56.36
LAPTM5	Charadrius_vociferus	48.19
LAPTM5	Bos_mutus	56.57
LAPTM5	Nipponia_nippon	48.58
LAPTM5	Microtus_ochrogaster	55.34
LAPTM5	Sturnira_hondurensis	56.32
LAPTM5	Marmota_flaviventris	61.07
LAPTM5	Rattus_norvegicus	53.64
LAPTM5	Zalophus_californianus	55.89
LAPTM5	Talpa_occidentalis	55.77
LAPTM5	Loxodonta_africana	55.60
LAPTM5	Cercocebus_atys	55.60
LAPTM5	Pelobates_fuscus	41.06
LAPTM5	Eubalaena_glacialis	55.68
LAPTM5	Chaetura_pelagica	50.13
LAPTM5	Psammomys_obesus	53.77
LAPTM5	Lepidothrix_coronata	54.01
LAPTM5	Otolemur_garnettii	55.26
LAPTM5	Globicephala_melas	55.93
LAPTM5	Mustela_nigripes	55.89
LAPTM5	Neogale_vison	55.39
LAPTM5	Mauremys_mutica	49.41
LAPTM5	Bos_javanicus	56.44
LAPTM5	Suncus_etruscus	48.25
LAPTM5	Pan_troglodytes	52.43
LAPTM5	Egretta_garzetta	49.61
LAPTM5	Acomys_russatus	53.64
LAPTM5	Pseudopodoces_humilis	58.14
LAPTM5	Saccopteryx_bilineata	56.19
LAPTM5	Apteryx_rowi	48.53
LAPTM5	Pseudorca_crassidens	56.06
LAPTM5	Orcinus_orca	56.19
LAPTM5	Hirundo_rustica	57.11
LAPTM5	Antechinus_flavipes	48.33
LAPTM5	Nestor_notabilis	49.10
LAPTM5	Rana_temporaria	39.84
LAPTM5	Bufo_bufo	39.71
LAPTM5	Dipodomys_ordii	54.83
LAPTM5	Centrocercus_urophasianus	50.65
LAPTM5	Indicator_indicator	49.48
LAPTM5	Falco_cherrug	49.35
LAPTM5	Phacochoerus_africanus	55.56
LAPTM5	Lepus_europaeus	60.94
LAPTM5	Cricetulus_griseus	61.65
LAPTM5	Lagopus_muta	50.65
LAPTM5	Camarhynchus_parvulus	56.98
LAPTM5	Vidua_macroura	57.88
LAPTM5	Bubalus_bubalis	56.44
LAPTM5	Ursus_americanus	58.05
LAPTM5	Struthio_camelus	47.03
LAPTM5	Dermochelys_coriacea	47.22
LAPTM5	Diceros_bicornis_minor	58.02
LAPTM5	Mesoplodon_densirostris	55.89
LAPTM5	Phyllostomus_discolor	56.83
LAPTM5	Manacus_candei	54.65
LAPTM5	Phalacrocorax_carbo	49.48
LAPTM5	Apaloderma_vittatum	49.24
LAPTM5	Myiozetetes_cayanensis	54.65
LAPTM5	Odocoileus_virginianus	56.94
LAPTM5	Cavia_porcellus	57.76
LAPTM5	Rattus_rattus	54.02
LAPTM5	Apus_apus	49.61
LAPTM5	Zonotrichia_leucophrys_gambelii	56.85
LAPTM5	Echinops_telfairi	56.49
LAPTM5	Haliaeetus_albicilla	47.80
LAPTM5	Panthera_tigris	57.54
LAPTM5	Chionomys_nivalis	55.34
LAPTM5	Patagioenas_fasciata	52.71
LAPTM5	Chroicocephalus_ridibundus	50.52
LAPTM5	Neofelis_nebulosa	57.67
LAPTM5	Rhinopithecus_roxellana	55.85
LAPTM5	Dendropsophus_ebraccatus	43.33
LAPTM5	Sorex_araneus	57.47
LAPTM5	Motacilla_alba_alba	55.93
LAPTM5	Tyto_alba	48.71
LAPTM5	Chlorocebus_sabaeus	54.58
LAPTM5	Vombatus_ursinus	49.87
LAPTM5	Mustela_putorius_furo	56.27
LAPTM5	Lagenorhynchus_albirostris	56.06
LAPTM5	Camelus_dromedarius	56.44
LAPTM5	Hyla_sarda	38.76
LAPTM5	Mirounga_leonina	57.03
LAPTM5	Eschrichtius_robustus	55.68
LAPTM5	Eleutherodactylus_coqui	37.83
LAPTM5	Ailuropoda_melanoleuca	57.54
LAPTM5	Mandrillus_leucophaeus	55.34
LAPTM5	Cyrtonyx_montezumae	48.83
LAPTM5	Mirounga_angustirostris	56.78
LAPTM5	Hipposideros_armiger	55.17
LAPTM5	Ambystoma_mexicanum	51.54
LAPTM5	Oxyura_jamaicensis	49.48
LAPTM5	Hyperolius_riggenbachi	40.42
LAPTM5	Gavialis_gangeticus	45.99
LAPTM5	Desmodus_rotundus	56.07
LAPTM5	Chiroxiphia_lanceolata	54.26
LAPTM5	Equus_asinus	58.24
LAPTM5	Eumetopias_jubatus	55.77
LAPTM5	Gracilinanus_agilis	47.54
LAPTM5	Taeniopygia_guttata	57.11
LAPTM5	Pezoporus_occidentalis	48.71
LAPTM5	Vulpes_vulpes	56.78
LAPTM5	Pelecanus_crispus	48.35
LAPTM5	Cynocephalus_volans	57.00
LAPTM5	Nycticebus_coucang	54.63
LAPTM5	Miniopterus_natalensis	55.87
LAPTM5	Sturnus_vulgaris	56.28
LAPTM5	Empidonax_traillii	53.80
LAPTM5	Halichoerus_grypus	56.65
LAPTM5	Cervus_canadensis	56.44
LAPTM5	Petaurus_breviceps_papuanus	50.76
LAPTM5	Melospiza_melodia_melodia	56.98
LAPTM5	Myotis_yumanensis	57.34
LAPTM5	Cyanistes_caeruleus	56.56
LAPTM5	Dryobates_pubescens	50.52
LAPTM5	Ochotona_curzoniae	56.19
LAPTM5	Monodelphis_domestica	50.51
LAPTM5	Falco_naumanni	49.35
LAPTM5	Callithrix_jacchus	57.63
LAPTM5	Nothoprocta_perdicaria	47.12
LAPTM5	Ovis_aries	56.69
LAPTM5	Microcaecilia_unicolor	47.82
LAPTM5	Phocoena_sinus	55.68
LAPTM5	Hylobates_moloch	55.85
LAPTM5	Pleurodeles_waltl	48.85
LAPTM5	Galeopterus_variegatus	56.49
LAPTM5	Pongo_abelii	56.49
LAPTM5	Rhea_pennata	47.42
LAPTM5	Mus_caroli	53.87
LAPTM5	Saimiri_boliviensis	58.02
LAPTM5	Dama_dama	56.31
LAPTM5	Piliocolobus_tephrosceles	55.47
LAPTM5	Pygoscelis_adeliae	48.58
LAPTM5	Condylura_cristata	56.53
LAPTM5	Aptenodytes_forsteri	48.58
LAPTM5	Trichosurus_vulpecula	50.19
LAPTM5	Peromyscus_eremicus	55.34
LAPTM5	Prinia_subflava	57.11
LAPTM5	Melozone_crissalis	56.59
LAPTM5	Aythya_fuligula	48.97
LAPTM5	Pelodiscus_sinensis	49.41
LAPTM5	Phyllostomus_hastatus	57.09
LAPTM5	Phoca_vitulina	56.65
LAPTM5	Balaenoptera_ricei	55.30
LAPTM5	Cinclus_cinclus	56.07
LAPTM5	Oenanthe_melanoleuca	54.58
LAPTM5	Melopsittacus_undulatus	48.97
LAPTM5	Gymnogyps_californianus	50.00
LAPTM5	Delphinus_delphis	56.69
LAPTM5	Eurypyga_helias	49.74
LAPTM5	Pan_paniscus	55.22
LAPTM5	Arvicola_amphibius	55.09
LAPTM5	Mus_musculus	54.28
LAPTM5	Nomascus_leucogenys	56.49
LAPTM5	Aquila_chrysaetos_chrysaetos	48.19
LAPTM5	Caloenas_nicobarica	51.03
LAPTM5	Myotis_lucifugus	57.47
LAPTM5	Ursus_arctos	58.05
LAPTM5	Calypte_anna	48.45
LAPTM5	Enhydra_lutris_kenyoni	55.51
LCP1	Myiozetetes_cayanensis	46.08
LCP1	Mirounga_angustirostris	46.71
LCP1	Pipistrellus_kuhlii	45.56
LCP1	Moschus_berezovskii	48.22
LCP1	Phocoena_sinus	47.53
LCP1	Corapipo_altera	45.67
LCP1	Aotus_nancymaae	46.04
LCP1	Lutra_lutra	47.94
LCP1	Nanorana_parkeri	42.67
LCP1	Lagopus_leucura	46.31
LCP1	Cebus_imitator	46.57
LCP1	Equus_przewalskii	47.53
LCP1	Chiroxiphia_lanceolata	45.66
LCP1	Bufo_gargarizans	42.55
LCP1	Sciurus_carolinensis	46.73
LCP1	Pan_troglodytes	46.15
LCP1	Ochotona_princeps	46.78
LCP1	Monodon_monoceros	47.26
LCP1	Malaclemys_terrapin_pileata	43.52
LCP1	Pseudopodoces_humilis	47.22
LCP1	Hirundo_rustica	46.76
LCP1	Dipodomys_spectabilis	46.20
LCP1	Marmota_flaviventris	46.15
LCP1	Suricata_suricatta	48.43
LCP1	Peromyscus_eremicus	48.80
LCP1	Balaenoptera_ricei	47.00
LCP1	Vidua_macroura	46.45
LCP1	Rhinatrema_bivittatum	45.33
LCP1	Budorcas_taxicolor	49.12
LCP1	Empidonax_traillii	46.21
LCP1	Cavia_porcellus	47.85
LCP1	Gallus_gallus	47.54
LCP1	Motacilla_alba_alba	47.44
LCP1	Pterocles_gutturalis	46.11
LCP1	Emys_orbicularis	43.80
LCP1	Gracilinanus_agilis	43.03
LCP1	Rousettus_aegyptiacus	44.50
LCP1	Mirounga_leonina	47.16
LCP1	Agelaius_phoeniceus	47.45
LCP1	Peromyscus_maniculatus_bairdii	49.23
LCP1	Acinonyx_jubatus	47.54
LCP1	Diceros_bicornis_minor	46.94
LCP1	Pezoporus_occidentalis	45.67
LCP1	Harpia_harpyja	46.57
LCP1	Canis_lupus_dingo	48.43
LCP1	Pelobates_fuscus	41.36
LCP1	Microcaecilia_unicolor	45.72
LCP1	Dryobates_pubescens	47.76
LCP1	Equus_caballus	47.47
LCP1	Sarcophilus_harrisii	41.89
LCP1	Alligator_mississippiensis	43.62
LCP1	Leopardus_geoffroyi	47.95
LCP1	Haemorhous_mexicanus	49.64
LCP1	Manacus_vitellinus	45.83
LCP1	Ovis_canadensis	49.12
LCP1	Monodelphis_domestica	42.85
LCP1	Cervus_canadensis	48.91
LCP1	Phyllostomus_discolor	57.15
LCP1	Puma_yagouaroundi	47.79
LCP1	Pteronotus_mesoamericanus	53.16
LCP1	Athene_cunicularia	45.20
LCP1	Anas_acuta	46.69
LCP1	Strigops_habroptila	45.99
LCP1	Vidua_chalybeata	46.45
LCP1	Onychostruthus_taczanowskii	47.68
LCP1	Lynx_canadensis	47.79
LCP1	Propithecus_coquereli	46.89
LCP1	Lagenorhynchus_albirostris	47.55
LCP1	Phacochoerus_africanus	49.76
LCP1	Indicator_indicator	45.81
LCP1	Papio_anubis	46.09
LCP1	Phodopus_roborovskii	48.86
LCP1	Ceratotherium_simum_simum	46.84
LCP1	Orycteropus_afer_afer	46.09
LCP1	Bison_bison_bison	49.07
LCP1	Lepidothrix_coronata	45.78
LCP1	Chelonoidis_abingdonii	43.47
LCP1	Lynx_rufus	47.85
LCP1	Delphinapterus_leucas	47.37
LCP1	Manis_pentadactyla	47.53
LCP1	Falco_peregrinus	46.96
LCP1	Acomys_russatus	50.13
LCP1	Manacus_candei	45.73
LCP1	Apus_apus	45.81
LCP1	Hyperolius_riggenbachi	42.86
LCP1	Prionailurus_bengalensis	47.54
LCP1	Orcinus_orca	47.63
LCP1	Ursus_arctos	46.73
LCP1	Arvicanthis_niloticus	49.49
LCP1	Panthera_uncia	47.47
LCP1	Neogale_vison	47.84
LCP1	Colobus_angolensis_palliatus	46.07
LCP1	Oryctolagus_cuniculus	48.17
LCP1	Ursus_maritimus	46.71
LCP1	Chlorocebus_sabaeus	46.25
LCP1	Rattus_norvegicus	49.28
LCP1	Sturnira_hondurensis	53.48
LCP1	Gopherus_evgoodei	43.84
LCP1	Pelodiscus_sinensis	43.63
LCP1	Cricetulus_griseus	48.43
LCP1	Saimiri_boliviensis	46.46
LCP1	Microtus_ochrogaster	50.43
LCP1	Bos_javanicus	48.91
LCP1	Delphinus_delphis	47.58
LCP1	Mus_pahari	49.76
LCP1	Octodon_degus	46.46
LCP1	Zonotrichia_leucophrys_gambelii	47.44
LCP1	Aquila_chrysaetos_chrysaetos	47.10
LCP1	Pteropus_giganteus	44.28
LCP1	Sylvia_atricapilla	47.49
LCP1	Pezoporus_flaviventris	45.78
LCP1	Melospiza_georgiana	47.24
LCP1	Pongo_abelii	46.09
LCP1	Lagenorhynchus_obliquidens	47.74
LCP1	Trichosurus_vulpecula	43.70
LCP1	Condylura_cristata	45.02
LCP1	Panthera_leo	47.53
LCP1	Muntiacus_reevesi	48.75
LCP1	Macaca_thibetana_thibetana	45.99
LCP1	Myodes_glareolus	51.09
LCP1	Rissa_tridactyla	46.90
LCP1	Odobenus_rosmarus_divergens	47.01
LCP1	Molothrus_aeneus	47.83
LCP1	Lepus_europaeus	48.06
LCP1	Myotis_daubentonii	46.09
LCP1	Egretta_garzetta	46.29
LCP1	Fukomys_damarensis	46.70
LCP1	Rhinolophus_ferrumequinum	45.67
LCP1	Galeopterus_variegatus	44.76
LCP1	Corvus_hawaiiensis	47.29
LCP1	Nyctereutes_procyonoides	48.43
LCP1	Phaenicophaeus_curvirostris	45.83
LCP1	Pygoscelis_adeliae	46.90
LCP1	Carlito_syrichta	46.41
LCP1	Coturnix_japonica	47.14
LCP1	Pipra_filicauda	45.60
LCP1	Mauremys_mutica	43.75
LCP1	Prionailurus_viverrinus	47.54
LCP1	Rattus_rattus	49.76
LCP1	Myotis_lucifugus	45.51
LCP1	Pyrgilauda_ruficollis	47.33
LCP1	Tauraco_erythrolophus	45.43
LCP1	Meles_meles	48.22
LCP1	Columba_livia	46.26
LCP1	Molothrus_ater	47.57
LCP1	Accipiter_gentilis	46.36
LCP1	Chaetura_pelagica	45.81
LCP1	Hipposideros_armiger	45.88
LCP1	Tyto_alba	46.69
LCP1	Grammomys_surdaster	49.39
LCP1	Arvicola_amphibius	50.51
LCP1	Echinops_telfairi	49.53
LCP1	Molossus_molossus	46.04
LCP1	Falco_naumanni	46.85
LCP1	Cygnus_atratus	46.18
LCP1	Ursus_americanus	46.61
LCP1	Myotis_yumanensis	45.61
LCP1	Callithrix_jacchus	47.85
LCP1	Bubalus_kerabau	48.54
LCP1	Aphelocoma_coerulescens	46.85
LCP1	Calypte_anna	45.94
LCP1	Spea_bombifrons	42.69
LCP1	Melanerpes_formicivorus	48.34
LCP1	Eleutherodactylus_coqui	42.86
LCP1	Vulpes_lagopus	48.80
LCP1	Zalophus_californianus	46.89
LCP1	Ficedula_albicollis	48.39
LCP1	Mandrillus_leucophaeus	46.17
LCP1	Oryx_dammah	48.70
LCP1	Marmota_marmota_marmota	46.04
LCP1	Pseudopipra_pipra	45.66
LCP1	Parus_major	47.18
LCP1	Pezoporus_wallicus	45.83
LCP1	Haliaeetus_albicilla	46.78
LCP1	Mauremys_reevesii	43.50
LCP1	Onychomys_torridus	48.17
LCP1	Talpa_occidentalis	44.39
LCP1	Grus_americana	46.37
LCP1	Eptesicus_fuscus	45.77
LCP1	Suncus_etruscus	44.09
LCP1	Anser_cygnoides	46.37
LCP1	Phocoena_phocoena	47.58
LCP1	Ornithorhynchus_anatinus	46.36
LCP1	Ovis_aries	49.12
LCP1	Cyrtonyx_montezumae	46.26
LCP1	Odocoileus_virginianus	49.02
LCP1	Nothoprocta_perdicaria	45.55
LCP1	Pseudophryne_corroboree	43.66
LCP1	Bombina_bombina	42.05
LCP1	Manis_javanica	47.26
LCP1	Neofelis_nebulosa	47.37
LCP1	Poecile_atricapillus	47.01
LCP1	Phalacrocorax_carbo	46.63
LCP1	Lonchura_striata	46.81
LCP1	Amblyraja_radiata	41.96
LCP1	Mesocricetus_auratus	49.34
LCP1	Dromaius_novaehollandiae	44.28
LCP1	Mustela_nigripes	48.06
LCP1	Vulpes_vulpes	48.58
LCP1	Nipponia_nippon	46.18
LCP1	Pongo_pygmaeus	46.15
LCP1	Meriones_unguiculatus	50.64
LCP1	Antechinus_flavipes	42.05
LCP1	Chrysemys_picta_bellii	43.79
LCP1	Camelus_ferus	48.01
LCP1	Camelus_dromedarius	48.17
LCP1	Elephantulus_edwardii	47.47
LCP1	Halichoerus_grypus	46.95
LCP1	Lathamus_discolor	45.89
LCP1	Chlamydotis_macqueenii	45.66
LCP1	Gymnogyps_californianus	46.47
LCP1	Serinus_canaria	47.92
LCP1	Myotis_brandtii	45.35
LCP1	Microcebus_murinus	47.26
LCP1	Neophocaena_asiaeorientalis_asiaeorientalis	47.47
LCP1	Macaca_nemestrina	45.77
LCP1	Equus_quagga	47.37
LCP1	Dipodomys_ordii	46.15
LCP1	Vombatus_ursinus	43.49
LCP1	Perognathus_longimembris_pacificus	46.57
LCP1	Ammospiza_caudacuta	47.54
LCP1	Mastomys_coucha	48.91
LCP1	Falco_biarmicus	46.90
LCP1	Lemur_catta	46.68
LCP1	Eulemur_rufifrons	46.94
LCP1	Opisthocomus_hoazin	46.52
LCP1	Ictidomys_tridecemlineatus	45.96
LCP1	Eumetopias_jubatus	46.89
LCP1	Myotis_myotis	45.93
LCP1	Mesoplodon_densirostris	46.94
LCP1	Bos_indicus_x_Bos_taurus	49.12
LCP1	Saccopteryx_bilineata	46.62
LCP1	Rana_temporaria	42.12
LCP1	Camelus_bactrianus	47.95
LCP1	Gopherus_flavomarginatus	43.34
LCP1	Hyla_sarda	41.80
LCP1	Globicephala_melas	47.43
LCP1	Jaculus_jaculus	47.37
LCP1	Corvus_moneduloides	47.24
LCP1	Hylobates_moloch	46.57
LCP1	Oenanthe_melanoleuca	48.18
LCP1	Cynocephalus_volans	45.72
LCP1	Psammomys_obesus	50.16
LCP1	Phoca_vitulina	46.82
LCP1	Enhydra_lutris_kenyoni	48.18
LCP1	Cygnus_olor	46.21
LCP1	Ochotona_curzoniae	46.59
LCP1	Passer_domesticus	47.48
LCP1	Choloepus_didactylus	48.17
LCP1	Sapajus_apella	46.84
LCP1	Nycticebus_coucang	45.93
LCP1	Corvus_cornix_cornix	47.24
LCP1	Balaenoptera_musculus	47.01
LCP1	Artibeus_jamaicensis	53.38
LCP1	Geotrypetes_seraphini	45.12
LCP1	Dama_dama	48.59
LCP1	Mus_musculus	49.60
LCP1	Petaurus_breviceps_papuanus	43.38
LCP1	Caloenas_nicobarica	46.53
LCP1	Prinia_subflava	47.38
LCP1	Neomonachus_schauinslandi	46.80
LCP1	Capricornis_sumatraensis	48.58
LCP1	Colius_striatus	45.94
LCP1	Marmota_monax	46.04
LCP1	Hyaena_hyaena	47.21
LCP1	Cuculus_canorus	45.67
LCP1	Dermochelys_coriacea	43.26
LCP1	Meleagris_gallopavo	46.15
LCP1	Apteryx_mantelli	44.55
LCP1	Phyllostomus_hastatus	56.62
LCP1	Microtus_oregoni	50.88
LCP1	Sus_scrofa	49.76
LCP1	Cervus_elaphus	48.91
LCP1	Saccopteryx_leptura	46.31
LCP1	Taeniopygia_guttata	46.61
LCP1	Felis_catus	47.90
LCP1	Rhinopithecus_bieti	45.93
LCP1	Alligator_sinensis	43.67
LCP1	Nomascus_leucogenys	46.41
LCP1	Chelonia_mydas	44.06
LCP1	Cyanistes_caeruleus	46.97
LCP1	Oxyura_jamaicensis	46.02
LCP1	Dasypus_novemcinctus	48.86
LCP1	Corvus_kubaryi	47.18
LCP1	Neopsephotus_bourkii	45.57
LCP1	Peromyscus_leucopus	48.96
LCP1	Ailuropoda_melanoleuca	46.94
LCP1	Canis_lupus_familiaris	48.60
LCP1	Rhea_pennata	44.09
LCP1	Rhinopithecus_roxellana	45.88
LCP1	Mus_caroli	49.55
LCP1	Kogia_breviceps	47.17
LCP1	Piliocolobus_tephrosceles	46.41
LCP1	Castor_canadensis	46.52
LCP1	Apaloderma_vittatum	45.67
LCP1	Ranitomeya_imitator	43.18
LCP1	Numida_meleagris	46.44
LCP1	Eubalaena_glacialis	46.84
LCP1	Nyctibius_grandis	46.40
LCP1	Pan_paniscus	46.07
LCP1	Elephas_maximus_indicus	48.06
LCP1	Pteropus_vampyrus	44.18
LCP1	Symphalangus_syndactylus	46.38
LCP1	Panthera_pardus	47.52
LCP1	Gavialis_gangeticus	42.84
LCP1	Struthio_camelus	44.87
LCP1	Bos_indicus	49.12
LCP1	Lagopus_muta	46.97
LCP1	Gorilla_gorilla_gorilla	46.20
LCP1	Caretta_caretta	44.37
LCP1	Mustela_putorius_furo	47.84
LCP1	Fulmarus_glacialis	46.39
LCP1	Aythya_fuligula	46.50
LCP1	Heterocephalus_glaber	45.99
LCP1	Anomalospiza_imberbis	46.22
LCP1	Pleurodeles_waltl	44.74
LCP1	Falco_rusticolus	46.96
LCP1	Hippopotamus_amphibius_kiboko	48.75
LCP1	Bos_mutus	48.86
LCP1	Crocodylus_porosus	43.06
LCP1	Calidris_pugnax	46.79
LCP1	Melopsittacus_undulatus	45.41
LCP1	Bubalus_bubalis	48.54
LCP1	Tupaia_chinensis	45.93
LCP1	Tachyglossus_aculeatus	45.91
LCP1	Haliaeetus_leucocephalus	46.90
LCP1	Protopterus_annectens	42.72
LCP1	Chrysochloris_asiatica	47.17
LCP1	Tursiops_truncatus	47.58
LCP1	Corvus_brachyrhynchos	48.38
LCP1	Callorhinus_ursinus	47.05
LCP1	Peromyscus_californicus_insignis	48.85
LCP1	Panthera_tigris	47.53
LCP1	Dendropsophus_ebraccatus	42.86
LCP1	Trichechus_manatus_latirostris	47.95
LCP1	Chroicocephalus_ridibundus	46.99
LCP1	Desmodus_rotundus	52.10
LCP1	Equus_asinus	47.26
LCP1	Falco_cherrug	46.96
LCP1	Otolemur_garnettii	46.96
LCP1	Ambystoma_mexicanum	47.28
LCP1	Panthera_onca	47.44
LCP1	Bufo_bufo	42.65
LCP1	Macaca_fascicularis	45.93
LCP1	Patagioenas_fasciata	45.73
LCP1	Macaca_mulatta	45.93
LCP1	Melospiza_melodia_melodia	47.24
LCP1	Bos_taurus	49.12
LCP1	Gavia_stellata	46.42
LCP1	Emydura_macquarii_macquarii	43.26
LCP1	Zonotrichia_albicollis	47.69
LCP1	Theropithecus_gelada	46.09
LCP1	Chionomys_nivalis	50.72
LCP1	Camarhynchus_parvulus	47.38
LCP1	Centrocercus_urophasianus	46.97
LCP1	Trachemys_scripta_elegans	43.95
LCP1	Aptenodytes_forsteri	47.28
LCP1	Geospiza_fortis	47.73
LCP1	Trachypithecus_francoisi	46.15
LCP1	Pogoniulus_pusillus	47.24
LCP1	Tympanuchus_pallidicinctus	47.31
LCP1	Xenopus_tropicalis	42.96
LCP1	Sorex_fumeus	46.46
LCP1	Anas_platyrhynchos	46.74
LCP1	Phascolarctos_cinereus	43.59
LCP1	Nannospalax_galili	47.53
LCP1	Sorex_araneus	47.69
LCP1	Erinaceus_europaeus	45.67
LCP1	Catharus_ustulatus	47.24
LCP1	Mustela_lutreola	47.84
LCP1	Pseudorca_crassidens	47.38
LCP1	Chinchilla_lanigera	47.32
LCP1	Vicugna_pacos	48.59
LCP1	Eschrichtius_robustus	47.32
LCP1	Loxodonta_africana	48.17
LCP1	Urocitellus_parryii	46.31
LCP1	Physeter_macrocephalus	46.89
LCP1	Melozone_crissalis	47.24
LCP1	Chamaea_fasciata	46.85
LCP1	Balaenoptera_acutorostrata	46.91
LCP1	Lontra_canadensis	48.13
LCP1	Capra_hircus	49.07
LCP1	Neopelma_chrysocephalum	45.83
LCP1	Ammospiza_nelsoni	47.49
LCP1	Phasianus_colchicus	46.13
LCP1	Homo_sapiens	46.20
LCP1	Dipodomys_merriami	46.09
LCP1	Mustela_erminea	47.98
LCP1	Cinclus_cinclus	46.71
LCP1	Puma_concolor	47.85
LCP1	Acanthisitta_chloris	46.46
LCP1	Miniopterus_natalensis	45.51
LCP1	Sturnus_vulgaris	47.06
LCP1	Passer_montanus	47.58
LRCH1	Accipiter_gentilis	43.19
LRCH1	Esox_lucius	55.65
LRCH1	Lemur_catta	50.27
LRCH1	Mus_caroli	52.65
LRCH1	Gadus_morhua	58.72
LRCH1	Molothrus_aeneus	44.63
LRCH1	Eleginops_maclovinus	59.46
LRCH1	Corvus_cornix_cornix	44.26
LRCH1	Sardina_pilchardus	56.65
LRCH1	Cercocebus_atys	48.48
LRCH1	Lepus_europaeus	51.60
LRCH1	Muntiacus_reevesi	49.62
LRCH1	Equus_przewalskii	49.61
LRCH1	Bos_javanicus	50.26
LRCH1	Tinamus_guttatus	42.41
LRCH1	Aptenodytes_forsteri	41.34
LRCH1	Cygnus_olor	44.43
LRCH1	Mus_pahari	52.71
LRCH1	Chroicocephalus_ridibundus	44.52
LRCH1	Scomber_japonicus	56.05
LRCH1	Vombatus_ursinus	45.87
LRCH1	Molossus_molossus	50.26
LRCH1	Ursus_americanus	49.28
LRCH1	Embiotoca_jacksoni	59.29
LRCH1	Dromaius_novaehollandiae	47.46
LRCH1	Aotus_nancymaae	49.37
LRCH1	Colobus_angolensis_palliatus	46.10
LRCH1	Manis_pentadactyla	48.73
LRCH1	Chrysochloris_asiatica	49.23
