Gene_name	Class	Order	Species_name	Unaligned_region	Gene_length	Normalized_value
IL34	Aves	Passeriformes	Serinus_canaria	2487	4329	0.574498
IL34	Lepidosauria	Sphenodontia	Sphenodon_punctatus	456	4329	0.105336
IL34	Aves	Psittaciformes	Strigops_habroptila	2393	4329	0.552784
IL34	Aves	Struthioniformes	Struthio_camelus	3457	4329	0.798568
IL34	Aves	Passeriformes	Taeniopygia_guttata	3069	4329	0.70894
IL34	Reptilia	Testudines	Terrapene_carolina	772	4329	0.178332
IL5RA	Aves	Anseriformes	Anas_platyrhynchos	13892	15642	0.888122
IL5RA	Lepidosauria	Squamata	Anolis_carolinensis	207	15642	0.0132336
IL5RA	Lepidosauria	Squamata	Anolis_sagrei	417	15642	0.026659
IL5RA	Aves	Anseriformes	Anser_brachyrhynchus	13588	15642	0.868687
IL5RA	Aves	Accipitriformes	Aquila_chrysaetos	14030	15642	0.896944
IL5RA	Reptilia	Testudines	Chelonoidis_abingdonii	6825	15642	0.436325
IL5RA	Reptilia	Testudines	Chrysemys_picta	6906	15642	0.441504
IL5RA	Aves	Galliformes	Coturnix_japonica	13760	15642	0.879683
IL5RA	Reptilia	Crocodylia	Crocodylus_porosus	6412	15642	0.409922
IL5RA	Lepidosauria	Squamata	Eublepharis_macularius	546	15642	0.034906
IL5RA	Lepidosauria	Squamata	Euleptes_europaea	440	15642	0.0281294
IL5RA	Aves	Passeriformes	Ficedula_albicollis	11547	15642	0.738205
IL5RA	Aves	Passeriformes	Geospiza_fortis	11141	15642	0.712249
IL5RA	Reptilia	Testudines	Gopherus_evgoodei	6054	15642	0.387035
IL5RA	Lepidosauria	Squamata	Laticauda_laticaudata	190	15642	0.0121468
IL5RA	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	15642	0
IL5RA	Aves	Galliformes	Meleagris_gallopavo	14840	15642	0.948728
IL5RA	Lepidosauria	Squamata	Naja_naja	190	15642	0.0121468
IL5RA	Lepidosauria	Squamata	Notechis_scutatus	190	15642	0.0121468
IL5RA	Aves	Passeriformes	Parus_major	12429	15642	0.794591
IL5RA	Reptilia	Testudines	Pelodiscus_sinensis	4423	15642	0.282764
IL5RA	Lepidosauria	Squamata	Podarcis_muralis	207	15642	0.0132336
IL5RA	Lepidosauria	Squamata	Podarcis_raffonei	303	15642	0.0193709
IL5RA	Lepidosauria	Squamata	Pogona_vitticeps_zw	275	15642	0.0175809
IL5RA	Lepidosauria	Squamata	Pogona_vitticeps_zz	431	15642	0.027554
IL5RA	Lepidosauria	Squamata	Pseudonaja_textilis	190	15642	0.0121468
IL5RA	Lepidosauria	Squamata	Rhineura_floridana	207	15642	0.0132336
IL5RA	Lepidosauria	Squamata	Salvator_merianae	209	15642	0.0133615
IL5RA	Aves	Passeriformes	Serinus_canaria	11431	15642	0.730789
IL5RA	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2808	15642	0.179517
IL5RA	Aves	Psittaciformes	Strigops_habroptila	13877	15642	0.887163
IL5RA	Aves	Struthioniformes	Struthio_camelus	14358	15642	0.917913
IL5RA	Aves	Passeriformes	Taeniopygia_guttata	11304	15642	0.72267
IL5RA	Reptilia	Testudines	Terrapene_carolina	7699	15642	0.4922
INTS6	Aves	Anseriformes	Anas_platyrhynchos	39567	41767	0.947327
INTS6	Lepidosauria	Squamata	Anolis_carolinensis	2439	41767	0.0583954
INTS6	Lepidosauria	Squamata	Anolis_sagrei	3106	41767	0.0743649
INTS6	Aves	Anseriformes	Anser_brachyrhynchus	39732	41767	0.951277
INTS6	Aves	Accipitriformes	Aquila_chrysaetos	39847	41767	0.954031
INTS6	Reptilia	Testudines	Chelonoidis_abingdonii	13932	41767	0.333565
INTS6	Reptilia	Testudines	Chrysemys_picta	14758	41767	0.353341
INTS6	Aves	Galliformes	Coturnix_japonica	36619	41767	0.876745
INTS6	Reptilia	Crocodylia	Crocodylus_porosus	13086	41767	0.31331
INTS6	Lepidosauria	Squamata	Eublepharis_macularius	3361	41767	0.0804702
INTS6	Lepidosauria	Squamata	Euleptes_europaea	3496	41767	0.0837024
INTS6	Aves	Passeriformes	Ficedula_albicollis	35326	41767	0.845787
INTS6	Aves	Passeriformes	Geospiza_fortis	34974	41767	0.83736
INTS6	Reptilia	Testudines	Gopherus_evgoodei	14917	41767	0.357148
INTS6	Lepidosauria	Squamata	Laticauda_laticaudata	2678	41767	0.0641176
INTS6	Actinistia	Coelacanthiformes	Latimeria_chalumnae	4675	41767	0.11193
INTS6	Aves	Galliformes	Meleagris_gallopavo	41607	41767	0.996169
INTS6	Lepidosauria	Squamata	Naja_naja	2507	41767	0.0600235
INTS6	Lepidosauria	Squamata	Notechis_scutatus	2515	41767	0.060215
INTS6	Aves	Passeriformes	Parus_major	35824	41767	0.857711
INTS6	Reptilia	Testudines	Pelodiscus_sinensis	12264	41767	0.293629
INTS6	Lepidosauria	Squamata	Podarcis_muralis	2772	41767	0.0663682
INTS6	Lepidosauria	Squamata	Podarcis_raffonei	3265	41767	0.0781718
INTS6	Lepidosauria	Squamata	Pogona_vitticeps_zw	3156	41767	0.075562
INTS6	Lepidosauria	Squamata	Pogona_vitticeps_zz	3497	41767	0.0837264
INTS6	Lepidosauria	Squamata	Pseudonaja_textilis	2559	41767	0.0612685
INTS6	Lepidosauria	Squamata	Rhineura_floridana	3268	41767	0.0782436
INTS6	Lepidosauria	Squamata	Salvator_merianae	2828	41767	0.067709
INTS6	Aves	Passeriformes	Serinus_canaria	35604	41767	0.852443
INTS6	Lepidosauria	Sphenodontia	Sphenodon_punctatus	7208	41767	0.172576
INTS6	Aves	Psittaciformes	Strigops_habroptila	40100	41767	0.960088
INTS6	Aves	Struthioniformes	Struthio_camelus	39611	41767	0.94838
INTS6	Aves	Passeriformes	Taeniopygia_guttata	35367	41767	0.846769
INTS6	Reptilia	Testudines	Terrapene_carolina	14119	41767	0.338042
KDM3A	Aves	Anseriformes	Anas_platyrhynchos	25744	28158	0.914269
KDM3A	Lepidosauria	Squamata	Anolis_carolinensis	2632	28158	0.0934725
KDM3A	Lepidosauria	Squamata	Anolis_sagrei	2863	28158	0.101676
KDM3A	Aves	Anseriformes	Anser_brachyrhynchus	26226	28158	0.931387
KDM3A	Aves	Accipitriformes	Aquila_chrysaetos	27509	28158	0.976951
KDM3A	Reptilia	Testudines	Chelonoidis_abingdonii	9993	28158	0.35489
KDM3A	Reptilia	Testudines	Chrysemys_picta	9412	28158	0.334257
KDM3A	Aves	Galliformes	Coturnix_japonica	25817	28158	0.916862
KDM3A	Reptilia	Crocodylia	Crocodylus_porosus	7753	28158	0.275339
KDM3A	Lepidosauria	Squamata	Eublepharis_macularius	2644	28158	0.0938987
KDM3A	Lepidosauria	Squamata	Euleptes_europaea	2568	28158	0.0911997
KDM3A	Aves	Passeriformes	Ficedula_albicollis	25959	28158	0.921905
KDM3A	Aves	Passeriformes	Geospiza_fortis	25901	28158	0.919845
KDM3A	Reptilia	Testudines	Gopherus_evgoodei	10295	28158	0.365615
KDM3A	Lepidosauria	Squamata	Laticauda_laticaudata	2730	28158	0.0969529
KDM3A	Actinistia	Coelacanthiformes	Latimeria_chalumnae	3628	28158	0.128844
KDM3A	Aves	Galliformes	Meleagris_gallopavo	27746	28158	0.985368
KDM3A	Lepidosauria	Squamata	Naja_naja	2656	28158	0.0943249
KDM3A	Lepidosauria	Squamata	Notechis_scutatus	2748	28158	0.0975922
KDM3A	Aves	Passeriformes	Parus_major	25605	28158	0.909333
KDM3A	Reptilia	Testudines	Pelodiscus_sinensis	8377	28158	0.2975
KDM3A	Lepidosauria	Squamata	Podarcis_muralis	2371	28158	0.0842034
KDM3A	Lepidosauria	Squamata	Podarcis_raffonei	2417	28158	0.0858371
KDM3A	Lepidosauria	Squamata	Pogona_vitticeps_zw	2901	28158	0.103026
KDM3A	Lepidosauria	Squamata	Pogona_vitticeps_zz	2803	28158	0.0995454
KDM3A	Lepidosauria	Squamata	Pseudonaja_textilis	2765	28158	0.0981959
KDM3A	Lepidosauria	Squamata	Rhineura_floridana	2428	28158	0.0862277
KDM3A	Lepidosauria	Squamata	Salvator_merianae	2526	28158	0.0897081
KDM3A	Aves	Passeriformes	Serinus_canaria	26426	28158	0.93849
KDM3A	Lepidosauria	Sphenodontia	Sphenodon_punctatus	6601	28158	0.234427
KDM3A	Aves	Psittaciformes	Strigops_habroptila	26035	28158	0.924604
KDM3A	Aves	Struthioniformes	Struthio_camelus	25829	28158	0.917288
KDM3A	Aves	Passeriformes	Taeniopygia_guttata	26369	28158	0.936466
KDM3A	Reptilia	Testudines	Terrapene_carolina	10640	28158	0.377868
KREMEN1	Aves	Anseriformes	Anas_platyrhynchos	19694	24153	0.815385
KREMEN1	Lepidosauria	Squamata	Anolis_carolinensis	1020	24153	0.0422308
KREMEN1	Lepidosauria	Squamata	Anolis_sagrei	1005	24153	0.0416097
KREMEN1	Aves	Anseriformes	Anser_brachyrhynchus	20432	24153	0.84594
KREMEN1	Aves	Accipitriformes	Aquila_chrysaetos	20159	24153	0.834638
KREMEN1	Reptilia	Testudines	Chelonoidis_abingdonii	503	24153	0.0208256
KREMEN1	Reptilia	Testudines	Chrysemys_picta	6332	24153	0.262162
KREMEN1	Aves	Galliformes	Coturnix_japonica	23819	24153	0.986171
KREMEN1	Reptilia	Crocodylia	Crocodylus_porosus	2315	24153	0.0958473
KREMEN1	Lepidosauria	Squamata	Eublepharis_macularius	802	24153	0.033205
KREMEN1	Lepidosauria	Squamata	Euleptes_europaea	667	24153	0.0276156
KREMEN1	Aves	Passeriformes	Ficedula_albicollis	15760	24153	0.652507
KREMEN1	Aves	Passeriformes	Geospiza_fortis	15883	24153	0.657599
KREMEN1	Reptilia	Testudines	Gopherus_evgoodei	0	24153	0
KREMEN1	Lepidosauria	Squamata	Laticauda_laticaudata	510	24153	0.0211154
KREMEN1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1532	24153	0.063429
KREMEN1	Aves	Galliformes	Meleagris_gallopavo	23819	24153	0.986171
KREMEN1	Lepidosauria	Squamata	Naja_naja	578	24153	0.0239308
KREMEN1	Lepidosauria	Squamata	Notechis_scutatus	671	24153	0.0277812
KREMEN1	Aves	Passeriformes	Parus_major	15528	24153	0.642902
KREMEN1	Reptilia	Testudines	Pelodiscus_sinensis	4119	24153	0.170538
KREMEN1	Lepidosauria	Squamata	Podarcis_muralis	1013	24153	0.041941
KREMEN1	Lepidosauria	Squamata	Podarcis_raffonei	1107	24153	0.0458328
KREMEN1	Lepidosauria	Squamata	Pogona_vitticeps_zw	1110	24153	0.045957
KREMEN1	Lepidosauria	Squamata	Pogona_vitticeps_zz	1287	24153	0.0532853
KREMEN1	Lepidosauria	Squamata	Pseudonaja_textilis	689	24153	0.0285265
KREMEN1	Lepidosauria	Squamata	Rhineura_floridana	1095	24153	0.045336
KREMEN1	Lepidosauria	Squamata	Salvator_merianae	969	24153	0.0401192
KREMEN1	Aves	Passeriformes	Serinus_canaria	15875	24153	0.657268
KREMEN1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	3103	24153	0.128473
KREMEN1	Aves	Psittaciformes	Strigops_habroptila	16504	24153	0.683311
KREMEN1	Aves	Struthioniformes	Struthio_camelus	18843	24153	0.780152
KREMEN1	Aves	Passeriformes	Taeniopygia_guttata	15135	24153	0.62663
KREMEN1	Reptilia	Testudines	Terrapene_carolina	6756	24153	0.279717
LAPTM5	Aves	Anseriformes	Anas_platyrhynchos	11373	14429	0.788204
LAPTM5	Lepidosauria	Squamata	Anolis_carolinensis	0	14429	0
LAPTM5	Lepidosauria	Squamata	Anolis_sagrei	0	14429	0
LAPTM5	Aves	Anseriformes	Anser_brachyrhynchus	11775	14429	0.816065
LAPTM5	Aves	Accipitriformes	Aquila_chrysaetos	12151	14429	0.842124
LAPTM5	Reptilia	Testudines	Chelonoidis_abingdonii	3984	14429	0.276111
LAPTM5	Reptilia	Testudines	Chrysemys_picta	4525	14429	0.313605
LAPTM5	Aves	Galliformes	Coturnix_japonica	13499	14429	0.935546
LAPTM5	Reptilia	Crocodylia	Crocodylus_porosus	5264	14429	0.364821
LAPTM5	Lepidosauria	Squamata	Eublepharis_macularius	192	14429	0.0133065
LAPTM5	Lepidosauria	Squamata	Euleptes_europaea	0	14429	0
LAPTM5	Aves	Passeriformes	Ficedula_albicollis	8210	14429	0.568993
LAPTM5	Aves	Passeriformes	Geospiza_fortis	6869	14429	0.476055
LAPTM5	Reptilia	Testudines	Gopherus_evgoodei	4112	14429	0.284982
LAPTM5	Lepidosauria	Squamata	Laticauda_laticaudata	0	14429	0
LAPTM5	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	14429	0
LAPTM5	Aves	Galliformes	Meleagris_gallopavo	14123	14429	0.978793
LAPTM5	Lepidosauria	Squamata	Naja_naja	0	14429	0
LAPTM5	Lepidosauria	Squamata	Notechis_scutatus	0	14429	0
LAPTM5	Aves	Passeriformes	Parus_major	5515	14429	0.382216
LAPTM5	Reptilia	Testudines	Pelodiscus_sinensis	2942	14429	0.203895
LAPTM5	Lepidosauria	Squamata	Podarcis_muralis	0	14429	0
LAPTM5	Lepidosauria	Squamata	Podarcis_raffonei	0	14429	0
LAPTM5	Lepidosauria	Squamata	Pogona_vitticeps_zw	70	14429	0.00485134
LAPTM5	Lepidosauria	Squamata	Pogona_vitticeps_zz	129	14429	0.00894033
LAPTM5	Lepidosauria	Squamata	Pseudonaja_textilis	0	14429	0
LAPTM5	Lepidosauria	Squamata	Rhineura_floridana	0	14429	0
LAPTM5	Lepidosauria	Squamata	Salvator_merianae	0	14429	0
LAPTM5	Aves	Passeriformes	Serinus_canaria	520	14429	0.0360385
LAPTM5	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2025	14429	0.140342
LAPTM5	Aves	Psittaciformes	Strigops_habroptila	11270	14429	0.781066
LAPTM5	Aves	Struthioniformes	Struthio_camelus	11718	14429	0.812114
LAPTM5	Aves	Passeriformes	Taeniopygia_guttata	6376	14429	0.441888
LAPTM5	Reptilia	Testudines	Terrapene_carolina	3835	14429	0.265784
LCP1	Aves	Anseriformes	Anas_platyrhynchos	37486	49313	0.760165
LCP1	Lepidosauria	Squamata	Anolis_carolinensis	2292	49313	0.0464786
LCP1	Lepidosauria	Squamata	Anolis_sagrei	2262	49313	0.0458703
LCP1	Aves	Anseriformes	Anser_brachyrhynchus	38546	49313	0.78166
LCP1	Aves	Accipitriformes	Aquila_chrysaetos	35950	49313	0.729017
LCP1	Reptilia	Testudines	Chelonoidis_abingdonii	12303	49313	0.249488
LCP1	Reptilia	Testudines	Chrysemys_picta	12343	49313	0.250299
LCP1	Aves	Galliformes	Coturnix_japonica	36433	49313	0.738811
LCP1	Reptilia	Crocodylia	Crocodylus_porosus	10218	49313	0.207207
LCP1	Lepidosauria	Squamata	Eublepharis_macularius	2440	49313	0.0494799
LCP1	Lepidosauria	Squamata	Euleptes_europaea	3144	49313	0.063756
LCP1	Aves	Passeriformes	Ficedula_albicollis	35949	49313	0.728996
LCP1	Aves	Passeriformes	Geospiza_fortis	35474	49313	0.719364
LCP1	Reptilia	Testudines	Gopherus_evgoodei	11124	49313	0.225579
LCP1	Lepidosauria	Squamata	Laticauda_laticaudata	2178	49313	0.0441669
LCP1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2463	49313	0.0499463
LCP1	Aves	Galliformes	Meleagris_gallopavo	44698	49313	0.906414
LCP1	Lepidosauria	Squamata	Naja_naja	2245	49313	0.0455255
LCP1	Lepidosauria	Squamata	Notechis_scutatus	2169	49313	0.0439843
LCP1	Aves	Passeriformes	Parus_major	34678	49313	0.703222
LCP1	Reptilia	Testudines	Pelodiscus_sinensis	9540	49313	0.193458
LCP1	Lepidosauria	Squamata	Podarcis_muralis	2187	49313	0.0443494
LCP1	Lepidosauria	Squamata	Podarcis_raffonei	2287	49313	0.0463772
LCP1	Lepidosauria	Squamata	Pogona_vitticeps_zw	2371	49313	0.0480806
LCP1	Lepidosauria	Squamata	Pogona_vitticeps_zz	2335	49313	0.0473506
LCP1	Lepidosauria	Squamata	Pseudonaja_textilis	2280	49313	0.0462353
LCP1	Lepidosauria	Squamata	Rhineura_floridana	2831	49313	0.0574088
LCP1	Lepidosauria	Squamata	Salvator_merianae	2289	49313	0.0464178
LCP1	Aves	Passeriformes	Serinus_canaria	35378	49313	0.717417
LCP1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	4421	49313	0.0896518
LCP1	Aves	Psittaciformes	Strigops_habroptila	35116	49313	0.712104
LCP1	Aves	Struthioniformes	Struthio_camelus	35133	49313	0.712449
LCP1	Aves	Passeriformes	Taeniopygia_guttata	35281	49313	0.71545
LCP1	Reptilia	Testudines	Terrapene_carolina	13284	49313	0.269381
LRCH1	Aves	Anseriformes	Anas_platyrhynchos	93118	124047	0.750667
LRCH1	Lepidosauria	Squamata	Anolis_carolinensis	1736	124047	0.0139947
LRCH1	Lepidosauria	Squamata	Anolis_sagrei	1808	124047	0.0145751
LRCH1	Aves	Anseriformes	Anser_brachyrhynchus	97140	124047	0.78309
LRCH1	Aves	Accipitriformes	Aquila_chrysaetos	99236	124047	0.799987
LRCH1	Reptilia	Testudines	Chelonoidis_abingdonii	29249	124047	0.23579
LRCH1	Reptilia	Testudines	Chrysemys_picta	30258	124047	0.243924
LRCH1	Aves	Galliformes	Coturnix_japonica	94643	124047	0.762961
LRCH1	Reptilia	Crocodylia	Crocodylus_porosus	24963	124047	0.201238
LRCH1	Lepidosauria	Squamata	Eublepharis_macularius	1951	124047	0.0157279
LRCH1	Lepidosauria	Squamata	Euleptes_europaea	2107	124047	0.0169855
LRCH1	Aves	Passeriformes	Ficedula_albicollis	89537	124047	0.721799
LRCH1	Aves	Passeriformes	Geospiza_fortis	89497	124047	0.721477
LRCH1	Reptilia	Testudines	Gopherus_evgoodei	30240	124047	0.243779
LRCH1	Lepidosauria	Squamata	Laticauda_laticaudata	1421	124047	0.0114553
LRCH1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	3431	124047	0.0276589
LRCH1	Aves	Galliformes	Meleagris_gallopavo	114403	124047	0.922255
LRCH1	Lepidosauria	Squamata	Naja_naja	1564	124047	0.0126081
LRCH1	Lepidosauria	Squamata	Notechis_scutatus	1671	124047	0.0134707
LRCH1	Aves	Passeriformes	Parus_major	84123	124047	0.678154
LRCH1	Reptilia	Testudines	Pelodiscus_sinensis	17387	124047	0.140165
LRCH1	Lepidosauria	Squamata	Podarcis_muralis	1863	124047	0.0150185
LRCH1	Lepidosauria	Squamata	Podarcis_raffonei	2043	124047	0.0164696
LRCH1	Lepidosauria	Squamata	Pogona_vitticeps_zw	1953	124047	0.015744
LRCH1	Lepidosauria	Squamata	Pogona_vitticeps_zz	2303	124047	0.0185655
LRCH1	Lepidosauria	Squamata	Pseudonaja_textilis	1603	124047	0.0129225
LRCH1	Lepidosauria	Squamata	Rhineura_floridana	2197	124047	0.017711
LRCH1	Lepidosauria	Squamata	Salvator_merianae	1832	124047	0.0147686
LRCH1	Aves	Passeriformes	Serinus_canaria	88312	124047	0.711924
LRCH1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	10939	124047	0.0881843
LRCH1	Aves	Psittaciformes	Strigops_habroptila	90368	124047	0.728498
LRCH1	Aves	Struthioniformes	Struthio_camelus	96033	124047	0.774166
LRCH1	Aves	Passeriformes	Taeniopygia_guttata	89582	124047	0.722162
LRCH1	Reptilia	Testudines	Terrapene_carolina	34654	124047	0.279362
MAN2B2	Aves	Anseriformes	Anas_platyrhynchos	27594	29967	0.920813
MAN2B2	Lepidosauria	Squamata	Anolis_carolinensis	0	29967	0
MAN2B2	Lepidosauria	Squamata	Anolis_sagrei	0	29967	0
MAN2B2	Aves	Anseriformes	Anser_brachyrhynchus	27817	29967	0.928254
MAN2B2	Aves	Accipitriformes	Aquila_chrysaetos	27926	29967	0.931892
MAN2B2	Reptilia	Testudines	Chelonoidis_abingdonii	11552	29967	0.385491
MAN2B2	Reptilia	Testudines	Chrysemys_picta	14510	29967	0.484199
MAN2B2	Aves	Galliformes	Coturnix_japonica	27188	29967	0.907265
MAN2B2	Reptilia	Crocodylia	Crocodylus_porosus	11357	29967	0.378984
MAN2B2	Lepidosauria	Squamata	Eublepharis_macularius	77	29967	0.00256949
MAN2B2	Lepidosauria	Squamata	Euleptes_europaea	72	29967	0.00240264
MAN2B2	Aves	Passeriformes	Ficedula_albicollis	25350	29967	0.845931
MAN2B2	Aves	Passeriformes	Geospiza_fortis	25541	29967	0.852304
MAN2B2	Reptilia	Testudines	Gopherus_evgoodei	12202	29967	0.407181
MAN2B2	Lepidosauria	Squamata	Laticauda_laticaudata	0	29967	0
MAN2B2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	3331	29967	0.111156
MAN2B2	Aves	Galliformes	Meleagris_gallopavo	29003	29967	0.967831
MAN2B2	Lepidosauria	Squamata	Naja_naja	0	29967	0
MAN2B2	Lepidosauria	Squamata	Notechis_scutatus	0	29967	0
MAN2B2	Aves	Passeriformes	Parus_major	26461	29967	0.883005
MAN2B2	Reptilia	Testudines	Pelodiscus_sinensis	9908	29967	0.33063
MAN2B2	Lepidosauria	Squamata	Podarcis_muralis	0	29967	0
MAN2B2	Lepidosauria	Squamata	Podarcis_raffonei	133	29967	0.00443822
MAN2B2	Lepidosauria	Squamata	Pogona_vitticeps_zw	0	29967	0
MAN2B2	Lepidosauria	Squamata	Pogona_vitticeps_zz	94	29967	0.00313678
MAN2B2	Lepidosauria	Squamata	Pseudonaja_textilis	0	29967	0
MAN2B2	Lepidosauria	Squamata	Rhineura_floridana	246	29967	0.00820903
MAN2B2	Lepidosauria	Squamata	Salvator_merianae	0	29967	0
MAN2B2	Aves	Passeriformes	Serinus_canaria	25921	29967	0.864985
MAN2B2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	0	29967	0
MAN2B2	Aves	Psittaciformes	Strigops_habroptila	26932	29967	0.898722
MAN2B2	Aves	Struthioniformes	Struthio_camelus	28014	29967	0.934828
MAN2B2	Aves	Passeriformes	Taeniopygia_guttata	25579	29967	0.853572
MAN2B2	Reptilia	Testudines	Terrapene_carolina	12687	29967	0.423366
MATK	Aves	Anseriformes	Anas_platyrhynchos	4850	5269	0.920478
MATK	Lepidosauria	Squamata	Anolis_carolinensis	955	5269	0.181249
MATK	Lepidosauria	Squamata	Anolis_sagrei	1355	5269	0.257165
MATK	Aves	Anseriformes	Anser_brachyrhynchus	4864	5269	0.923135
MATK	Aves	Accipitriformes	Aquila_chrysaetos	4449	5269	0.844373
MATK	Reptilia	Testudines	Chelonoidis_abingdonii	1838	5269	0.348833
MATK	Reptilia	Testudines	Chrysemys_picta	2336	5269	0.443348
MATK	Aves	Galliformes	Coturnix_japonica	4543	5269	0.862213
MATK	Reptilia	Crocodylia	Crocodylus_porosus	2434	5269	0.461947
MATK	Lepidosauria	Squamata	Eublepharis_macularius	1113	5269	0.211236
MATK	Lepidosauria	Squamata	Euleptes_europaea	1584	5269	0.300626
MATK	Aves	Passeriformes	Ficedula_albicollis	4579	5269	0.869045
MATK	Aves	Passeriformes	Geospiza_fortis	4232	5269	0.803188
MATK	Reptilia	Testudines	Gopherus_evgoodei	1958	5269	0.371608
MATK	Lepidosauria	Squamata	Laticauda_laticaudata	903	5269	0.17138
MATK	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1371	5269	0.260201
MATK	Aves	Galliformes	Meleagris_gallopavo	5199	5269	0.986715
MATK	Lepidosauria	Squamata	Naja_naja	864	5269	0.163978
MATK	Lepidosauria	Squamata	Notechis_scutatus	828	5269	0.157146
MATK	Aves	Passeriformes	Parus_major	4346	5269	0.824824
MATK	Reptilia	Testudines	Pelodiscus_sinensis	2523	5269	0.478838
MATK	Lepidosauria	Squamata	Podarcis_muralis	1297	5269	0.246157
MATK	Lepidosauria	Squamata	Podarcis_raffonei	1584	5269	0.300626
MATK	Lepidosauria	Squamata	Pogona_vitticeps_zw	1439	5269	0.273107
MATK	Lepidosauria	Squamata	Pogona_vitticeps_zz	1443	5269	0.273866
MATK	Lepidosauria	Squamata	Pseudonaja_textilis	862	5269	0.163598
MATK	Lepidosauria	Squamata	Rhineura_floridana	1240	5269	0.235339
MATK	Lepidosauria	Squamata	Salvator_merianae	1102	5269	0.209148
MATK	Aves	Passeriformes	Serinus_canaria	4228	5269	0.802429
MATK	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1732	5269	0.328715
MATK	Aves	Psittaciformes	Strigops_habroptila	4265	5269	0.809452
MATK	Aves	Struthioniformes	Struthio_camelus	3567	5269	0.676979
MATK	Aves	Passeriformes	Taeniopygia_guttata	4126	5269	0.783071
MATK	Reptilia	Testudines	Terrapene_carolina	2152	5269	0.408427
MOB1A	Aves	Anseriformes	Anas_platyrhynchos	4674	5063	0.923168
MOB1A	Lepidosauria	Squamata	Anolis_carolinensis	843	5063	0.166502
MOB1A	Lepidosauria	Squamata	Anolis_sagrei	888	5063	0.17539
MOB1A	Aves	Anseriformes	Anser_brachyrhynchus	4780	5063	0.944104
MOB1A	Aves	Accipitriformes	Aquila_chrysaetos	4684	5063	0.925143
MOB1A	Reptilia	Testudines	Chelonoidis_abingdonii	1136	5063	0.224373
MOB1A	Reptilia	Testudines	Chrysemys_picta	1126	5063	0.222398
MOB1A	Aves	Galliformes	Coturnix_japonica	4464	5063	0.881691
MOB1A	Reptilia	Crocodylia	Crocodylus_porosus	1179	5063	0.232866
MOB1A	Lepidosauria	Squamata	Eublepharis_macularius	718	5063	0.141813
MOB1A	Lepidosauria	Squamata	Euleptes_europaea	808	5063	0.159589
MOB1A	Aves	Passeriformes	Ficedula_albicollis	2825	5063	0.55797
MOB1A	Aves	Passeriformes	Geospiza_fortis	726	5063	0.143393
MOB1A	Reptilia	Testudines	Gopherus_evgoodei	1136	5063	0.224373
MOB1A	Lepidosauria	Squamata	Laticauda_laticaudata	730	5063	0.144183
MOB1A	Actinistia	Coelacanthiformes	Latimeria_chalumnae	904	5063	0.17855
MOB1A	Aves	Galliformes	Meleagris_gallopavo	4912	5063	0.970176
MOB1A	Lepidosauria	Squamata	Naja_naja	746	5063	0.147343
MOB1A	Lepidosauria	Squamata	Notechis_scutatus	767	5063	0.151491
MOB1A	Aves	Passeriformes	Parus_major	2560	5063	0.505629
MOB1A	Reptilia	Testudines	Pelodiscus_sinensis	1064	5063	0.210152
MOB1A	Lepidosauria	Squamata	Podarcis_muralis	827	5063	0.163342
MOB1A	Lepidosauria	Squamata	Podarcis_raffonei	830	5063	0.163934
MOB1A	Lepidosauria	Squamata	Pogona_vitticeps_zw	796	5063	0.157219
MOB1A	Lepidosauria	Squamata	Pogona_vitticeps_zz	796	5063	0.157219
MOB1A	Lepidosauria	Squamata	Pseudonaja_textilis	732	5063	0.144578
MOB1A	Lepidosauria	Squamata	Rhineura_floridana	778	5063	0.153664
MOB1A	Lepidosauria	Squamata	Salvator_merianae	940	5063	0.185661
MOB1A	Aves	Passeriformes	Serinus_canaria	720	5063	0.142208
MOB1A	Lepidosauria	Sphenodontia	Sphenodon_punctatus	649	5063	0.128185
MOB1A	Aves	Psittaciformes	Strigops_habroptila	4413	5063	0.871618
MOB1A	Aves	Struthioniformes	Struthio_camelus	4063	5063	0.802489
MOB1A	Aves	Passeriformes	Taeniopygia_guttata	732	5063	0.144578
MOB1A	Reptilia	Testudines	Terrapene_carolina	1116	5063	0.220423
NOTCH2	Aves	Anseriformes	Anas_platyrhynchos	76889	79026	0.972958
NOTCH2	Lepidosauria	Squamata	Anolis_carolinensis	7746	79026	0.0980184
NOTCH2	Lepidosauria	Squamata	Anolis_sagrei	7829	79026	0.0990687
NOTCH2	Aves	Anseriformes	Anser_brachyrhynchus	77499	79026	0.980677
