Gene_name	Class	Order	Species_name	Unaligned_region	Gene_length	Normalized_value
FREM2	Reptilia	Crocodylia	Crocodylus_porosus	36930	122068	0.302536
FREM2	Lepidosauria	Squamata	Eublepharis_macularius	11021	122068	0.0902857
FREM2	Lepidosauria	Squamata	Euleptes_europaea	10269	122068	0.0841252
FREM2	Aves	Passeriformes	Ficedula_albicollis	93813	122068	0.768531
FREM2	Aves	Passeriformes	Geospiza_fortis	95645	122068	0.783539
FREM2	Reptilia	Testudines	Gopherus_evgoodei	47583	122068	0.389807
FREM2	Lepidosauria	Squamata	Laticauda_laticaudata	11257	122068	0.0922191
FREM2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	11194	122068	0.091703
FREM2	Aves	Galliformes	Meleagris_gallopavo	119095	122068	0.975645
FREM2	Lepidosauria	Squamata	Naja_naja	10773	122068	0.0882541
FREM2	Lepidosauria	Squamata	Notechis_scutatus	10943	122068	0.0896468
FREM2	Aves	Passeriformes	Parus_major	97270	122068	0.796851
FREM2	Reptilia	Testudines	Pelodiscus_sinensis	32765	122068	0.268416
FREM2	Lepidosauria	Squamata	Podarcis_muralis	10341	122068	0.0847151
FREM2	Lepidosauria	Squamata	Podarcis_raffonei	12165	122068	0.0996576
FREM2	Lepidosauria	Squamata	Pogona_vitticeps_zw	10897	122068	0.0892699
FREM2	Lepidosauria	Squamata	Pogona_vitticeps_zz	11434	122068	0.0936691
FREM2	Lepidosauria	Squamata	Pseudonaja_textilis	10882	122068	0.089147
FREM2	Lepidosauria	Squamata	Rhineura_floridana	10613	122068	0.0869433
FREM2	Lepidosauria	Squamata	Salvator_merianae	10311	122068	0.0844693
FREM2	Aves	Passeriformes	Serinus_canaria	95379	122068	0.78136
FREM2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	15552	122068	0.127404
FREM2	Aves	Psittaciformes	Strigops_habroptila	98607	122068	0.807804
FREM2	Aves	Struthioniformes	Struthio_camelus	103855	122068	0.850796
FREM2	Aves	Passeriformes	Taeniopygia_guttata	95657	122068	0.783637
FREM2	Reptilia	Testudines	Terrapene_carolina	52725	122068	0.431931
GPR78	Aves	Anseriformes	Anas_platyrhynchos	6959	6959	1
GPR78	Lepidosauria	Squamata	Anolis_carolinensis	972	6959	0.139675
GPR78	Lepidosauria	Squamata	Anolis_sagrei	978	6959	0.140537
GPR78	Aves	Anseriformes	Anser_brachyrhynchus	6959	6959	1
GPR78	Aves	Accipitriformes	Aquila_chrysaetos	6959	6959	1
GPR78	Reptilia	Testudines	Chelonoidis_abingdonii	4922	6959	0.707286
GPR78	Reptilia	Testudines	Chrysemys_picta	5092	6959	0.731714
GPR78	Aves	Galliformes	Coturnix_japonica	6885	6959	0.989366
GPR78	Reptilia	Crocodylia	Crocodylus_porosus	3810	6959	0.547492
GPR78	Lepidosauria	Squamata	Eublepharis_macularius	981	6959	0.140969
GPR78	Lepidosauria	Squamata	Euleptes_europaea	986	6959	0.141687
GPR78	Aves	Passeriformes	Ficedula_albicollis	6853	6959	0.984768
GPR78	Aves	Passeriformes	Geospiza_fortis	6959	6959	1
GPR78	Reptilia	Testudines	Gopherus_evgoodei	4819	6959	0.692485
GPR78	Lepidosauria	Squamata	Laticauda_laticaudata	995	6959	0.14298
GPR78	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1203	6959	0.17287
GPR78	Aves	Galliformes	Meleagris_gallopavo	6959	6959	1
GPR78	Lepidosauria	Squamata	Naja_naja	974	6959	0.139963
GPR78	Lepidosauria	Squamata	Notechis_scutatus	995	6959	0.14298
GPR78	Aves	Passeriformes	Parus_major	6959	6959	1
GPR78	Reptilia	Testudines	Pelodiscus_sinensis	4178	6959	0.600374
GPR78	Lepidosauria	Squamata	Podarcis_muralis	950	6959	0.136514
GPR78	Lepidosauria	Squamata	Podarcis_raffonei	950	6959	0.136514
GPR78	Lepidosauria	Squamata	Pogona_vitticeps_zw	1015	6959	0.145854
GPR78	Lepidosauria	Squamata	Pogona_vitticeps_zz	1061	6959	0.152464
GPR78	Lepidosauria	Squamata	Pseudonaja_textilis	997	6959	0.143268
GPR78	Lepidosauria	Squamata	Rhineura_floridana	966	6959	0.138813
GPR78	Lepidosauria	Squamata	Salvator_merianae	1004	6959	0.144274
GPR78	Aves	Passeriformes	Serinus_canaria	6851	6959	0.984481
GPR78	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2474	6959	0.355511
GPR78	Aves	Psittaciformes	Strigops_habroptila	6924	6959	0.994971
GPR78	Aves	Struthioniformes	Struthio_camelus	6751	6959	0.970111
GPR78	Aves	Passeriformes	Taeniopygia_guttata	6959	6959	1
GPR78	Reptilia	Testudines	Terrapene_carolina	5214	6959	0.749246
GPR82	Aves	Anseriformes	Anas_platyrhynchos	2800	2853	0.981423
GPR82	Lepidosauria	Squamata	Anolis_carolinensis	0	2853	0
GPR82	Lepidosauria	Squamata	Anolis_sagrei	0	2853	0
GPR82	Aves	Anseriformes	Anser_brachyrhynchus	2800	2853	0.981423
GPR82	Aves	Accipitriformes	Aquila_chrysaetos	2853	2853	1
GPR82	Reptilia	Testudines	Chelonoidis_abingdonii	2565	2853	0.899054
GPR82	Reptilia	Testudines	Chrysemys_picta	2645	2853	0.927094
GPR82	Aves	Galliformes	Coturnix_japonica	2736	2853	0.958991
GPR82	Reptilia	Crocodylia	Crocodylus_porosus	1391	2853	0.487557
GPR82	Lepidosauria	Squamata	Eublepharis_macularius	0	2853	0
GPR82	Lepidosauria	Squamata	Euleptes_europaea	1068	2853	0.374343
GPR82	Aves	Passeriformes	Ficedula_albicollis	2853	2853	1
GPR82	Aves	Passeriformes	Geospiza_fortis	2853	2853	1
GPR82	Reptilia	Testudines	Gopherus_evgoodei	2501	2853	0.876621
GPR82	Lepidosauria	Squamata	Laticauda_laticaudata	0	2853	0
GPR82	Actinistia	Coelacanthiformes	Latimeria_chalumnae	971	2853	0.340343
GPR82	Aves	Galliformes	Meleagris_gallopavo	2853	2853	1
GPR82	Lepidosauria	Squamata	Naja_naja	0	2853	0
GPR82	Lepidosauria	Squamata	Notechis_scutatus	0	2853	0
GPR82	Aves	Passeriformes	Parus_major	2853	2853	1
GPR82	Reptilia	Testudines	Pelodiscus_sinensis	1456	2853	0.51034
GPR82	Lepidosauria	Squamata	Podarcis_muralis	0	2853	0
GPR82	Lepidosauria	Squamata	Podarcis_raffonei	0	2853	0
GPR82	Lepidosauria	Squamata	Pogona_vitticeps_zw	0	2853	0
GPR82	Lepidosauria	Squamata	Pogona_vitticeps_zz	0	2853	0
GPR82	Lepidosauria	Squamata	Pseudonaja_textilis	0	2853	0
GPR82	Lepidosauria	Squamata	Rhineura_floridana	0	2853	0
GPR82	Lepidosauria	Squamata	Salvator_merianae	0	2853	0
GPR82	Aves	Passeriformes	Serinus_canaria	2853	2853	1
GPR82	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1188	2853	0.416404
GPR82	Aves	Psittaciformes	Strigops_habroptila	2853	2853	1
GPR82	Aves	Struthioniformes	Struthio_camelus	2853	2853	1
GPR82	Aves	Passeriformes	Taeniopygia_guttata	2853	2853	1
GPR82	Reptilia	Testudines	Terrapene_carolina	2461	2853	0.862601
GRK4	Aves	Anseriformes	Anas_platyrhynchos	32154	34498	0.932054
GRK4	Lepidosauria	Squamata	Anolis_carolinensis	2170	34498	0.0629022
GRK4	Lepidosauria	Squamata	Anolis_sagrei	2162	34498	0.0626703
GRK4	Aves	Anseriformes	Anser_brachyrhynchus	32161	34498	0.932257
GRK4	Aves	Accipitriformes	Aquila_chrysaetos	32884	34498	0.953215
GRK4	Reptilia	Testudines	Chelonoidis_abingdonii	7762	34498	0.224999
GRK4	Reptilia	Testudines	Chrysemys_picta	8713	34498	0.252565
GRK4	Aves	Galliformes	Coturnix_japonica	31438	34498	0.911299
GRK4	Reptilia	Crocodylia	Crocodylus_porosus	10225	34498	0.296394
GRK4	Lepidosauria	Squamata	Eublepharis_macularius	3470	34498	0.100586
GRK4	Lepidosauria	Squamata	Euleptes_europaea	2745	34498	0.0795698
GRK4	Aves	Passeriformes	Ficedula_albicollis	31300	34498	0.907299
GRK4	Aves	Passeriformes	Geospiza_fortis	31366	34498	0.909212
GRK4	Reptilia	Testudines	Gopherus_evgoodei	8674	34498	0.251435
GRK4	Lepidosauria	Squamata	Laticauda_laticaudata	2393	34498	0.0693663
GRK4	Actinistia	Coelacanthiformes	Latimeria_chalumnae	3158	34498	0.0915415
GRK4	Aves	Galliformes	Meleagris_gallopavo	34105	34498	0.988608
GRK4	Lepidosauria	Squamata	Naja_naja	2192	34498	0.0635399
GRK4	Lepidosauria	Squamata	Notechis_scutatus	2240	34498	0.0649313
GRK4	Aves	Passeriformes	Parus_major	29934	34498	0.867702
GRK4	Reptilia	Testudines	Pelodiscus_sinensis	7739	34498	0.224332
GRK4	Lepidosauria	Squamata	Podarcis_muralis	3178	34498	0.0921213
GRK4	Lepidosauria	Squamata	Podarcis_raffonei	3391	34498	0.0982956
GRK4	Lepidosauria	Squamata	Pogona_vitticeps_zw	2755	34498	0.0798597
GRK4	Lepidosauria	Squamata	Pogona_vitticeps_zz	2629	34498	0.0762073
GRK4	Lepidosauria	Squamata	Pseudonaja_textilis	2193	34498	0.0635689
GRK4	Lepidosauria	Squamata	Rhineura_floridana	2422	34498	0.070207
GRK4	Lepidosauria	Squamata	Salvator_merianae	2432	34498	0.0704968
GRK4	Aves	Passeriformes	Serinus_canaria	31096	34498	0.901386
GRK4	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1881	34498	0.0545249
GRK4	Aves	Psittaciformes	Strigops_habroptila	31460	34498	0.911937
GRK4	Aves	Struthioniformes	Struthio_camelus	32774	34498	0.950026
GRK4	Aves	Passeriformes	Taeniopygia_guttata	31036	34498	0.899646
GRK4	Reptilia	Testudines	Terrapene_carolina	8927	34498	0.258769
HHLA2	Aves	Anseriformes	Anas_platyrhynchos	28341	35318	0.802452
HHLA2	Lepidosauria	Squamata	Anolis_carolinensis	6229	35318	0.176369
HHLA2	Lepidosauria	Squamata	Anolis_sagrei	7578	35318	0.214565
HHLA2	Aves	Anseriformes	Anser_brachyrhynchus	32116	35318	0.909338
HHLA2	Aves	Accipitriformes	Aquila_chrysaetos	32363	35318	0.916332
HHLA2	Reptilia	Testudines	Chelonoidis_abingdonii	17370	35318	0.491817
HHLA2	Reptilia	Testudines	Chrysemys_picta	17833	35318	0.504927
HHLA2	Aves	Galliformes	Coturnix_japonica	30104	35318	0.85237
HHLA2	Reptilia	Crocodylia	Crocodylus_porosus	14282	35318	0.404383
HHLA2	Lepidosauria	Squamata	Eublepharis_macularius	7516	35318	0.212809
HHLA2	Lepidosauria	Squamata	Euleptes_europaea	7009	35318	0.198454
HHLA2	Aves	Passeriformes	Ficedula_albicollis	28900	35318	0.81828
HHLA2	Aves	Passeriformes	Geospiza_fortis	29896	35318	0.846481
HHLA2	Reptilia	Testudines	Gopherus_evgoodei	17332	35318	0.490741
HHLA2	Lepidosauria	Squamata	Laticauda_laticaudata	6612	35318	0.187213
HHLA2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	5064	35318	0.143383
HHLA2	Aves	Galliformes	Meleagris_gallopavo	33758	35318	0.95583
HHLA2	Lepidosauria	Squamata	Naja_naja	6966	35318	0.197237
HHLA2	Lepidosauria	Squamata	Notechis_scutatus	7448	35318	0.210884
HHLA2	Aves	Passeriformes	Parus_major	30270	35318	0.85707
HHLA2	Reptilia	Testudines	Pelodiscus_sinensis	12517	35318	0.354409
HHLA2	Lepidosauria	Squamata	Podarcis_muralis	6726	35318	0.190441
HHLA2	Lepidosauria	Squamata	Podarcis_raffonei	7722	35318	0.218642
HHLA2	Lepidosauria	Squamata	Pogona_vitticeps_zw	8740	35318	0.247466
HHLA2	Lepidosauria	Squamata	Pogona_vitticeps_zz	8666	35318	0.245371
HHLA2	Lepidosauria	Squamata	Pseudonaja_textilis	6991	35318	0.197944
HHLA2	Lepidosauria	Squamata	Rhineura_floridana	7410	35318	0.209808
HHLA2	Lepidosauria	Squamata	Salvator_merianae	8846	35318	0.250467
HHLA2	Aves	Passeriformes	Serinus_canaria	29972	35318	0.848632
HHLA2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	8986	35318	0.254431
HHLA2	Aves	Psittaciformes	Strigops_habroptila	31904	35318	0.903335
HHLA2	Aves	Struthioniformes	Struthio_camelus	32971	35318	0.933547
HHLA2	Aves	Passeriformes	Taeniopygia_guttata	26889	35318	0.76134
HHLA2	Reptilia	Testudines	Terrapene_carolina	17691	35318	0.500906
HPGDS	Aves	Anseriformes	Anas_platyrhynchos	19538	25415	0.768759
HPGDS	Lepidosauria	Squamata	Anolis_carolinensis	0	25415	0
HPGDS	Lepidosauria	Squamata	Anolis_sagrei	0	25415	0
HPGDS	Aves	Anseriformes	Anser_brachyrhynchus	18973	25415	0.746528
HPGDS	Aves	Accipitriformes	Aquila_chrysaetos	21994	25415	0.865394
HPGDS	Reptilia	Testudines	Chelonoidis_abingdonii	2936	25415	0.115522
HPGDS	Reptilia	Testudines	Chrysemys_picta	3587	25415	0.141137
HPGDS	Aves	Galliformes	Coturnix_japonica	18564	25415	0.730435
HPGDS	Reptilia	Crocodylia	Crocodylus_porosus	1021	25415	0.0401731
HPGDS	Lepidosauria	Squamata	Eublepharis_macularius	259	25415	0.0101908
HPGDS	Lepidosauria	Squamata	Euleptes_europaea	44	25415	0.00173126
HPGDS	Aves	Passeriformes	Ficedula_albicollis	20036	25415	0.788353
HPGDS	Aves	Passeriformes	Geospiza_fortis	18748	25415	0.737675
HPGDS	Reptilia	Testudines	Gopherus_evgoodei	3908	25415	0.153767
HPGDS	Lepidosauria	Squamata	Laticauda_laticaudata	0	25415	0
HPGDS	Actinistia	Coelacanthiformes	Latimeria_chalumnae	773	25415	0.0304151
HPGDS	Aves	Galliformes	Meleagris_gallopavo	25138	25415	0.989101
HPGDS	Lepidosauria	Squamata	Naja_naja	0	25415	0
HPGDS	Lepidosauria	Squamata	Notechis_scutatus	0	25415	0
HPGDS	Aves	Passeriformes	Parus_major	20633	25415	0.811843
HPGDS	Reptilia	Testudines	Pelodiscus_sinensis	1726	25415	0.0679127
HPGDS	Lepidosauria	Squamata	Podarcis_muralis	0	25415	0
HPGDS	Lepidosauria	Squamata	Podarcis_raffonei	106	25415	0.00417077
HPGDS	Lepidosauria	Squamata	Pogona_vitticeps_zw	61	25415	0.00240016
HPGDS	Lepidosauria	Squamata	Pogona_vitticeps_zz	0	25415	0
HPGDS	Lepidosauria	Squamata	Pseudonaja_textilis	0	25415	0
HPGDS	Lepidosauria	Squamata	Rhineura_floridana	43	25415	0.00169191
HPGDS	Lepidosauria	Squamata	Salvator_merianae	0	25415	0
HPGDS	Aves	Passeriformes	Serinus_canaria	20156	25415	0.793075
HPGDS	Lepidosauria	Sphenodontia	Sphenodon_punctatus	778	25415	0.0306118
HPGDS	Aves	Psittaciformes	Strigops_habroptila	20940	25415	0.823923
HPGDS	Aves	Struthioniformes	Struthio_camelus	20582	25415	0.809837
HPGDS	Aves	Passeriformes	Taeniopygia_guttata	19036	25415	0.749006
HPGDS	Reptilia	Testudines	Terrapene_carolina	3435	25415	0.135156
HRASLS	Aves	Anseriformes	Anas_platyrhynchos	2590	2819	0.918766
HRASLS	Lepidosauria	Squamata	Anolis_carolinensis	306	2819	0.108549
HRASLS	Lepidosauria	Squamata	Anolis_sagrei	363	2819	0.128769
HRASLS	Aves	Anseriformes	Anser_brachyrhynchus	2685	2819	0.952465
HRASLS	Aves	Accipitriformes	Aquila_chrysaetos	2819	2819	1
HRASLS	Reptilia	Testudines	Chelonoidis_abingdonii	824	2819	0.292302
HRASLS	Reptilia	Testudines	Chrysemys_picta	911	2819	0.323164
HRASLS	Aves	Galliformes	Coturnix_japonica	2819	2819	1
HRASLS	Reptilia	Crocodylia	Crocodylus_porosus	594	2819	0.210713
HRASLS	Lepidosauria	Squamata	Eublepharis_macularius	329	2819	0.116708
HRASLS	Lepidosauria	Squamata	Euleptes_europaea	323	2819	0.11458
HRASLS	Aves	Passeriformes	Ficedula_albicollis	1689	2819	0.599149
HRASLS	Aves	Passeriformes	Geospiza_fortis	2532	2819	0.898191
HRASLS	Reptilia	Testudines	Gopherus_evgoodei	836	2819	0.296559
HRASLS	Lepidosauria	Squamata	Laticauda_laticaudata	331	2819	0.117418
HRASLS	Actinistia	Coelacanthiformes	Latimeria_chalumnae	614	2819	0.217808
HRASLS	Aves	Galliformes	Meleagris_gallopavo	2819	2819	1
HRASLS	Lepidosauria	Squamata	Naja_naja	339	2819	0.120255
HRASLS	Lepidosauria	Squamata	Notechis_scutatus	324	2819	0.114934
HRASLS	Aves	Passeriformes	Parus_major	2006	2819	0.7116
HRASLS	Reptilia	Testudines	Pelodiscus_sinensis	709	2819	0.251508
HRASLS	Lepidosauria	Squamata	Podarcis_muralis	332	2819	0.117772
HRASLS	Lepidosauria	Squamata	Podarcis_raffonei	313	2819	0.111032
HRASLS	Lepidosauria	Squamata	Pogona_vitticeps_zw	492	2819	0.17453
HRASLS	Lepidosauria	Squamata	Pogona_vitticeps_zz	462	2819	0.163888
HRASLS	Lepidosauria	Squamata	Pseudonaja_textilis	393	2819	0.139411
HRASLS	Lepidosauria	Squamata	Rhineura_floridana	311	2819	0.110323
HRASLS	Lepidosauria	Squamata	Salvator_merianae	312	2819	0.110678
HRASLS	Aves	Passeriformes	Serinus_canaria	1832	2819	0.649876
HRASLS	Lepidosauria	Sphenodontia	Sphenodon_punctatus	636	2819	0.225612
HRASLS	Aves	Psittaciformes	Strigops_habroptila	2586	2819	0.917347
HRASLS	Aves	Struthioniformes	Struthio_camelus	2495	2819	0.885066
HRASLS	Aves	Passeriformes	Taeniopygia_guttata	2564	2819	0.909542
HRASLS	Reptilia	Testudines	Terrapene_carolina	972	2819	0.344803
HSD17B1	Aves	Anseriformes	Anas_platyrhynchos	1438	1438	1
HSD17B1	Lepidosauria	Squamata	Anolis_carolinensis	261	1438	0.181502
HSD17B1	Lepidosauria	Squamata	Anolis_sagrei	471	1438	0.327538
HSD17B1	Aves	Anseriformes	Anser_brachyrhynchus	1438	1438	1
HSD17B1	Aves	Accipitriformes	Aquila_chrysaetos	1438	1438	1
HSD17B1	Reptilia	Testudines	Chelonoidis_abingdonii	1071	1438	0.744784
HSD17B1	Reptilia	Testudines	Chrysemys_picta	1225	1438	0.851878
HSD17B1	Aves	Galliformes	Coturnix_japonica	1438	1438	1
HSD17B1	Reptilia	Crocodylia	Crocodylus_porosus	1073	1438	0.746175
HSD17B1	Lepidosauria	Squamata	Eublepharis_macularius	436	1438	0.303199
HSD17B1	Lepidosauria	Squamata	Euleptes_europaea	670	1438	0.465925
HSD17B1	Aves	Passeriformes	Ficedula_albicollis	1438	1438	1
HSD17B1	Aves	Passeriformes	Geospiza_fortis	1438	1438	1
HSD17B1	Reptilia	Testudines	Gopherus_evgoodei	1258	1438	0.874826
HSD17B1	Lepidosauria	Squamata	Laticauda_laticaudata	387	1438	0.269124
HSD17B1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	730	1438	0.50765
HSD17B1	Aves	Galliformes	Meleagris_gallopavo	1324	1438	0.920723
HSD17B1	Lepidosauria	Squamata	Naja_naja	296	1438	0.205841
HSD17B1	Lepidosauria	Squamata	Notechis_scutatus	412	1438	0.286509
HSD17B1	Aves	Passeriformes	Parus_major	1438	1438	1
HSD17B1	Reptilia	Testudines	Pelodiscus_sinensis	729	1438	0.506954
HSD17B1	Lepidosauria	Squamata	Podarcis_muralis	61	1438	0.04242
HSD17B1	Lepidosauria	Squamata	Podarcis_raffonei	609	1438	0.423505
HSD17B1	Lepidosauria	Squamata	Pogona_vitticeps_zw	402	1438	0.279555
HSD17B1	Lepidosauria	Squamata	Pogona_vitticeps_zz	616	1438	0.428373
HSD17B1	Lepidosauria	Squamata	Pseudonaja_textilis	367	1438	0.255216
HSD17B1	Lepidosauria	Squamata	Rhineura_floridana	440	1438	0.305981
HSD17B1	Lepidosauria	Squamata	Salvator_merianae	109	1438	0.0757997
HSD17B1	Aves	Passeriformes	Serinus_canaria	1438	1438	1
HSD17B1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	881	1438	0.612656
HSD17B1	Aves	Psittaciformes	Strigops_habroptila	1438	1438	1
HSD17B1	Aves	Struthioniformes	Struthio_camelus	0	1438	0
HSD17B1	Aves	Passeriformes	Taeniopygia_guttata	1434	1438	0.997218
HSD17B1	Reptilia	Testudines	Terrapene_carolina	1181	1438	0.82128
IL13RA2	Aves	Anseriformes	Anas_platyrhynchos	14456	15989	0.904122
IL13RA2	Lepidosauria	Squamata	Anolis_carolinensis	0	15989	0
IL13RA2	Lepidosauria	Squamata	Anolis_sagrei	91	15989	0.00569141
IL13RA2	Aves	Anseriformes	Anser_brachyrhynchus	14529	15989	0.908687
IL13RA2	Aves	Accipitriformes	Aquila_chrysaetos	13506	15989	0.844706
IL13RA2	Reptilia	Testudines	Chelonoidis_abingdonii	2157	15989	0.134905
IL13RA2	Reptilia	Testudines	Chrysemys_picta	2207	15989	0.138032
IL13RA2	Aves	Galliformes	Coturnix_japonica	14912	15989	0.932641
IL13RA2	Reptilia	Crocodylia	Crocodylus_porosus	1417	15989	0.0886234
IL13RA2	Lepidosauria	Squamata	Eublepharis_macularius	67	15989	0.00419038
IL13RA2	Lepidosauria	Squamata	Euleptes_europaea	92	15989	0.00575396
IL13RA2	Aves	Passeriformes	Ficedula_albicollis	12917	15989	0.807868
IL13RA2	Aves	Passeriformes	Geospiza_fortis	12169	15989	0.761086
IL13RA2	Reptilia	Testudines	Gopherus_evgoodei	2106	15989	0.131716
IL13RA2	Lepidosauria	Squamata	Laticauda_laticaudata	0	15989	0
IL13RA2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	137	15989	0.00856839
IL13RA2	Aves	Galliformes	Meleagris_gallopavo	15742	15989	0.984552
IL13RA2	Lepidosauria	Squamata	Naja_naja	0	15989	0
IL13RA2	Lepidosauria	Squamata	Notechis_scutatus	0	15989	0
IL13RA2	Aves	Passeriformes	Parus_major	13438	15989	0.840453
IL13RA2	Reptilia	Testudines	Pelodiscus_sinensis	718	15989	0.0449059
IL13RA2	Lepidosauria	Squamata	Podarcis_muralis	0	15989	0
IL13RA2	Lepidosauria	Squamata	Podarcis_raffonei	58	15989	0.00362749
IL13RA2	Lepidosauria	Squamata	Pogona_vitticeps_zw	73	15989	0.00456564
IL13RA2	Lepidosauria	Squamata	Pogona_vitticeps_zz	73	15989	0.00456564
IL13RA2	Lepidosauria	Squamata	Pseudonaja_textilis	0	15989	0
IL13RA2	Lepidosauria	Squamata	Rhineura_floridana	69	15989	0.00431547
IL13RA2	Lepidosauria	Squamata	Salvator_merianae	0	15989	0
IL13RA2	Aves	Passeriformes	Serinus_canaria	11777	15989	0.736569
IL13RA2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1101	15989	0.0688598
IL13RA2	Aves	Psittaciformes	Strigops_habroptila	10104	15989	0.631934
IL13RA2	Aves	Struthioniformes	Struthio_camelus	9706	15989	0.607042
IL13RA2	Aves	Passeriformes	Taeniopygia_guttata	12437	15989	0.777847
IL13RA2	Reptilia	Testudines	Terrapene_carolina	1745	15989	0.109138
IL26	Aves	Anseriformes	Anas_platyrhynchos	7928	7928	1
IL26	Lepidosauria	Squamata	Anolis_carolinensis	0	7928	0
IL26	Lepidosauria	Squamata	Anolis_sagrei	147	7928	0.0185419
IL26	Aves	Anseriformes	Anser_brachyrhynchus	7514	7928	0.94778
IL26	Aves	Accipitriformes	Aquila_chrysaetos	6961	7928	0.878027
IL26	Reptilia	Testudines	Chelonoidis_abingdonii	4119	7928	0.519551
IL26	Reptilia	Testudines	Chrysemys_picta	2986	7928	0.37664
IL26	Aves	Galliformes	Coturnix_japonica	6998	7928	0.882694
IL26	Reptilia	Crocodylia	Crocodylus_porosus	2270	7928	0.286327
IL26	Lepidosauria	Squamata	Eublepharis_macularius	62	7928	0.00782038
IL26	Lepidosauria	Squamata	Euleptes_europaea	78	7928	0.00983855
IL26	Aves	Passeriformes	Ficedula_albicollis	6581	7928	0.830096
IL26	Aves	Passeriformes	Geospiza_fortis	6806	7928	0.858476
IL26	Reptilia	Testudines	Gopherus_evgoodei	4132	7928	0.521191
IL26	Lepidosauria	Squamata	Laticauda_laticaudata	0	7928	0
IL26	Actinistia	Coelacanthiformes	Latimeria_chalumnae	192	7928	0.024218
IL26	Aves	Galliformes	Meleagris_gallopavo	7928	7928	1
IL26	Lepidosauria	Squamata	Naja_naja	0	7928	0
IL26	Lepidosauria	Squamata	Notechis_scutatus	0	7928	0
IL26	Aves	Passeriformes	Parus_major	6683	7928	0.842962
IL26	Reptilia	Testudines	Pelodiscus_sinensis	2560	7928	0.322906
IL26	Lepidosauria	Squamata	Podarcis_muralis	0	7928	0
IL26	Lepidosauria	Squamata	Podarcis_raffonei	92	7928	0.0116044
IL26	Lepidosauria	Squamata	Pogona_vitticeps_zw	0	7928	0
IL26	Lepidosauria	Squamata	Pogona_vitticeps_zz	465	7928	0.0586529
IL26	Lepidosauria	Squamata	Pseudonaja_textilis	0	7928	0
IL26	Lepidosauria	Squamata	Rhineura_floridana	0	7928	0
IL26	Lepidosauria	Squamata	Salvator_merianae	0	7928	0
IL26	Aves	Passeriformes	Serinus_canaria	6770	7928	0.853935
IL26	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1099	7928	0.138623
IL26	Aves	Psittaciformes	Strigops_habroptila	7041	7928	0.888118
IL26	Aves	Struthioniformes	Struthio_camelus	6391	7928	0.80613
IL26	Aves	Passeriformes	Taeniopygia_guttata	6624	7928	0.83552
IL26	Reptilia	Testudines	Terrapene_carolina	4290	7928	0.54112
IL34	Aves	Anseriformes	Anas_platyrhynchos	4329	4329	1
IL34	Lepidosauria	Squamata	Anolis_carolinensis	0	4329	0
IL34	Lepidosauria	Squamata	Anolis_sagrei	0	4329	0
IL34	Aves	Anseriformes	Anser_brachyrhynchus	3181	4329	0.734812
IL34	Aves	Accipitriformes	Aquila_chrysaetos	3251	4329	0.750982
IL34	Reptilia	Testudines	Chelonoidis_abingdonii	735	4329	0.169785
IL34	Reptilia	Testudines	Chrysemys_picta	637	4329	0.147147
IL34	Aves	Galliformes	Coturnix_japonica	4200	4329	0.970201
IL34	Reptilia	Crocodylia	Crocodylus_porosus	693	4329	0.160083
IL34	Lepidosauria	Squamata	Eublepharis_macularius	0	4329	0
IL34	Lepidosauria	Squamata	Euleptes_europaea	0	4329	0
IL34	Aves	Passeriformes	Ficedula_albicollis	3066	4329	0.708247
IL34	Aves	Passeriformes	Geospiza_fortis	3301	4329	0.762532
IL34	Reptilia	Testudines	Gopherus_evgoodei	688	4329	0.158928
IL34	Lepidosauria	Squamata	Laticauda_laticaudata	0	4329	0
IL34	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	4329	0
IL34	Aves	Galliformes	Meleagris_gallopavo	4262	4329	0.984523
IL34	Lepidosauria	Squamata	Naja_naja	0	4329	0
IL34	Lepidosauria	Squamata	Notechis_scutatus	0	4329	0
IL34	Aves	Passeriformes	Parus_major	3051	4329	0.704782
IL34	Reptilia	Testudines	Pelodiscus_sinensis	1051	4329	0.242781
IL34	Lepidosauria	Squamata	Podarcis_muralis	0	4329	0
IL34	Lepidosauria	Squamata	Podarcis_raffonei	0	4329	0
IL34	Lepidosauria	Squamata	Pogona_vitticeps_zw	0	4329	0
IL34	Lepidosauria	Squamata	Pogona_vitticeps_zz	78	4329	0.018018
IL34	Lepidosauria	Squamata	Pseudonaja_textilis	0	4329	0
IL34	Lepidosauria	Squamata	Rhineura_floridana	0	4329	0
IL34	Lepidosauria	Squamata	Salvator_merianae	0	4329	0
