Gene_name	Class	Order	Species_name	Unaligned_region	Gene_length	Normalized_value	left_gene
DLEU7	Lepidosauria	Squamata	Pogona_vitticeps_zz	0	3433	0 LOC121107650	LOC121107650
DLEU7	Lepidosauria	Squamata	Pseudonaja_textilis	0	3433	0 LOC121107650	LOC121107650
DLEU7	Lepidosauria	Squamata	Rhineura_floridana	0	3433	0 LOC121107650	LOC121107650
DLEU7	Lepidosauria	Squamata	Salvator_merianae	0	3433	0 LOC121107650	LOC121107650
DLEU7	Aves	Passeriformes	Serinus_canaria	1264	3433	0.368191 LOC121107650	LOC121107650
DLEU7	Lepidosauria	Sphenodontia	Sphenodon_punctatus	144	3433	0.0419458 LOC121107650	LOC121107650
DLEU7	Aves	Psittaciformes	Strigops_habroptila	1265	3433	0.368482 LOC121107650	LOC121107650
DLEU7	Aves	Struthioniformes	Struthio_camelus	815	3433	0.237402 LOC121107650	LOC121107650
DLEU7	Aves	Passeriformes	Taeniopygia_guttata	1484	3433	0.432275 LOC121107650	LOC121107650
DLEU7	Reptilia	Testudines	Terrapene_carolina	270	3433	0.0786484 LOC121107650	LOC121107650
DNM3	Aves	Anseriformes	Anas_platyrhynchos	1713	1932	0.886646 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Anolis_carolinensis	892	1932	0.461698 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Anolis_sagrei	892	1932	0.461698 PIGC	PIGC
DNM3	Aves	Anseriformes	Anser_brachyrhynchus	1932	1932	1 PIGC	PIGC
DNM3	Aves	Accipitriformes	Aquila_chrysaetos	1168	1932	0.604555 PIGC	PIGC
DNM3	Reptilia	Testudines	Chelonoidis_abingdonii	934	1932	0.483437 PIGC	PIGC
DNM3	Reptilia	Testudines	Chrysemys_picta	912	1932	0.47205 PIGC	PIGC
DNM3	Aves	Galliformes	Coturnix_japonica	1735	1932	0.898033 PIGC	PIGC
DNM3	Reptilia	Crocodylia	Crocodylus_porosus	903	1932	0.467391 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Eublepharis_macularius	926	1932	0.479296 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Euleptes_europaea	904	1932	0.467909 PIGC	PIGC
DNM3	Aves	Passeriformes	Ficedula_albicollis	1391	1932	0.719979 PIGC	PIGC
DNM3	Aves	Passeriformes	Geospiza_fortis	1489	1932	0.770704 PIGC	PIGC
DNM3	Reptilia	Testudines	Gopherus_evgoodei	920	1932	0.47619 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Laticauda_laticaudata	922	1932	0.477226 PIGC	PIGC
DNM3	Actinistia	Coelacanthiformes	Latimeria_chalumnae	857	1932	0.443582 PIGC	PIGC
DNM3	Aves	Galliformes	Meleagris_gallopavo	1850	1932	0.957557 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Naja_naja	922	1932	0.477226 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Notechis_scutatus	922	1932	0.477226 PIGC	PIGC
DNM3	Aves	Passeriformes	Parus_major	1429	1932	0.739648 PIGC	PIGC
DNM3	Reptilia	Testudines	Pelodiscus_sinensis	542	1932	0.280538 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Podarcis_muralis	897	1932	0.464286 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Podarcis_raffonei	897	1932	0.464286 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Pogona_vitticeps_zw	894	1932	0.462733 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Pogona_vitticeps_zz	894	1932	0.462733 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Pseudonaja_textilis	922	1932	0.477226 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Rhineura_floridana	888	1932	0.459627 PIGC	PIGC
DNM3	Lepidosauria	Squamata	Salvator_merianae	893	1932	0.462215 PIGC	PIGC
DNM3	Aves	Passeriformes	Serinus_canaria	1429	1932	0.739648 PIGC	PIGC
DNM3	Lepidosauria	Sphenodontia	Sphenodon_punctatus	914	1932	0.473085 PIGC	PIGC
DNM3	Aves	Psittaciformes	Strigops_habroptila	1067	1932	0.552277 PIGC	PIGC
DNM3	Aves	Struthioniformes	Struthio_camelus	1008	1932	0.521739 PIGC	PIGC
DNM3	Aves	Passeriformes	Taeniopygia_guttata	1185	1932	0.613354 PIGC	PIGC
DNM3	Reptilia	Testudines	Terrapene_carolina	912	1932	0.47205 PIGC	PIGC
ELOVL3	Aves	Anseriformes	Anas_platyrhynchos	9096	9209	0.987729 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Anolis_carolinensis	1304	9209	0.141601 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Anolis_sagrei	1309	9209	0.142144 UGT8L	UGT8L
ELOVL3	Aves	Anseriformes	Anser_brachyrhynchus	8859	9209	0.961994 UGT8L	UGT8L
ELOVL3	Aves	Accipitriformes	Aquila_chrysaetos	9149	9209	0.993485 UGT8L	UGT8L
ELOVL3	Reptilia	Testudines	Chelonoidis_abingdonii	2539	9209	0.275709 UGT8L	UGT8L
ELOVL3	Reptilia	Testudines	Chrysemys_picta	2769	9209	0.300684 UGT8L	UGT8L
ELOVL3	Aves	Galliformes	Coturnix_japonica	9046	9209	0.9823 UGT8L	UGT8L
ELOVL3	Reptilia	Crocodylia	Crocodylus_porosus	2563	9209	0.278315 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Eublepharis_macularius	2691	9209	0.292214 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Euleptes_europaea	1321	9209	0.143447 UGT8L	UGT8L
ELOVL3	Aves	Passeriformes	Ficedula_albicollis	8867	9209	0.962862 UGT8L	UGT8L
ELOVL3	Aves	Passeriformes	Geospiza_fortis	8702	9209	0.944945 UGT8L	UGT8L
ELOVL3	Reptilia	Testudines	Gopherus_evgoodei	2516	9209	0.273211 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Laticauda_laticaudata	1304	9209	0.141601 UGT8L	UGT8L
ELOVL3	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1681	9209	0.182539 UGT8L	UGT8L
ELOVL3	Aves	Galliformes	Meleagris_gallopavo	9136	9209	0.992073 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Naja_naja	1300	9209	0.141166 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Notechis_scutatus	1235	9209	0.134108 UGT8L	UGT8L
ELOVL3	Aves	Passeriformes	Parus_major	8810	9209	0.956673 UGT8L	UGT8L
ELOVL3	Reptilia	Testudines	Pelodiscus_sinensis	1685	9209	0.182973 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Podarcis_muralis	1727	9209	0.187534 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Podarcis_raffonei	1739	9209	0.188837 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Pogona_vitticeps_zw	1328	9209	0.144207 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Pogona_vitticeps_zz	1328	9209	0.144207 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Pseudonaja_textilis	1319	9209	0.143229 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Rhineura_floridana	1997	9209	0.216853 UGT8L	UGT8L
ELOVL3	Lepidosauria	Squamata	Salvator_merianae	1430	9209	0.155283 UGT8L	UGT8L
ELOVL3	Aves	Passeriformes	Serinus_canaria	8735	9209	0.948529 UGT8L	UGT8L
ELOVL3	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2360	9209	0.256271 UGT8L	UGT8L
ELOVL3	Aves	Psittaciformes	Strigops_habroptila	9200	9209	0.999023 UGT8L	UGT8L
ELOVL3	Aves	Struthioniformes	Struthio_camelus	8592	9209	0.933 UGT8L	UGT8L
ELOVL3	Aves	Passeriformes	Taeniopygia_guttata	8735	9209	0.948529 UGT8L	UGT8L
ELOVL3	Reptilia	Testudines	Terrapene_carolina	3016	9209	0.327506 UGT8L	UGT8L
FREM2	Aves	Anseriformes	Anas_platyrhynchos	43288	52816	0.8196 C4A	C4A
FREM2	Lepidosauria	Squamata	Anolis_carolinensis	1020	52816	0.0193123 C4A	C4A
FREM2	Lepidosauria	Squamata	Anolis_sagrei	2132	52816	0.0403666 C4A	C4A
FREM2	Aves	Anseriformes	Anser_brachyrhynchus	42932	52816	0.81286 C4A	C4A
FREM2	Aves	Accipitriformes	Aquila_chrysaetos	43981	52816	0.832721 C4A	C4A
FREM2	Reptilia	Testudines	Chelonoidis_abingdonii	15332	52816	0.290291 C4A	C4A
FREM2	Reptilia	Testudines	Chrysemys_picta	16860	52816	0.319221 C4A	C4A
FREM2	Aves	Galliformes	Coturnix_japonica	43389	52816	0.821512 C4A	C4A
FREM2	Reptilia	Crocodylia	Crocodylus_porosus	1820	52816	0.0344593 C4A	C4A
FREM2	Lepidosauria	Squamata	Eublepharis_macularius	2096	52816	0.0396849 C4A	C4A
FREM2	Lepidosauria	Squamata	Euleptes_europaea	1877	52816	0.0355385 C4A	C4A
FREM2	Aves	Passeriformes	Ficedula_albicollis	41140	52816	0.778931 C4A	C4A
FREM2	Aves	Passeriformes	Geospiza_fortis	41723	52816	0.789969 C4A	C4A
FREM2	Reptilia	Testudines	Gopherus_evgoodei	18155	52816	0.343741 C4A	C4A
FREM2	Lepidosauria	Squamata	Laticauda_laticaudata	897	52816	0.0169835 C4A	C4A
FREM2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1791	52816	0.0339102 C4A	C4A
FREM2	Aves	Galliformes	Meleagris_gallopavo	49272	52816	0.932899 C4A	C4A
FREM2	Lepidosauria	Squamata	Naja_naja	775	52816	0.0146736 C4A	C4A
FREM2	Lepidosauria	Squamata	Notechis_scutatus	1174	52816	0.0222281 C4A	C4A
FREM2	Aves	Passeriformes	Parus_major	41297	52816	0.781903 C4A	C4A
FREM2	Reptilia	Testudines	Pelodiscus_sinensis	11527	52816	0.218248 C4A	C4A
FREM2	Lepidosauria	Squamata	Podarcis_muralis	1316	52816	0.0249167 C4A	C4A
FREM2	Lepidosauria	Squamata	Podarcis_raffonei	1680	52816	0.0318085 C4A	C4A
FREM2	Lepidosauria	Squamata	Pogona_vitticeps_zw	1434	52816	0.0271509 C4A	C4A
FREM2	Lepidosauria	Squamata	Pogona_vitticeps_zz	1945	52816	0.036826 C4A	C4A
FREM2	Lepidosauria	Squamata	Pseudonaja_textilis	589	52816	0.0111519 C4A	C4A
FREM2	Lepidosauria	Squamata	Rhineura_floridana	2507	52816	0.0474667 C4A	C4A
FREM2	Lepidosauria	Squamata	Salvator_merianae	660	52816	0.0124962 C4A	C4A
FREM2	Aves	Passeriformes	Serinus_canaria	41504	52816	0.785822 C4A	C4A
FREM2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	558	52816	0.010565 C4A	C4A
FREM2	Aves	Psittaciformes	Strigops_habroptila	41669	52816	0.788947 C4A	C4A
FREM2	Aves	Struthioniformes	Struthio_camelus	41986	52816	0.794949 C4A	C4A
FREM2	Aves	Passeriformes	Taeniopygia_guttata	41528	52816	0.786277 C4A	C4A
FREM2	Reptilia	Testudines	Terrapene_carolina	17778	52816	0.336603 C4A	C4A
GPR78	Aves	Anseriformes	Anas_platyrhynchos	9764	12966	0.753046 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Anolis_carolinensis	2243	12966	0.172991 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Anolis_sagrei	2385	12966	0.183943 TRMT44	TRMT44
GPR78	Aves	Anseriformes	Anser_brachyrhynchus	10896	12966	0.840352 TRMT44	TRMT44
GPR78	Aves	Accipitriformes	Aquila_chrysaetos	11078	12966	0.854388 TRMT44	TRMT44
GPR78	Reptilia	Testudines	Chelonoidis_abingdonii	4836	12966	0.372975 TRMT44	TRMT44
GPR78	Reptilia	Testudines	Chrysemys_picta	5240	12966	0.404134 TRMT44	TRMT44
GPR78	Aves	Galliformes	Coturnix_japonica	9900	12966	0.763535 TRMT44	TRMT44
GPR78	Reptilia	Crocodylia	Crocodylus_porosus	5258	12966	0.405522 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Eublepharis_macularius	2451	12966	0.189033 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Euleptes_europaea	2922	12966	0.225359 TRMT44	TRMT44
GPR78	Aves	Passeriformes	Ficedula_albicollis	9280	12966	0.715718 TRMT44	TRMT44
GPR78	Aves	Passeriformes	Geospiza_fortis	10057	12966	0.775644 TRMT44	TRMT44
GPR78	Reptilia	Testudines	Gopherus_evgoodei	5249	12966	0.404828 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Laticauda_laticaudata	1413	12966	0.108977 TRMT44	TRMT44
GPR78	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1966	12966	0.151627 TRMT44	TRMT44
GPR78	Aves	Galliformes	Meleagris_gallopavo	10808	12966	0.833565 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Naja_naja	1772	12966	0.136665 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Notechis_scutatus	1387	12966	0.106972 TRMT44	TRMT44
GPR78	Aves	Passeriformes	Parus_major	10269	12966	0.791994 TRMT44	TRMT44
GPR78	Reptilia	Testudines	Pelodiscus_sinensis	3912	12966	0.301712 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Podarcis_muralis	2163	12966	0.166821 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Podarcis_raffonei	2333	12966	0.179932 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Pogona_vitticeps_zw	2804	12966	0.216258 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Pogona_vitticeps_zz	3061	12966	0.236079 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Pseudonaja_textilis	1765	12966	0.136125 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Rhineura_floridana	2384	12966	0.183865 TRMT44	TRMT44
GPR78	Lepidosauria	Squamata	Salvator_merianae	2528	12966	0.194971 TRMT44	TRMT44
GPR78	Aves	Passeriformes	Serinus_canaria	10094	12966	0.778498 TRMT44	TRMT44
GPR78	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2535	12966	0.195511 TRMT44	TRMT44
GPR78	Aves	Psittaciformes	Strigops_habroptila	10371	12966	0.799861 TRMT44	TRMT44
GPR78	Aves	Struthioniformes	Struthio_camelus	10734	12966	0.827857 TRMT44	TRMT44
GPR78	Aves	Passeriformes	Taeniopygia_guttata	9625	12966	0.742326 TRMT44	TRMT44
GPR78	Reptilia	Testudines	Terrapene_carolina	4157	12966	0.320608 TRMT44	TRMT44
GPR82	Aves	Anseriformes	Anas_platyrhynchos	165033	195395	0.844612 CASK	CASK
GPR82	Lepidosauria	Squamata	Anolis_carolinensis	8669	195395	0.0443665 CASK	CASK
GPR82	Lepidosauria	Squamata	Anolis_sagrei	9737	195395	0.0498324 CASK	CASK
GPR82	Aves	Anseriformes	Anser_brachyrhynchus	170769	195395	0.873968 CASK	CASK
GPR82	Aves	Accipitriformes	Aquila_chrysaetos	165306	195395	0.846009 CASK	CASK
GPR82	Reptilia	Testudines	Chelonoidis_abingdonii	36609	195395	0.187359 CASK	CASK
GPR82	Reptilia	Testudines	Chrysemys_picta	40888	195395	0.209258 CASK	CASK
GPR82	Aves	Galliformes	Coturnix_japonica	169757	195395	0.868789 CASK	CASK
GPR82	Reptilia	Crocodylia	Crocodylus_porosus	35032	195395	0.179288 CASK	CASK
GPR82	Lepidosauria	Squamata	Eublepharis_macularius	10657	195395	0.0545408 CASK	CASK
GPR82	Lepidosauria	Squamata	Euleptes_europaea	11145	195395	0.0570383 CASK	CASK
GPR82	Aves	Passeriformes	Ficedula_albicollis	144150	195395	0.737736 CASK	CASK
GPR82	Aves	Passeriformes	Geospiza_fortis	145790	195395	0.74613 CASK	CASK
GPR82	Reptilia	Testudines	Gopherus_evgoodei	37945	195395	0.194196 CASK	CASK
GPR82	Lepidosauria	Squamata	Laticauda_laticaudata	7752	195395	0.0396735 CASK	CASK
GPR82	Actinistia	Coelacanthiformes	Latimeria_chalumnae	8915	195395	0.0456255 CASK	CASK
GPR82	Aves	Galliformes	Meleagris_gallopavo	184659	195395	0.945055 CASK	CASK
GPR82	Lepidosauria	Squamata	Naja_naja	9048	195395	0.0463062 CASK	CASK
GPR82	Lepidosauria	Squamata	Notechis_scutatus	7809	195395	0.0399652 CASK	CASK
GPR82	Aves	Passeriformes	Parus_major	147754	195395	0.756181 CASK	CASK
GPR82	Reptilia	Testudines	Pelodiscus_sinensis	28229	195395	0.144471 CASK	CASK
GPR82	Lepidosauria	Squamata	Podarcis_muralis	9994	195395	0.0511477 CASK	CASK
GPR82	Lepidosauria	Squamata	Podarcis_raffonei	11778	195395	0.0602779 CASK	CASK
GPR82	Lepidosauria	Squamata	Pogona_vitticeps_zw	10274	195395	0.0525807 CASK	CASK
GPR82	Lepidosauria	Squamata	Pogona_vitticeps_zz	10897	195395	0.0557691 CASK	CASK
GPR82	Lepidosauria	Squamata	Pseudonaja_textilis	7317	195395	0.0374472 CASK	CASK
GPR82	Lepidosauria	Squamata	Rhineura_floridana	11094	195395	0.0567773 CASK	CASK
GPR82	Lepidosauria	Squamata	Salvator_merianae	9505	195395	0.0486451 CASK	CASK
GPR82	Aves	Passeriformes	Serinus_canaria	145628	195395	0.745301 CASK	CASK
GPR82	Lepidosauria	Sphenodontia	Sphenodon_punctatus	16928	195395	0.0866348 CASK	CASK
GPR82	Aves	Psittaciformes	Strigops_habroptila	148217	195395	0.758551 CASK	CASK
GPR82	Aves	Struthioniformes	Struthio_camelus	156728	195395	0.802109 CASK	CASK
GPR82	Aves	Passeriformes	Taeniopygia_guttata	144433	195395	0.739185 CASK	CASK
GPR82	Reptilia	Testudines	Terrapene_carolina	44678	195395	0.228655 CASK	CASK
GRK4	Aves	Anseriformes	Anas_platyrhynchos	72308	78072	0.926171 HTT	HTT
GRK4	Lepidosauria	Squamata	Anolis_carolinensis	14992	78072	0.192028 HTT	HTT
GRK4	Lepidosauria	Squamata	Anolis_sagrei	16902	78072	0.216492 HTT	HTT
GRK4	Aves	Anseriformes	Anser_brachyrhynchus	71730	78072	0.918767 HTT	HTT
GRK4	Aves	Accipitriformes	Aquila_chrysaetos	72561	78072	0.929411 HTT	HTT
GRK4	Reptilia	Testudines	Chelonoidis_abingdonii	25604	78072	0.327954 HTT	HTT
GRK4	Reptilia	Testudines	Chrysemys_picta	26954	78072	0.345245 HTT	HTT
GRK4	Aves	Galliformes	Coturnix_japonica	66383	78072	0.850279 HTT	HTT
GRK4	Reptilia	Crocodylia	Crocodylus_porosus	26077	78072	0.334012 HTT	HTT
GRK4	Lepidosauria	Squamata	Eublepharis_macularius	16239	78072	0.208 HTT	HTT
GRK4	Lepidosauria	Squamata	Euleptes_europaea	13728	78072	0.175838 HTT	HTT
GRK4	Aves	Passeriformes	Ficedula_albicollis	66579	78072	0.85279 HTT	HTT
GRK4	Aves	Passeriformes	Geospiza_fortis	67270	78072	0.861641 HTT	HTT
GRK4	Reptilia	Testudines	Gopherus_evgoodei	27801	78072	0.356094 HTT	HTT
GRK4	Lepidosauria	Squamata	Laticauda_laticaudata	10965	78072	0.140447 HTT	HTT
GRK4	Actinistia	Coelacanthiformes	Latimeria_chalumnae	12292	78072	0.157444 HTT	HTT
GRK4	Aves	Galliformes	Meleagris_gallopavo	77738	78072	0.995722 HTT	HTT
GRK4	Lepidosauria	Squamata	Naja_naja	9467	78072	0.12126 HTT	HTT
GRK4	Lepidosauria	Squamata	Notechis_scutatus	10689	78072	0.136912 HTT	HTT
GRK4	Aves	Passeriformes	Parus_major	67244	78072	0.861308 HTT	HTT
GRK4	Reptilia	Testudines	Pelodiscus_sinensis	25335	78072	0.324508 HTT	HTT
GRK4	Lepidosauria	Squamata	Podarcis_muralis	16326	78072	0.209115 HTT	HTT
GRK4	Lepidosauria	Squamata	Podarcis_raffonei	16744	78072	0.214469 HTT	HTT
GRK4	Lepidosauria	Squamata	Pogona_vitticeps_zw	15477	78072	0.19824 HTT	HTT
GRK4	Lepidosauria	Squamata	Pogona_vitticeps_zz	15558	78072	0.199278 HTT	HTT
GRK4	Lepidosauria	Squamata	Pseudonaja_textilis	10829	78072	0.138705 HTT	HTT
GRK4	Lepidosauria	Squamata	Rhineura_floridana	15882	78072	0.203428 HTT	HTT
GRK4	Lepidosauria	Squamata	Salvator_merianae	15309	78072	0.196088 HTT	HTT
GRK4	Aves	Passeriformes	Serinus_canaria	67364	78072	0.862845 HTT	HTT
GRK4	Lepidosauria	Sphenodontia	Sphenodon_punctatus	18381	78072	0.235437 HTT	HTT
GRK4	Aves	Psittaciformes	Strigops_habroptila	68227	78072	0.873898 HTT	HTT
GRK4	Aves	Struthioniformes	Struthio_camelus	71451	78072	0.915194 HTT	HTT
GRK4	Aves	Passeriformes	Taeniopygia_guttata	66670	78072	0.853955 HTT	HTT
GRK4	Reptilia	Testudines	Terrapene_carolina	26317	78072	0.337086 HTT	HTT
HHLA2	Aves	Anseriformes	Anas_platyrhynchos	20031	26037	0.769328 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Anolis_carolinensis	1196	26037	0.0459346 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Anolis_sagrei	1742	26037	0.0669048 IFT57	IFT57
HHLA2	Aves	Anseriformes	Anser_brachyrhynchus	21191	26037	0.81388 IFT57	IFT57
HHLA2	Aves	Accipitriformes	Aquila_chrysaetos	21785	26037	0.836694 IFT57	IFT57
HHLA2	Reptilia	Testudines	Chelonoidis_abingdonii	8131	26037	0.312286 IFT57	IFT57
HHLA2	Reptilia	Testudines	Chrysemys_picta	7257	26037	0.278719 IFT57	IFT57
HHLA2	Aves	Galliformes	Coturnix_japonica	20068	26037	0.770749 IFT57	IFT57
HHLA2	Reptilia	Crocodylia	Crocodylus_porosus	6659	26037	0.255751 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Eublepharis_macularius	3063	26037	0.11764 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Euleptes_europaea	2265	26037	0.0869916 IFT57	IFT57
HHLA2	Aves	Passeriformes	Ficedula_albicollis	17557	26037	0.67431 IFT57	IFT57
HHLA2	Aves	Passeriformes	Geospiza_fortis	17921	26037	0.68829 IFT57	IFT57
HHLA2	Reptilia	Testudines	Gopherus_evgoodei	7490	26037	0.287668 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Laticauda_laticaudata	1236	26037	0.0474709 IFT57	IFT57
HHLA2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1631	26037	0.0626416 IFT57	IFT57
HHLA2	Aves	Galliformes	Meleagris_gallopavo	23835	26037	0.915428 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Naja_naja	1381	26037	0.0530399 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Notechis_scutatus	1393	26037	0.0535008 IFT57	IFT57
HHLA2	Aves	Passeriformes	Parus_major	17833	26037	0.68491 IFT57	IFT57
HHLA2	Reptilia	Testudines	Pelodiscus_sinensis	6992	26037	0.268541 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Podarcis_muralis	2245	26037	0.0862235 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Podarcis_raffonei	2172	26037	0.0834197 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Pogona_vitticeps_zw	2041	26037	0.0783884 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Pogona_vitticeps_zz	2023	26037	0.0776971 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Pseudonaja_textilis	1369	26037	0.052579 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Rhineura_floridana	2008	26037	0.077121 IFT57	IFT57
HHLA2	Lepidosauria	Squamata	Salvator_merianae	2005	26037	0.0770058 IFT57	IFT57
HHLA2	Aves	Passeriformes	Serinus_canaria	18268	26037	0.701617 IFT57	IFT57
HHLA2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	3815	26037	0.146522 IFT57	IFT57
HHLA2	Aves	Psittaciformes	Strigops_habroptila	20278	26037	0.778815 IFT57	IFT57
HHLA2	Aves	Struthioniformes	Struthio_camelus	21357	26037	0.820256 IFT57	IFT57
HHLA2	Aves	Passeriformes	Taeniopygia_guttata	16008	26037	0.614817 IFT57	IFT57
HHLA2	Reptilia	Testudines	Terrapene_carolina	9067	26037	0.348235 IFT57	IFT57
HPGDS	Aves	Anseriformes	Anas_platyrhynchos	35589	41652	0.854437 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Anolis_carolinensis	6339	41652	0.15219 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Anolis_sagrei	5832	41652	0.140017 SMARCAD1	SMARCAD1
HPGDS	Aves	Anseriformes	Anser_brachyrhynchus	36578	41652	0.878181 SMARCAD1	SMARCAD1
HPGDS	Aves	Accipitriformes	Aquila_chrysaetos	35801	41652	0.859527 SMARCAD1	SMARCAD1
HPGDS	Reptilia	Testudines	Chelonoidis_abingdonii	12737	41652	0.305796 SMARCAD1	SMARCAD1
HPGDS	Reptilia	Testudines	Chrysemys_picta	11753	41652	0.282171 SMARCAD1	SMARCAD1
HPGDS	Aves	Galliformes	Coturnix_japonica	35845	41652	0.860583 SMARCAD1	SMARCAD1
HPGDS	Reptilia	Crocodylia	Crocodylus_porosus	10323	41652	0.247839 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Eublepharis_macularius	6041	41652	0.145035 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Euleptes_europaea	6489	41652	0.155791 SMARCAD1	SMARCAD1
HPGDS	Aves	Passeriformes	Ficedula_albicollis	32500	41652	0.780275 SMARCAD1	SMARCAD1
HPGDS	Aves	Passeriformes	Geospiza_fortis	33114	41652	0.795016 SMARCAD1	SMARCAD1
HPGDS	Reptilia	Testudines	Gopherus_evgoodei	12008	41652	0.288293 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Laticauda_laticaudata	5058	41652	0.121435 SMARCAD1	SMARCAD1
HPGDS	Actinistia	Coelacanthiformes	Latimeria_chalumnae	3218	41652	0.0772592 SMARCAD1	SMARCAD1
HPGDS	Aves	Galliformes	Meleagris_gallopavo	41049	41652	0.985523 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Naja_naja	5094	41652	0.122299 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Notechis_scutatus	5417	41652	0.130054 SMARCAD1	SMARCAD1
HPGDS	Aves	Passeriformes	Parus_major	32280	41652	0.774993 SMARCAD1	SMARCAD1
HPGDS	Reptilia	Testudines	Pelodiscus_sinensis	9553	41652	0.229353 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Podarcis_muralis	6278	41652	0.150725 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Podarcis_raffonei	7397	41652	0.177591 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Pogona_vitticeps_zw	6322	41652	0.151781 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Pogona_vitticeps_zz	7106	41652	0.170604 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Pseudonaja_textilis	5552	41652	0.133295 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Rhineura_floridana	6331	41652	0.151998 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Squamata	Salvator_merianae	4964	41652	0.119178 SMARCAD1	SMARCAD1
HPGDS	Aves	Passeriformes	Serinus_canaria	32683	41652	0.784668 SMARCAD1	SMARCAD1
HPGDS	Lepidosauria	Sphenodontia	Sphenodon_punctatus	6231	41652	0.149597 SMARCAD1	SMARCAD1
