Gene_name	Class	Order	Species_name	Unaligned_region	Gene_length	Normalized_value	right_gene
DLEU7	Aves	Galliformes	Meleagris_gallopavo	54634	55903	0.9773 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Naja_naja	1463	55903	0.0261703 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Notechis_scutatus	1423	55903	0.0254548 RNASEH2B	RNASEH2B
DLEU7	Aves	Passeriformes	Parus_major	44837	55903	0.80205 RNASEH2B	RNASEH2B
DLEU7	Reptilia	Testudines	Pelodiscus_sinensis	16728	55903	0.299233 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Podarcis_muralis	320	55903	0.0057242 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Podarcis_raffonei	1991	55903	0.0356153 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Pogona_vitticeps_zw	1531	55903	0.0273867 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Pogona_vitticeps_zz	1724	55903	0.0308391 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Pseudonaja_textilis	1354	55903	0.0242205 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Rhineura_floridana	2176	55903	0.0389246 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Squamata	Salvator_merianae	1382	55903	0.0247214 RNASEH2B	RNASEH2B
DLEU7	Aves	Passeriformes	Serinus_canaria	46358	55903	0.829258 RNASEH2B	RNASEH2B
DLEU7	Lepidosauria	Sphenodontia	Sphenodon_punctatus	11443	55903	0.204694 RNASEH2B	RNASEH2B
DLEU7	Aves	Psittaciformes	Strigops_habroptila	49344	55903	0.882672 RNASEH2B	RNASEH2B
DLEU7	Aves	Struthioniformes	Struthio_camelus	48742	55903	0.871903 RNASEH2B	RNASEH2B
DLEU7	Aves	Passeriformes	Taeniopygia_guttata	46973	55903	0.840259 RNASEH2B	RNASEH2B
DLEU7	Reptilia	Testudines	Terrapene_carolina	27878	55903	0.498685 RNASEH2B	RNASEH2B
DNM3	Aves	Anseriformes	Anas_platyrhynchos	5034	5034	1 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Anolis_carolinensis	1915	5034	0.380413 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Anolis_sagrei	2317	5034	0.46027 METTL13	METTL13
DNM3	Aves	Anseriformes	Anser_brachyrhynchus	4730	5034	0.939611 METTL13	METTL13
DNM3	Aves	Accipitriformes	Aquila_chrysaetos	4900	5034	0.973381 METTL13	METTL13
DNM3	Reptilia	Testudines	Chelonoidis_abingdonii	2477	5034	0.492054 METTL13	METTL13
DNM3	Reptilia	Testudines	Chrysemys_picta	2409	5034	0.478546 METTL13	METTL13
DNM3	Aves	Galliformes	Coturnix_japonica	5034	5034	1 METTL13	METTL13
DNM3	Reptilia	Crocodylia	Crocodylus_porosus	2341	5034	0.465038 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Eublepharis_macularius	2530	5034	0.502582 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Euleptes_europaea	2495	5034	0.49563 METTL13	METTL13
DNM3	Aves	Passeriformes	Ficedula_albicollis	4430	5034	0.880016 METTL13	METTL13
DNM3	Aves	Passeriformes	Geospiza_fortis	4421	5034	0.878228 METTL13	METTL13
DNM3	Reptilia	Testudines	Gopherus_evgoodei	2416	5034	0.479936 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Laticauda_laticaudata	2145	5034	0.426103 METTL13	METTL13
DNM3	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2207	5034	0.438419 METTL13	METTL13
DNM3	Aves	Galliformes	Meleagris_gallopavo	5034	5034	1 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Naja_naja	1897	5034	0.376838 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Notechis_scutatus	2205	5034	0.438021 METTL13	METTL13
DNM3	Aves	Passeriformes	Parus_major	4831	5034	0.959674 METTL13	METTL13
DNM3	Reptilia	Testudines	Pelodiscus_sinensis	3020	5034	0.599921 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Podarcis_muralis	2114	5034	0.419944 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Podarcis_raffonei	2454	5034	0.487485 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Pogona_vitticeps_zw	2477	5034	0.492054 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Pogona_vitticeps_zz	2324	5034	0.461661 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Pseudonaja_textilis	2167	5034	0.430473 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Rhineura_floridana	2343	5034	0.465435 METTL13	METTL13
DNM3	Lepidosauria	Squamata	Salvator_merianae	2206	5034	0.43822 METTL13	METTL13
DNM3	Aves	Passeriformes	Serinus_canaria	4655	5034	0.924712 METTL13	METTL13
DNM3	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2533	5034	0.503178 METTL13	METTL13
DNM3	Aves	Psittaciformes	Strigops_habroptila	5034	5034	1 METTL13	METTL13
DNM3	Aves	Struthioniformes	Struthio_camelus	4580	5034	0.909813 METTL13	METTL13
DNM3	Aves	Passeriformes	Taeniopygia_guttata	5034	5034	1 METTL13	METTL13
DNM3	Reptilia	Testudines	Terrapene_carolina	2502	5034	0.49702 METTL13	METTL13
ELOVL3	Aves	Anseriformes	Anas_platyrhynchos	19585	22458	0.872072 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Anolis_carolinensis	1476	22458	0.0657227 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Anolis_sagrei	1435	22458	0.0638971 PITX3	PITX3
ELOVL3	Aves	Anseriformes	Anser_brachyrhynchus	22058	22458	0.982189 PITX3	PITX3
ELOVL3	Aves	Accipitriformes	Aquila_chrysaetos	21773	22458	0.969499 PITX3	PITX3
ELOVL3	Reptilia	Testudines	Chelonoidis_abingdonii	7289	22458	0.324561 PITX3	PITX3
ELOVL3	Reptilia	Testudines	Chrysemys_picta	6709	22458	0.298735 PITX3	PITX3
ELOVL3	Aves	Galliformes	Coturnix_japonica	21633	22458	0.963265 PITX3	PITX3
ELOVL3	Reptilia	Crocodylia	Crocodylus_porosus	7194	22458	0.320331 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Eublepharis_macularius	1547	22458	0.0688841 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Euleptes_europaea	1422	22458	0.0633182 PITX3	PITX3
ELOVL3	Aves	Passeriformes	Ficedula_albicollis	20606	22458	0.917535 PITX3	PITX3
ELOVL3	Aves	Passeriformes	Geospiza_fortis	21465	22458	0.955784 PITX3	PITX3
ELOVL3	Reptilia	Testudines	Gopherus_evgoodei	7386	22458	0.328881 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Laticauda_laticaudata	1356	22458	0.0603794 PITX3	PITX3
ELOVL3	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1388	22458	0.0618043 PITX3	PITX3
ELOVL3	Aves	Galliformes	Meleagris_gallopavo	21014	22458	0.935702 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Naja_naja	1320	22458	0.0587764 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Notechis_scutatus	1273	22458	0.0566836 PITX3	PITX3
ELOVL3	Aves	Passeriformes	Parus_major	21536	22458	0.958946 PITX3	PITX3
ELOVL3	Reptilia	Testudines	Pelodiscus_sinensis	6946	22458	0.309288 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Podarcis_muralis	2032	22458	0.09048 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Podarcis_raffonei	2146	22458	0.0955561 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Pogona_vitticeps_zw	2167	22458	0.0964912 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Pogona_vitticeps_zz	2044	22458	0.0910143 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Pseudonaja_textilis	1299	22458	0.0578413 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Rhineura_floridana	2136	22458	0.0951109 PITX3	PITX3
ELOVL3	Lepidosauria	Squamata	Salvator_merianae	1526	22458	0.0679491 PITX3	PITX3
ELOVL3	Aves	Passeriformes	Serinus_canaria	21139	22458	0.941268 PITX3	PITX3
ELOVL3	Lepidosauria	Sphenodontia	Sphenodon_punctatus	4899	22458	0.218141 PITX3	PITX3
ELOVL3	Aves	Psittaciformes	Strigops_habroptila	21660	22458	0.964467 PITX3	PITX3
ELOVL3	Aves	Struthioniformes	Struthio_camelus	19212	22458	0.855464 PITX3	PITX3
ELOVL3	Aves	Passeriformes	Taeniopygia_guttata	21613	22458	0.962374 PITX3	PITX3
ELOVL3	Reptilia	Testudines	Terrapene_carolina	8365	22458	0.372473 PITX3	PITX3
FREM2	Aves	Anseriformes	Anas_platyrhynchos	10196	11585	0.880104 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Anolis_carolinensis	213	11585	0.0183858 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Anolis_sagrei	521	11585	0.0449719 UFM1	UFM1
FREM2	Aves	Anseriformes	Anser_brachyrhynchus	10196	11585	0.880104 UFM1	UFM1
FREM2	Aves	Accipitriformes	Aquila_chrysaetos	9564	11585	0.82555 UFM1	UFM1
FREM2	Reptilia	Testudines	Chelonoidis_abingdonii	2117	11585	0.182736 UFM1	UFM1
FREM2	Reptilia	Testudines	Chrysemys_picta	2316	11585	0.199914 UFM1	UFM1
FREM2	Aves	Galliformes	Coturnix_japonica	9176	11585	0.792059 UFM1	UFM1
FREM2	Reptilia	Crocodylia	Crocodylus_porosus	2005	11585	0.173069 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Eublepharis_macularius	452	11585	0.039016 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Euleptes_europaea	462	11585	0.0398792 UFM1	UFM1
FREM2	Aves	Passeriformes	Ficedula_albicollis	7130	11585	0.615451 UFM1	UFM1
FREM2	Aves	Passeriformes	Geospiza_fortis	7166	11585	0.618558 UFM1	UFM1
FREM2	Reptilia	Testudines	Gopherus_evgoodei	2195	11585	0.189469 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Laticauda_laticaudata	372	11585	0.0321105 UFM1	UFM1
FREM2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	316	11585	0.0272767 UFM1	UFM1
FREM2	Aves	Galliformes	Meleagris_gallopavo	11213	11585	0.96789 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Naja_naja	311	11585	0.0268451 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Notechis_scutatus	416	11585	0.0359085 UFM1	UFM1
FREM2	Aves	Passeriformes	Parus_major	6357	11585	0.548727 UFM1	UFM1
FREM2	Reptilia	Testudines	Pelodiscus_sinensis	1927	11585	0.166336 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Podarcis_muralis	356	11585	0.0307294 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Podarcis_raffonei	489	11585	0.0422098 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Pogona_vitticeps_zw	531	11585	0.0458351 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Pogona_vitticeps_zz	565	11585	0.04877 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Pseudonaja_textilis	387	11585	0.0334053 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Rhineura_floridana	647	11585	0.0558481 UFM1	UFM1
FREM2	Lepidosauria	Squamata	Salvator_merianae	277	11585	0.0239102 UFM1	UFM1
FREM2	Aves	Passeriformes	Serinus_canaria	4054	11585	0.349935 UFM1	UFM1
FREM2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	338	11585	0.0291757 UFM1	UFM1
FREM2	Aves	Psittaciformes	Strigops_habroptila	9402	11585	0.811567 UFM1	UFM1
FREM2	Aves	Struthioniformes	Struthio_camelus	9607	11585	0.829262 UFM1	UFM1
FREM2	Aves	Passeriformes	Taeniopygia_guttata	7179	11585	0.619681 UFM1	UFM1
FREM2	Reptilia	Testudines	Terrapene_carolina	2094	11585	0.180751 UFM1	UFM1
GPR78	Aves	Anseriformes	Anas_platyrhynchos	30401	34527	0.880499 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Anolis_carolinensis	2834	34527	0.0820807 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Anolis_sagrei	2960	34527	0.08573 CPZ	CPZ
GPR78	Aves	Anseriformes	Anser_brachyrhynchus	30791	34527	0.891795 CPZ	CPZ
GPR78	Aves	Accipitriformes	Aquila_chrysaetos	31971	34527	0.925971 CPZ	CPZ
GPR78	Reptilia	Testudines	Chelonoidis_abingdonii	12004	34527	0.34767 CPZ	CPZ
GPR78	Reptilia	Testudines	Chrysemys_picta	13668	34527	0.395864 CPZ	CPZ
GPR78	Aves	Galliformes	Coturnix_japonica	34015	34527	0.985171 CPZ	CPZ
GPR78	Reptilia	Crocodylia	Crocodylus_porosus	10556	34527	0.305732 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Eublepharis_macularius	2986	34527	0.086483 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Euleptes_europaea	2926	34527	0.0847453 CPZ	CPZ
GPR78	Aves	Passeriformes	Ficedula_albicollis	29731	34527	0.861094 CPZ	CPZ
GPR78	Aves	Passeriformes	Geospiza_fortis	29749	34527	0.861616 CPZ	CPZ
GPR78	Reptilia	Testudines	Gopherus_evgoodei	13847	34527	0.401048 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Laticauda_laticaudata	2217	34527	0.0642106 CPZ	CPZ
GPR78	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2018	34527	0.058447 CPZ	CPZ
GPR78	Aves	Galliformes	Meleagris_gallopavo	34296	34527	0.99331 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Naja_naja	1605	34527	0.0464854 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Notechis_scutatus	2501	34527	0.0724361 CPZ	CPZ
GPR78	Aves	Passeriformes	Parus_major	29868	34527	0.865062 CPZ	CPZ
GPR78	Reptilia	Testudines	Pelodiscus_sinensis	11796	34527	0.341646 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Podarcis_muralis	2992	34527	0.0866568 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Podarcis_raffonei	3175	34527	0.091957 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Pogona_vitticeps_zw	2531	34527	0.0733049 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Pogona_vitticeps_zz	2694	34527	0.0780259 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Pseudonaja_textilis	2175	34527	0.0629942 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Rhineura_floridana	3787	34527	0.109682 CPZ	CPZ
GPR78	Lepidosauria	Squamata	Salvator_merianae	2779	34527	0.0804877 CPZ	CPZ
GPR78	Aves	Passeriformes	Serinus_canaria	29912	34527	0.866336 CPZ	CPZ
GPR78	Lepidosauria	Sphenodontia	Sphenodon_punctatus	5139	34527	0.14884 CPZ	CPZ
GPR78	Aves	Psittaciformes	Strigops_habroptila	29087	34527	0.842442 CPZ	CPZ
GPR78	Aves	Struthioniformes	Struthio_camelus	31698	34527	0.918064 CPZ	CPZ
GPR78	Aves	Passeriformes	Taeniopygia_guttata	29836	34527	0.864135 CPZ	CPZ
GPR78	Reptilia	Testudines	Terrapene_carolina	13892	34527	0.402352 CPZ	CPZ
GPR82	Aves	Anseriformes	Anas_platyrhynchos	3763	3998	0.941221 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Anolis_carolinensis	1050	3998	0.262631 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Anolis_sagrei	1052	3998	0.263132 GPR34	GPR34
GPR82	Aves	Anseriformes	Anser_brachyrhynchus	3574	3998	0.893947 GPR34	GPR34
GPR82	Aves	Accipitriformes	Aquila_chrysaetos	3572	3998	0.893447 GPR34	GPR34
GPR82	Reptilia	Testudines	Chelonoidis_abingdonii	2099	3998	0.525013 GPR34	GPR34
GPR82	Reptilia	Testudines	Chrysemys_picta	2176	3998	0.544272 GPR34	GPR34
GPR82	Aves	Galliformes	Coturnix_japonica	3998	3998	1 GPR34	GPR34
GPR82	Reptilia	Crocodylia	Crocodylus_porosus	1751	3998	0.437969 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Eublepharis_macularius	732	3998	0.183092 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Euleptes_europaea	783	3998	0.195848 GPR34	GPR34
GPR82	Aves	Passeriformes	Ficedula_albicollis	3580	3998	0.895448 GPR34	GPR34
GPR82	Aves	Passeriformes	Geospiza_fortis	3572	3998	0.893447 GPR34	GPR34
GPR82	Reptilia	Testudines	Gopherus_evgoodei	2283	3998	0.571036 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Laticauda_laticaudata	0	3998	0 GPR34	GPR34
GPR82	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1036	3998	0.25913 GPR34	GPR34
GPR82	Aves	Galliformes	Meleagris_gallopavo	3998	3998	1 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Naja_naja	711	3998	0.177839 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Notechis_scutatus	0	3998	0 GPR34	GPR34
GPR82	Aves	Passeriformes	Parus_major	3559	3998	0.890195 GPR34	GPR34
GPR82	Reptilia	Testudines	Pelodiscus_sinensis	1774	3998	0.443722 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Podarcis_muralis	973	3998	0.243372 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Podarcis_raffonei	993	3998	0.248374 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Pogona_vitticeps_zw	1063	3998	0.265883 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Pogona_vitticeps_zz	1063	3998	0.265883 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Pseudonaja_textilis	0	3998	0 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Rhineura_floridana	971	3998	0.242871 GPR34	GPR34
GPR82	Lepidosauria	Squamata	Salvator_merianae	1061	3998	0.265383 GPR34	GPR34
GPR82	Aves	Passeriformes	Serinus_canaria	3526	3998	0.881941 GPR34	GPR34
GPR82	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1132	3998	0.283142 GPR34	GPR34
GPR82	Aves	Psittaciformes	Strigops_habroptila	3566	3998	0.891946 GPR34	GPR34
GPR82	Aves	Struthioniformes	Struthio_camelus	3680	3998	0.92046 GPR34	GPR34
GPR82	Aves	Passeriformes	Taeniopygia_guttata	3572	3998	0.893447 GPR34	GPR34
GPR82	Reptilia	Testudines	Terrapene_carolina	2740	3998	0.685343 GPR34	GPR34
GRK4	Aves	Anseriformes	Anas_platyrhynchos	19403	21338	0.909317 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Anolis_carolinensis	3505	21338	0.164261 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Anolis_sagrei	3003	21338	0.140735 NOP14	NOP14
GRK4	Aves	Anseriformes	Anser_brachyrhynchus	20226	21338	0.947886 NOP14	NOP14
GRK4	Aves	Accipitriformes	Aquila_chrysaetos	20490	21338	0.960259 NOP14	NOP14
GRK4	Reptilia	Testudines	Chelonoidis_abingdonii	10722	21338	0.502484 NOP14	NOP14
GRK4	Reptilia	Testudines	Chrysemys_picta	12822	21338	0.6009 NOP14	NOP14
GRK4	Aves	Galliformes	Coturnix_japonica	17620	21338	0.825757 NOP14	NOP14
GRK4	Reptilia	Crocodylia	Crocodylus_porosus	6977	21338	0.326975 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Eublepharis_macularius	3409	21338	0.159762 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Euleptes_europaea	3592	21338	0.168338 NOP14	NOP14
GRK4	Aves	Passeriformes	Ficedula_albicollis	19753	21338	0.925719 NOP14	NOP14
GRK4	Aves	Passeriformes	Geospiza_fortis	19388	21338	0.908614 NOP14	NOP14
GRK4	Reptilia	Testudines	Gopherus_evgoodei	11099	21338	0.520152 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Laticauda_laticaudata	2743	21338	0.12855 NOP14	NOP14
GRK4	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2827	21338	0.132487 NOP14	NOP14
GRK4	Aves	Galliformes	Meleagris_gallopavo	20406	21338	0.956322 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Naja_naja	2545	21338	0.119271 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Notechis_scutatus	2107	21338	0.098744 NOP14	NOP14
GRK4	Aves	Passeriformes	Parus_major	19222	21338	0.900834 NOP14	NOP14
GRK4	Reptilia	Testudines	Pelodiscus_sinensis	8330	21338	0.390383 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Podarcis_muralis	3758	21338	0.176118 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Podarcis_raffonei	4027	21338	0.188724 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Pogona_vitticeps_zw	3626	21338	0.169932 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Pogona_vitticeps_zz	3754	21338	0.17593 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Pseudonaja_textilis	2501	21338	0.117209 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Rhineura_floridana	3178	21338	0.148936 NOP14	NOP14
GRK4	Lepidosauria	Squamata	Salvator_merianae	3173	21338	0.148702 NOP14	NOP14
GRK4	Aves	Passeriformes	Serinus_canaria	19399	21338	0.909129 NOP14	NOP14
GRK4	Lepidosauria	Sphenodontia	Sphenodon_punctatus	5133	21338	0.240557 NOP14	NOP14
GRK4	Aves	Psittaciformes	Strigops_habroptila	19525	21338	0.915034 NOP14	NOP14
GRK4	Aves	Struthioniformes	Struthio_camelus	18107	21338	0.84858 NOP14	NOP14
GRK4	Aves	Passeriformes	Taeniopygia_guttata	19582	21338	0.917706 NOP14	NOP14
GRK4	Reptilia	Testudines	Terrapene_carolina	10519	21338	0.49297 NOP14	NOP14
HHLA2	Aves	Anseriformes	Anas_platyrhynchos	43516	46582	0.934181 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Anolis_carolinensis	9628	46582	0.206689 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Anolis_sagrei	12289	46582	0.263814 MYH15	MYH15
HHLA2	Aves	Anseriformes	Anser_brachyrhynchus	45203	46582	0.970396 MYH15	MYH15
HHLA2	Aves	Accipitriformes	Aquila_chrysaetos	44477	46582	0.954811 MYH15	MYH15
HHLA2	Reptilia	Testudines	Chelonoidis_abingdonii	26597	46582	0.570972 MYH15	MYH15
HHLA2	Reptilia	Testudines	Chrysemys_picta	27263	46582	0.585269 MYH15	MYH15
HHLA2	Aves	Galliformes	Coturnix_japonica	43658	46582	0.937229 MYH15	MYH15
HHLA2	Reptilia	Crocodylia	Crocodylus_porosus	22834	46582	0.490189 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Eublepharis_macularius	11831	46582	0.253982 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Euleptes_europaea	11779	46582	0.252866 MYH15	MYH15
HHLA2	Aves	Passeriformes	Ficedula_albicollis	42249	46582	0.906981 MYH15	MYH15
HHLA2	Aves	Passeriformes	Geospiza_fortis	43911	46582	0.94266 MYH15	MYH15
HHLA2	Reptilia	Testudines	Gopherus_evgoodei	26881	46582	0.577068 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Laticauda_laticaudata	10214	46582	0.219269 MYH15	MYH15
HHLA2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	7852	46582	0.168563 MYH15	MYH15
HHLA2	Aves	Galliformes	Meleagris_gallopavo	46123	46582	0.990146 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Naja_naja	10618	46582	0.227942 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Notechis_scutatus	11167	46582	0.239728 MYH15	MYH15
HHLA2	Aves	Passeriformes	Parus_major	43648	46582	0.937014 MYH15	MYH15
HHLA2	Reptilia	Testudines	Pelodiscus_sinensis	20308	46582	0.435962 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Podarcis_muralis	10564	46582	0.226783 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Podarcis_raffonei	12543	46582	0.269267 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Pogona_vitticeps_zw	13956	46582	0.299601 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Pogona_vitticeps_zz	14310	46582	0.3072 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Pseudonaja_textilis	11076	46582	0.237774 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Rhineura_floridana	12561	46582	0.269654 MYH15	MYH15
HHLA2	Lepidosauria	Squamata	Salvator_merianae	13150	46582	0.282298 MYH15	MYH15
HHLA2	Aves	Passeriformes	Serinus_canaria	42564	46582	0.913744 MYH15	MYH15
HHLA2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	13264	46582	0.284745 MYH15	MYH15
HHLA2	Aves	Psittaciformes	Strigops_habroptila	44401	46582	0.953179 MYH15	MYH15
HHLA2	Aves	Struthioniformes	Struthio_camelus	44987	46582	0.965759 MYH15	MYH15
HHLA2	Aves	Passeriformes	Taeniopygia_guttata	39938	46582	0.85737 MYH15	MYH15
HHLA2	Reptilia	Testudines	Terrapene_carolina	26880	46582	0.577047 MYH15	MYH15
HPGDS	Aves	Anseriformes	Anas_platyrhynchos	60621	68331	0.887167 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Anolis_carolinensis	2550	68331	0.0373183 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Anolis_sagrei	3477	68331	0.0508847 OPN4-1	OPN4-1
HPGDS	Aves	Anseriformes	Anser_brachyrhynchus	62233	68331	0.910758 OPN4-1	OPN4-1
HPGDS	Aves	Accipitriformes	Aquila_chrysaetos	61082	68331	0.893913 OPN4-1	OPN4-1
HPGDS	Reptilia	Testudines	Chelonoidis_abingdonii	12660	68331	0.185275 OPN4-1	OPN4-1
HPGDS	Reptilia	Testudines	Chrysemys_picta	15609	68331	0.228432 OPN4-1	OPN4-1
HPGDS	Aves	Galliformes	Coturnix_japonica	60677	68331	0.887986 OPN4-1	OPN4-1
HPGDS	Reptilia	Crocodylia	Crocodylus_porosus	4698	68331	0.0687536 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Eublepharis_macularius	2660	68331	0.0389282 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Euleptes_europaea	2703	68331	0.0395574 OPN4-1	OPN4-1
HPGDS	Aves	Passeriformes	Ficedula_albicollis	51869	68331	0.759084 OPN4-1	OPN4-1
HPGDS	Aves	Passeriformes	Geospiza_fortis	51179	68331	0.748987 OPN4-1	OPN4-1
HPGDS	Reptilia	Testudines	Gopherus_evgoodei	13380	68331	0.195812 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Laticauda_laticaudata	1803	68331	0.0263863 OPN4-1	OPN4-1
HPGDS	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1257	68331	0.0183958 OPN4-1	OPN4-1
HPGDS	Aves	Galliformes	Meleagris_gallopavo	65885	68331	0.964204 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Naja_naja	2160	68331	0.0316108 OPN4-1	OPN4-1
HPGDS	Lepidosauria	Squamata	Notechis_scutatus	1936	68331	0.0283327 OPN4-1	OPN4-1
HPGDS	Aves	Passeriformes	Parus_major	56302	68331	0.82396 OPN4-1	OPN4-1
HPGDS	Reptilia	Testudines	Pelodiscus_sinensis	5931	68331	0.0867981 OPN4-1	OPN4-1
