focal_gene	species_name	class	order	Left	Focal	Right
IL5RA	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.841195	0.890178
IL5RA	Chrysemys_picta	Reptilia	Testudines	1	0.929245	0.890178
IL5RA	Coturnix_japonica	Aves	Galliformes	1	0.923742	1
IL5RA	Crocodylus_porosus	Reptilia	Crocodylia	1	0.929245	0.890178
IL5RA	Eublepharis_macularius	Lepidosauria	Squamata	1	0.102201	0.890178
IL5RA	Euleptes_europaea	Lepidosauria	Squamata	1	0.115566	0.890178
IL5RA	Ficedula_albicollis	Aves	Passeriformes	1	1	0.890178
IL5RA	Geospiza_fortis	Aves	Passeriformes	1	1	0.890178
IL5RA	Gopherus_evgoodei	Reptilia	Testudines	1	0.929245	0.890178
IL5RA	Laticauda_laticaudata	Lepidosauria	Squamata	1	0	0.890178
IL5RA	Latimeria_chalumnae	Actinistia	Coelacanthiformes	1	0	0.890178
IL5RA	Meleagris_gallopavo	Aves	Galliformes	1	1	1
IL5RA	Naja_naja	Lepidosauria	Squamata	1	0	0.890178
IL5RA	Notechis_scutatus	Lepidosauria	Squamata	1	0	0.890178
IL5RA	Parus_major	Aves	Passeriformes	1	1	0.890178
IL5RA	Pelodiscus_sinensis	Reptilia	Testudines	1	0.929245	0.890178
IL5RA	Podarcis_muralis	Lepidosauria	Squamata	0.982183	0	0.890178
IL5RA	Podarcis_raffonei	Lepidosauria	Squamata	1	0.00471698	0.890178
IL5RA	Pogona_vitticeps_zw	Lepidosauria	Squamata	1	0	0.890178
IL5RA	Pogona_vitticeps_zz	Lepidosauria	Squamata	1	0.0990566	0.890178
IL5RA	Pseudonaja_textilis	Lepidosauria	Squamata	1	0	0.890178
IL5RA	Rhineura_floridana	Lepidosauria	Squamata	1	0	1
IL5RA	Salvator_merianae	Lepidosauria	Squamata	1	0	0.890178
IL5RA	Serinus_canaria	Aves	Passeriformes	1	1	0.890178
IL5RA	Sphenodon_punctatus	Lepidosauria	Sphenodontia	1	0.841195	0.890178
IL5RA	Strigops_habroptila	Aves	Psittaciformes	1	1	0.890178
IL5RA	Struthio_camelus	Aves	Struthioniformes	1	1	0.890178
IL5RA	Taeniopygia_guttata	Aves	Passeriformes	1	1	0.890178
IL5RA	Terrapene_carolina	Reptilia	Testudines	1	0.929245	0.890178
INTS6	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
INTS6	Anolis_carolinensis	Lepidosauria	Squamata	1	0.784159	0.954167
INTS6	Anolis_sagrei	Lepidosauria	Squamata	1	0.801802	1
INTS6	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
INTS6	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
INTS6	Chelonoidis_abingdonii	Reptilia	Testudines	1	1	0.954167
INTS6	Chrysemys_picta	Reptilia	Testudines	1	1	0.954167
INTS6	Coturnix_japonica	Aves	Galliformes	1	1	1
INTS6	Crocodylus_porosus	Reptilia	Crocodylia	1	0.958333	0.954167
INTS6	Eublepharis_macularius	Lepidosauria	Squamata	0.964912	0.838213	1
INTS6	Euleptes_europaea	Lepidosauria	Squamata	1	0.936186	1
INTS6	Ficedula_albicollis	Aves	Passeriformes	1	1	1
INTS6	Geospiza_fortis	Aves	Passeriformes	1	1	0.885833
INTS6	Gopherus_evgoodei	Reptilia	Testudines	1	1	0.954167
INTS6	Laticauda_laticaudata	Lepidosauria	Squamata	1	0.751502	0.954167
INTS6	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.944862	1	0.931667
INTS6	Meleagris_gallopavo	Aves	Galliformes	1	1	0.965
INTS6	Naja_naja	Lepidosauria	Squamata	1	0.682808	0.954167
INTS6	Notechis_scutatus	Lepidosauria	Squamata	1	0.682808	0.954167
INTS6	Parus_major	Aves	Passeriformes	1	1	1
INTS6	Pelodiscus_sinensis	Reptilia	Testudines	1	1	0.954167
INTS6	Podarcis_muralis	Lepidosauria	Squamata	0.997494	0.703078	0.954167
INTS6	Podarcis_raffonei	Lepidosauria	Squamata	0.996658	0.771021	1
INTS6	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.974937	0.822447	1
INTS6	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.974937	0.873498	1
INTS6	Pseudonaja_textilis	Lepidosauria	Squamata	0.972431	0.682808	0.954167
INTS6	Rhineura_floridana	Lepidosauria	Squamata	0.0701754	0.857357	1
INTS6	Salvator_merianae	Lepidosauria	Squamata	1	0.733859	0.954167
INTS6	Serinus_canaria	Aves	Passeriformes	1	1	1
INTS6	Sphenodon_punctatus	Lepidosauria	Sphenodontia	1	1	0.945
INTS6	Strigops_habroptila	Aves	Psittaciformes	1	1	1
INTS6	Struthio_camelus	Aves	Struthioniformes	1	0.929054	0.885833
INTS6	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
INTS6	Terrapene_carolina	Reptilia	Testudines	1	1	0.954167
KDM3A	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
KDM3A	Anolis_carolinensis	Lepidosauria	Squamata	0.962842	0.516478	1
KDM3A	Anolis_sagrei	Lepidosauria	Squamata	0.962842	0.511698	1
KDM3A	Anser_brachyrhynchus	Aves	Anseriformes	1	1	0.931193
KDM3A	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
KDM3A	Chelonoidis_abingdonii	Reptilia	Testudines	0.90929	1	1
KDM3A	Chrysemys_picta	Reptilia	Testudines	0.963934	1	1
KDM3A	Coturnix_japonica	Aves	Galliformes	1	1	1
KDM3A	Crocodylus_porosus	Reptilia	Crocodylia	0.968306	1	1
KDM3A	Eublepharis_macularius	Lepidosauria	Squamata	0.944262	0.51673	1
KDM3A	Euleptes_europaea	Lepidosauria	Squamata	0.944262	0.51673	1
KDM3A	Ficedula_albicollis	Aves	Passeriformes	0.991257	1	1
KDM3A	Geospiza_fortis	Aves	Passeriformes	1	1	0.931193
KDM3A	Gopherus_evgoodei	Reptilia	Testudines	0.90929	1	1
KDM3A	Laticauda_laticaudata	Lepidosauria	Squamata	0.962842	0.517484	1
KDM3A	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.889617	0.655849	1
KDM3A	Meleagris_gallopavo	Aves	Galliformes	1	1	1
KDM3A	Naja_naja	Lepidosauria	Squamata	0.962842	0.517484	0.824159
KDM3A	Notechis_scutatus	Lepidosauria	Squamata	0.962842	0.517484	1
KDM3A	Parus_major	Aves	Passeriformes	1	1	1
KDM3A	Pelodiscus_sinensis	Reptilia	Testudines	0.908197	1	0.931193
KDM3A	Podarcis_muralis	Lepidosauria	Squamata	0.994536	0.503899	1
KDM3A	Podarcis_raffonei	Lepidosauria	Squamata	0.994536	0.503899	1
KDM3A	Pogona_vitticeps_zw	Lepidosauria	Squamata	1	0.51195	1
KDM3A	Pogona_vitticeps_zz	Lepidosauria	Squamata	1	0.539371	1
KDM3A	Pseudonaja_textilis	Lepidosauria	Squamata	0.542077	0.517484	1
KDM3A	Rhineura_floridana	Lepidosauria	Squamata	0.962842	0.505157	1
KDM3A	Salvator_merianae	Lepidosauria	Squamata	0.989071	0.505409	0.824159
KDM3A	Serinus_canaria	Aves	Passeriformes	0.991257	1	0.931193
KDM3A	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.963934	1	0.824159
KDM3A	Strigops_habroptila	Aves	Psittaciformes	1	1	1
KDM3A	Struthio_camelus	Aves	Struthioniformes	1	1	0.931193
KDM3A	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
KDM3A	Terrapene_carolina	Reptilia	Testudines	0.963934	1	1
KREMEN1	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
KREMEN1	Anolis_carolinensis	Lepidosauria	Squamata	0.169464	0.640741	0
KREMEN1	Anolis_sagrei	Lepidosauria	Squamata	0.420863	0.641481	0.680506
KREMEN1	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
KREMEN1	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
KREMEN1	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.280741	0
KREMEN1	Chrysemys_picta	Reptilia	Testudines	1	1	0
KREMEN1	Coturnix_japonica	Aves	Galliformes	1	1	1
KREMEN1	Crocodylus_porosus	Reptilia	Crocodylia	1	0.752593	0
KREMEN1	Eublepharis_macularius	Lepidosauria	Squamata	0.983613	0.394815	0.881771
KREMEN1	Euleptes_europaea	Lepidosauria	Squamata	0.970424	0.394815	0.893238
KREMEN1	Ficedula_albicollis	Aves	Passeriformes	1	0.941481	0.955714
KREMEN1	Geospiza_fortis	Aves	Passeriformes	1	1	0.955714
KREMEN1	Gopherus_evgoodei	Reptilia	Testudines	0.720224	0	0
KREMEN1	Laticauda_laticaudata	Lepidosauria	Squamata	0.91287	0.301481	0.725583
KREMEN1	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.919265	0.941481	0.884935
KREMEN1	Meleagris_gallopavo	Aves	Galliformes	1	0.941481	1
KREMEN1	Naja_naja	Lepidosauria	Squamata	0.969624	0.301481	0.805061
KREMEN1	Notechis_scutatus	Lepidosauria	Squamata	0.91287	0.394074	0.734282
KREMEN1	Parus_major	Aves	Passeriformes	1	1	0.955714
KREMEN1	Pelodiscus_sinensis	Reptilia	Testudines	1	0.941481	0
KREMEN1	Podarcis_muralis	Lepidosauria	Squamata	0.936851	0.639259	0.887703
KREMEN1	Podarcis_raffonei	Lepidosauria	Squamata	0.963229	0.627407	0.887703
KREMEN1	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.896882	0.64	0.888098
KREMEN1	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.896882	0.64	0.888098
KREMEN1	Pseudonaja_textilis	Lepidosauria	Squamata	0.890088	0.394074	0.704231
KREMEN1	Rhineura_floridana	Lepidosauria	Squamata	0.999201	0.641481	0.893238
KREMEN1	Salvator_merianae	Lepidosauria	Squamata	0.983613	0.640741	0.870304
KREMEN1	Serinus_canaria	Aves	Passeriformes	1	1	0.955714
KREMEN1	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.996003	0.941481	0.893238
KREMEN1	Strigops_habroptila	Aves	Psittaciformes	1	1	0.42072
KREMEN1	Struthio_camelus	Aves	Struthioniformes	1	0.941481	1
KREMEN1	Taeniopygia_guttata	Aves	Passeriformes	1	1	0.955714
KREMEN1	Terrapene_carolina	Reptilia	Testudines	1	1	0
LAPTM5	Anas_platyrhynchos	Aves	Anseriformes	1	1	0.948148
LAPTM5	Anolis_carolinensis	Lepidosauria	Squamata	0.9405	0	0.948148
LAPTM5	Anolis_sagrei	Lepidosauria	Squamata	1	0	0.948148
LAPTM5	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
LAPTM5	Aquila_chrysaetos	Aves	Accipitriformes	1	1	0.948148
LAPTM5	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.835938	0.948148
LAPTM5	Chrysemys_picta	Reptilia	Testudines	1	0.835938	0.948148
LAPTM5	Coturnix_japonica	Aves	Galliformes	1	1	1
LAPTM5	Crocodylus_porosus	Reptilia	Crocodylia	1	0.835938	0.948148
LAPTM5	Eublepharis_macularius	Lepidosauria	Squamata	1	0	0.948148
LAPTM5	Euleptes_europaea	Lepidosauria	Squamata	1	0	0.948148
LAPTM5	Ficedula_albicollis	Aves	Passeriformes	0.9405	1	0.948148
LAPTM5	Geospiza_fortis	Aves	Passeriformes	0.9405	0.835938	0.879012
LAPTM5	Gopherus_evgoodei	Reptilia	Testudines	1	0.835938	0.948148
LAPTM5	Laticauda_laticaudata	Lepidosauria	Squamata	0.998648	0	0.948148
LAPTM5	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.951318	0	0.616461
LAPTM5	Meleagris_gallopavo	Aves	Galliformes	1	1	0.948148
LAPTM5	Naja_naja	Lepidosauria	Squamata	0.998648	0	0.948148
LAPTM5	Notechis_scutatus	Lepidosauria	Squamata	0.998648	0	0.948148
LAPTM5	Parus_major	Aves	Passeriformes	0.9405	1	1
LAPTM5	Pelodiscus_sinensis	Reptilia	Testudines	1	0.835938	0.948148
LAPTM5	Podarcis_muralis	Lepidosauria	Squamata	1	0	0.948148
LAPTM5	Podarcis_raffonei	Lepidosauria	Squamata	1	0	0.948148
LAPTM5	Pogona_vitticeps_zw	Lepidosauria	Squamata	1	0.0546875	0.948148
LAPTM5	Pogona_vitticeps_zz	Lepidosauria	Squamata	1	0.0546875	0.948148
LAPTM5	Pseudonaja_textilis	Lepidosauria	Squamata	0.939148	0	0.948148
LAPTM5	Rhineura_floridana	Lepidosauria	Squamata	1	0	0.948148
LAPTM5	Salvator_merianae	Lepidosauria	Squamata	0.997295	0	0.948148
LAPTM5	Serinus_canaria	Aves	Passeriformes	0.9405	0.09375	1
LAPTM5	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.913455	0.835938	0.948148
LAPTM5	Strigops_habroptila	Aves	Psittaciformes	1	1	0.948148
LAPTM5	Struthio_camelus	Aves	Struthioniformes	1	1	0.948148
LAPTM5	Taeniopygia_guttata	Aves	Passeriformes	0.9405	0.835938	1
LAPTM5	Terrapene_carolina	Reptilia	Testudines	1	0.835938	0.948148
LCP1	Anas_platyrhynchos	Aves	Anseriformes	1	0.998996	0.949244
LCP1	Anolis_carolinensis	Lepidosauria	Squamata	0.987332	0.929217	0.379209
LCP1	Anolis_sagrei	Lepidosauria	Squamata	0.931116	0.906124	0.50366
LCP1	Anser_brachyrhynchus	Aves	Anseriformes	1	1	0.969253
LCP1	Aquila_chrysaetos	Aves	Accipitriformes	1	1	0.537335
LCP1	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.952811	0.838946
LCP1	Chrysemys_picta	Reptilia	Testudines	1	0.952811	0.90532
LCP1	Coturnix_japonica	Aves	Galliformes	1	1	1
LCP1	Crocodylus_porosus	Reptilia	Crocodylia	1	1	0.906296
LCP1	Eublepharis_macularius	Lepidosauria	Squamata	0.927949	0.929217	0.273304
LCP1	Euleptes_europaea	Lepidosauria	Squamata	0.994458	0.952811	0.351879
LCP1	Ficedula_albicollis	Aves	Passeriformes	1	1	0.569058
LCP1	Geospiza_fortis	Aves	Passeriformes	1	1	0.640312
LCP1	Gopherus_evgoodei	Reptilia	Testudines	1	0.952811	0.904832
LCP1	Laticauda_laticaudata	Lepidosauria	Squamata	0.94616	0.906124	0.427038
LCP1	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.885986	0.952811	0.349927
LCP1	Meleagris_gallopavo	Aves	Galliformes	1	1	1
LCP1	Naja_naja	Lepidosauria	Squamata	0.94616	0.906124	0.227428
LCP1	Notechis_scutatus	Lepidosauria	Squamata	0.94616	0.906124	0.529039
LCP1	Parus_major	Aves	Passeriformes	1	1	0.640312
LCP1	Pelodiscus_sinensis	Reptilia	Testudines	1	0.952811	0.769644
LCP1	Podarcis_muralis	Lepidosauria	Squamata	1	0.929217	0.347487
LCP1	Podarcis_raffonei	Lepidosauria	Squamata	0.885986	0.929217	0.349439
LCP1	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.94616	0.929217	0.500732
LCP1	Pogona_vitticeps_zz	Lepidosauria	Squamata	1	0.929217	0.454856
LCP1	Pseudonaja_textilis	Lepidosauria	Squamata	0.94616	0.906124	0.421669
LCP1	Rhineura_floridana	Lepidosauria	Squamata	1	0.929217	0.455832
LCP1	Salvator_merianae	Lepidosauria	Squamata	0.987332	0.942269	0.308931
LCP1	Serinus_canaria	Aves	Passeriformes	1	1	0.61835
LCP1	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.939826	0.941767	0.739385
LCP1	Strigops_habroptila	Aves	Psittaciformes	1	1	0.530503
LCP1	Struthio_camelus	Aves	Struthioniformes	1	1	0.928746
LCP1	Taeniopygia_guttata	Aves	Passeriformes	1	1	0.647633
LCP1	Terrapene_carolina	Reptilia	Testudines	1	0.952811	0.90532
LRCH1	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
LRCH1	Anolis_carolinensis	Lepidosauria	Squamata	0.207514	0.510856	1
LRCH1	Anolis_sagrei	Lepidosauria	Squamata	0.234163	0.476799	1
LRCH1	Anser_brachyrhynchus	Aves	Anseriformes	1	0.893572	1
LRCH1	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
LRCH1	Chelonoidis_abingdonii	Reptilia	Testudines	0.969856	1	1
LRCH1	Chrysemys_picta	Reptilia	Testudines	0.932285	1	1
LRCH1	Coturnix_japonica	Aves	Galliformes	0.977283	1	1
LRCH1	Crocodylus_porosus	Reptilia	Crocodylia	0.94277	1	1
LRCH1	Eublepharis_macularius	Lepidosauria	Squamata	0.17737	0.544913	1
LRCH1	Euleptes_europaea	Lepidosauria	Squamata	0.244648	0.541933	1
LRCH1	Ficedula_albicollis	Aves	Passeriformes	1	0.988506	1
LRCH1	Geospiza_fortis	Aves	Passeriformes	0.969856	1	1
LRCH1	Gopherus_evgoodei	Reptilia	Testudines	0.969856	1	1
LRCH1	Laticauda_laticaudata	Lepidosauria	Squamata	0.238095	0.433802	1
LRCH1	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.542595	0.807152	1
LRCH1	Meleagris_gallopavo	Aves	Galliformes	1	1	1
LRCH1	Naja_naja	Lepidosauria	Squamata	0	0.475521	1
LRCH1	Notechis_scutatus	Lepidosauria	Squamata	0.179991	0.485739	1
LRCH1	Parus_major	Aves	Passeriformes	0.969856	1	1
LRCH1	Pelodiscus_sinensis	Reptilia	Testudines	0.969856	0.856535	1
LRCH1	Podarcis_muralis	Lepidosauria	Squamata	0	0.540656	1
LRCH1	Podarcis_raffonei	Lepidosauria	Squamata	0.275666	0.540656	1
LRCH1	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.193971	0.507876	1
LRCH1	Pogona_vitticeps_zz	Lepidosauria	Squamata	0	0.54023	1
LRCH1	Pseudonaja_textilis	Lepidosauria	Squamata	0.179991	0.485739	1
LRCH1	Rhineura_floridana	Lepidosauria	Squamata	0.275666	0.505321	1
LRCH1	Salvator_merianae	Lepidosauria	Squamata	0.24727	0.548318	1
LRCH1	Serinus_canaria	Aves	Passeriformes	1	1	1
LRCH1	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.94277	0.906343	1
LRCH1	Strigops_habroptila	Aves	Psittaciformes	1	1	1
LRCH1	Struthio_camelus	Aves	Struthioniformes	1	1	1
LRCH1	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
LRCH1	Terrapene_carolina	Reptilia	Testudines	0.969856	1	1
MAN2B2	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
MAN2B2	Anolis_carolinensis	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Anolis_sagrei	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
MAN2B2	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
MAN2B2	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.988846	1
MAN2B2	Chrysemys_picta	Reptilia	Testudines	1	0.98789	1
MAN2B2	Coturnix_japonica	Aves	Galliformes	1	1	1
MAN2B2	Crocodylus_porosus	Reptilia	Crocodylia	1	0.975781	1
MAN2B2	Eublepharis_macularius	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Euleptes_europaea	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Ficedula_albicollis	Aves	Passeriformes	1	0.927342	1
MAN2B2	Geospiza_fortis	Aves	Passeriformes	1	1	1
MAN2B2	Gopherus_evgoodei	Reptilia	Testudines	1	0.988846	1
MAN2B2	Laticauda_laticaudata	Lepidosauria	Squamata	0.929094	0	0.986905
MAN2B2	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.929094	0.865838	0.976429
MAN2B2	Meleagris_gallopavo	Aves	Galliformes	1	1	1
MAN2B2	Naja_naja	Lepidosauria	Squamata	0.929094	0	0.986905
MAN2B2	Notechis_scutatus	Lepidosauria	Squamata	0.929094	0	0.986905
MAN2B2	Parus_major	Aves	Passeriformes	1	1	1
MAN2B2	Pelodiscus_sinensis	Reptilia	Testudines	1	0.989484	1
MAN2B2	Podarcis_muralis	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Podarcis_raffonei	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Pseudonaja_textilis	Lepidosauria	Squamata	0.929094	0	0.986905
MAN2B2	Rhineura_floridana	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Salvator_merianae	Lepidosauria	Squamata	0.929094	0	1
MAN2B2	Serinus_canaria	Aves	Passeriformes	1	1	1
MAN2B2	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.988304	0	1
MAN2B2	Strigops_habroptila	Aves	Psittaciformes	1	1	1
MAN2B2	Struthio_camelus	Aves	Struthioniformes	1	0.994901	1
MAN2B2	Taeniopygia_guttata	Aves	Passeriformes	1	1	1
MAN2B2	Terrapene_carolina	Reptilia	Testudines	1	0.98789	1
MATK	Anas_platyrhynchos	Aves	Anseriformes	0	1	1
MATK	Anolis_carolinensis	Lepidosauria	Squamata	0	0.567284	0.282561
MATK	Anolis_sagrei	Lepidosauria	Squamata	0	0.668815	0.94702
MATK	Anser_brachyrhynchus	Aves	Anseriformes	0.640103	1	1
MATK	Aquila_chrysaetos	Aves	Accipitriformes	0.0102828	1	1
MATK	Chelonoidis_abingdonii	Reptilia	Testudines	0	0.917002	0.887417
MATK	Chrysemys_picta	Reptilia	Testudines	0	0.992748	0.995585
MATK	Coturnix_japonica	Aves	Galliformes	0.777207	1	1
MATK	Crocodylus_porosus	Reptilia	Crocodylia	0	0.992748	1
MATK	Eublepharis_macularius	Lepidosauria	Squamata	0	0.707494	0.94702
MATK	Euleptes_europaea	Lepidosauria	Squamata	0	0.759871	0.476821
MATK	Ficedula_albicollis	Aves	Passeriformes	0	1	1
MATK	Geospiza_fortis	Aves	Passeriformes	0.0102828	1	1
MATK	Gopherus_evgoodei	Reptilia	Testudines	0	0.992748	0.900662
MATK	Laticauda_laticaudata	Lepidosauria	Squamata	0	0.567284	0.529801
MATK	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0	0.89444	0.19426
MATK	Meleagris_gallopavo	Aves	Galliformes	1	1	1
MATK	Naja_naja	Lepidosauria	Squamata	0	0.526994	0.529801
MATK	Notechis_scutatus	Lepidosauria	Squamata	0	0.511684	0.529801
MATK	Parus_major	Aves	Passeriformes	0	1	1
MATK	Pelodiscus_sinensis	Reptilia	Testudines	0	0.992748	0.492274
MATK	Podarcis_muralis	Lepidosauria	Squamata	0	0.607575	0
MATK	Podarcis_raffonei	Lepidosauria	Squamata	0	0.832393	0.792494
MATK	Pogona_vitticeps_zw	Lepidosauria	Squamata	0	0.783239	0.792494
MATK	Pogona_vitticeps_zz	Lepidosauria	Squamata	0	0.799355	0.792494
MATK	Pseudonaja_textilis	Lepidosauria	Squamata	0	0.511684	0.529801
MATK	Rhineura_floridana	Lepidosauria	Squamata	0	0.756648	0.792494
MATK	Salvator_merianae	Lepidosauria	Squamata	0	0.526994	0.165563
MATK	Serinus_canaria	Aves	Passeriformes	0.0102828	1	1
MATK	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0	0.86382	0.476821
MATK	Strigops_habroptila	Aves	Psittaciformes	0	1	1
MATK	Struthio_camelus	Aves	Struthioniformes	0.0102828	1	1
MATK	Taeniopygia_guttata	Aves	Passeriformes	0.0102828	1	1
MATK	Terrapene_carolina	Reptilia	Testudines	0	0.992748	0.962472
MOB1A	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
MOB1A	Anolis_carolinensis	Lepidosauria	Squamata	0.886731	0.978395	0.914936
MOB1A	Anolis_sagrei	Lepidosauria	Squamata	0.485437	0.978395	0.914936
MOB1A	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
MOB1A	Aquila_chrysaetos	Aves	Accipitriformes	1	0.978395	1
MOB1A	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.978395	0.914936
MOB1A	Chrysemys_picta	Reptilia	Testudines	1	0.978395	0.914936
MOB1A	Coturnix_japonica	Aves	Galliformes	1	1	1
MOB1A	Crocodylus_porosus	Reptilia	Crocodylia	0.893204	0.978395	1
MOB1A	Eublepharis_macularius	Lepidosauria	Squamata	0.893204	0.978395	0.914936
MOB1A	Euleptes_europaea	Lepidosauria	Squamata	0.864078	0.978395	0.914936
MOB1A	Ficedula_albicollis	Aves	Passeriformes	1	0.996914	0.914936
MOB1A	Geospiza_fortis	Aves	Passeriformes	1	0.978395	0.914936
MOB1A	Gopherus_evgoodei	Reptilia	Testudines	0.796117	0.978395	0.914936
MOB1A	Laticauda_laticaudata	Lepidosauria	Squamata	0.760518	0.978395	0.914936
MOB1A	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.491909	0.978395	0.914936
MOB1A	Meleagris_gallopavo	Aves	Galliformes	1	1	0.914936
MOB1A	Naja_naja	Lepidosauria	Squamata	0.893204	0.978395	0.914936
MOB1A	Notechis_scutatus	Lepidosauria	Squamata	0.893204	0.978395	0.914936
MOB1A	Parus_major	Aves	Passeriformes	0.893204	0.978395	0.914936
MOB1A	Pelodiscus_sinensis	Reptilia	Testudines	0.491909	0.978395	0.914936
MOB1A	Podarcis_muralis	Lepidosauria	Squamata	0.485437	0.978395	0.914936
MOB1A	Podarcis_raffonei	Lepidosauria	Squamata	0.485437	0.978395	0.914936
MOB1A	Pogona_vitticeps_zw	Lepidosauria	Squamata	0.491909	0.978395	0.914936
MOB1A	Pogona_vitticeps_zz	Lepidosauria	Squamata	0.491909	0.978395	1
MOB1A	Pseudonaja_textilis	Lepidosauria	Squamata	0.893204	0.978395	0.914936
MOB1A	Rhineura_floridana	Lepidosauria	Squamata	0.491909	0.978395	0.914936
MOB1A	Salvator_merianae	Lepidosauria	Squamata	0.491909	0.978395	0.914936
MOB1A	Serinus_canaria	Aves	Passeriformes	1	0.978395	0.914936
MOB1A	Sphenodon_punctatus	Lepidosauria	Sphenodontia	0.288026	0.96142	0.900099
MOB1A	Strigops_habroptila	Aves	Psittaciformes	0.938511	0.978395	1
MOB1A	Struthio_camelus	Aves	Struthioniformes	0.802589	0.978395	0.914936
MOB1A	Taeniopygia_guttata	Aves	Passeriformes	1	0.978395	0.902077
MOB1A	Terrapene_carolina	Reptilia	Testudines	0.893204	0.978395	0.914936
NOTCH2	Anas_platyrhynchos	Aves	Anseriformes	1	1	1
NOTCH2	Anolis_carolinensis	Lepidosauria	Squamata	1	0.937226	0
NOTCH2	Anolis_sagrei	Lepidosauria	Squamata	1	0.905154	0
NOTCH2	Anser_brachyrhynchus	Aves	Anseriformes	1	1	1
NOTCH2	Aquila_chrysaetos	Aves	Accipitriformes	1	1	1
NOTCH2	Chelonoidis_abingdonii	Reptilia	Testudines	1	0.988761	0
NOTCH2	Chrysemys_picta	Reptilia	Testudines	1	0.988761	0
NOTCH2	Coturnix_japonica	Aves	Galliformes	1	1	1
NOTCH2	Crocodylus_porosus	Reptilia	Crocodylia	0.885321	0.973136	0
NOTCH2	Eublepharis_macularius	Lepidosauria	Squamata	1	0.937911	0.164557
NOTCH2	Euleptes_europaea	Lepidosauria	Squamata	1	0.945724	0
NOTCH2	Ficedula_albicollis	Aves	Passeriformes	1	0.988761	1
NOTCH2	Geospiza_fortis	Aves	Passeriformes	1	0.987253	1
NOTCH2	Gopherus_evgoodei	Reptilia	Testudines	1	0.988761	0
NOTCH2	Laticauda_laticaudata	Lepidosauria	Squamata	1	0.880345	0
NOTCH2	Latimeria_chalumnae	Actinistia	Coelacanthiformes	0.998471	0.959019	0
NOTCH2	Meleagris_gallopavo	Aves	Galliformes	1	0.994929	1
NOTCH2	Naja_naja	Lepidosauria	Squamata	1	0.872396	0
